Element 1: (1, (4, 11), ['.', '.', '.', 'G'], [(15, 9), (5, 11), (11, 4)], [False, False, False, False], 98, False, [True, True, True, False], 9, 'North', (4, 12))
Element 2: (1, (4, 12), ['.', '', '.', '.'], [(16, 9), (6, 11), (11, 5)], [False, False, False, False], 96, False, [True, False, True, True], 2028, 'East', (5, 12))
Element 3: (1, (5, 12), ['', '', '.', '.'], [(16, 10), (7, 11), (12, 5)], [False, False, False, False], 94, False, [False, False, True, True], 2067, 'East', (6, 12))
Element 4: (1, (6, 12), ['', '', '.', '.'], [(16, 11), (8, 11), (13, 5)], [False, False, False, False], 92, False, [False, False, True, True], 2106, 'East', (7, 12))
Element 5: (1, (7, 12), ['', '', '.', '.'], [(16, 12), (9, 11), (14, 5)], [False, False, False, False], 90, False, [False, False, True, True], 2145, 'East', (8, 12))
Element 6: (1, (8, 12), ['', '', '.', '.'], [(17, 12), (10, 11), (15, 5)], [False, False, False, False], 88, False, [False, False, True, True], 2184, 'East', (9, 12))
Element 7: (1, (9, 12), ['', '', '.', '.'], [(17, 13), (11, 11), (15, 6)], [False, False, False, False], 86, False, [False, False, True, True], 2223, 'East', (10, 12))
Element 8: (1, (10, 12), ['', '', '.', '%'], [(18, 13), (12, 11), (16, 6)], [False, False, False, True], 84, False, [False, False, True, False], 2262, 'North', (10, 13))
Element 9: (1, (10, 13), ['.', '', '%', '.'], [(17, 13), (13, 11), (17, 6)], [False, False, True, False], 82, False, [True, False, False, True], 2291, 'East', (11, 13))
Element 10: (1, (11, 13), ['', '%', '%', '.'], [(16, 13), (14, 11), (18, 6)], [False, True, True, False], 80, False, [False, False, False, True], 2330, 'East', (12, 13))
Element 11: (1, (12, 13), ['', '%', '%', '.'], [(15, 13), (15, 11), (18, 7)], [False, True, True, False], 78, False, [False, False, False, True], 2369, 'East', (13, 13))
Element 12: (1, (13, 13), ['', '.', '%', 'G'], [(14, 13), (15, 12), (18, 8)], [False, False, True, False], 76, False, [False, True, False, False], 2408, 'South', (13, 12))
Element 13: (1, (13, 12), ['%', '', 'G', 'G'], [(13, 13), (14, 12), (17, 8)], [True, False, False, False], 74, False, [False, False, False, False], 2437, 'South', (13, 11))
Element 14: (1, (13, 11), ['', '.', 'G', ''], [(13, 12), (14, 13), (17, 7)], [False, False, False, False], 72, False, [False, True, False, False], 2446, 'South', (13, 10))
Element 15: (1, (13, 10), ['.', '.', '', '.'], [(14, 12), (15, 13), (16, 7)], [False, False, False, False], 70, False, [True, True, False, True], 2465, 'East', (14, 10))
Element 16: (1, (14, 10), ['', '', '', '.'], [(15, 12), (16, 13), (16, 8)], [False, False, False, False], 68, False, [False, False, False, True], 2484, 'East', (15, 10))
Element 17: (1, (15, 10), ['', '', 'G', ''], [(15, 11), (17, 13), (15, 8)], [False, False, False, False], 66, False, [False, False, False, False], 2503, 'East', (16, 10))
Element 18: (1, (16, 10), ['G', '', '', '%'], [(15, 10), (18, 13), (14, 8)], [False, False, False, True], 64, False, [False, False, False, False], 2512, 'North', (16, 11))
Element 19: (1, (16, 11), ['', '', '', '%'], [(14, 10), (17, 13), (14, 7)], [False, False, False, True], 62, False, [False, False, False, False], 2521, 'North', (16, 12))
Element 20: (1, (16, 12), ['', '', '', 'G'], [(14, 11), (17, 12), (14, 6)], [False, False, False, False], 60, False, [False, False, False, False], 2530, 'North', (16, 13))
Element 21: (1, (16, 13), ['', 'G', '%', ''], [(13, 11), (16, 12), (14, 7)], [False, False, True, False], 58, False, [False, False, False, False], 2529, 'East', (17, 13))
Element 22: (1, (17, 13), ['', '', '%', ''], [(13, 10), (16, 11), (13, 7)], [False, False, True, False], 56, False, [False, False, False, False], 2538, 'East', (18, 13))
Element 23: (1, (18, 13), ['', '%', '%', '%'], [(13, 9), (16, 10), (13, 8)], [False, True, True, True], 54, False, [False, False, False, False], 2557, 'West', (17, 13))
Element 24: (1, (17, 13), ['', '', '%', ''], [(12, 9), (16, 9), (12, 8)], [False, False, True, False], 52, False, [False, False, False, False], 2576, 'South', (17, 12))
Element 25: (1, (17, 12), ['', '%', '', '%'], [(12, 10), (16, 8), (12, 7)], [False, True, False, True], 50, False, [False, False, False, False], 2595, 'North', (17, 13))
Element 26: (1, (17, 13), ['', '', '%', ''], [(11, 10), (17, 8), (12, 6)], [False, False, True, False], 48, False, [False, False, False, False], 2614, 'West', (16, 13))
Element 27: (1, (16, 13), ['', '', '%', ''], [(11, 9), (18, 8), (11, 6)], [False, False, True, False], 46, False, [False, False, False, False], 2633, 'West', (15, 13))
Element 28: (1, (15, 13), ['', '', '%', ''], [(10, 9), (18, 7), (11, 7)], [False, False, True, False], 44, False, [False, False, False, False], 2652, 'South', (15, 12))
Element 29: (1, (15, 12), ['', '', '', ''], [(10, 10), (18, 6), (11, 6)], [False, False, False, False], 42, False, [False, False, False, False], 2661, 'South', (15, 11))
Element 30: (1, (15, 11), ['', '', '', ''], [(9, 10), (17, 6), (10, 6)], [False, False, False, False], 40, False, [False, False, False, False], 2680, 'West', (14, 11))
Element 31: (1, (14, 11), ['', '', '', ''], [(9, 9), (17, 7), (10, 5)], [False, False, False, False], 38, False, [False, False, False, False], 2699, 'North', (14, 12))
Element 32: (1, (14, 12), ['', '', '', ''], [(8, 9), (16, 7), (9, 5)], [False, False, False, False], 36, False, [False, False, False, False], 3708, 'North', (14, 13))
