Element 1: (0, (11, 6), ['.', 'F', '.', '.'], [(4, 3), (7, 9), (15, 12)], [False, False, False, False], 98, False, [True, False, True, True], 0, 'South', (11, 5))
Element 2: (0, (11, 5), ['.', '.', '', '.'], [(5, 3), (8, 9), (16, 12)], [False, False, False, False], 96, False, [True, True, False, True], 2019, 'East', (12, 5))
Element 3: (0, (12, 5), ['', '.', '.', '.'], [(6, 3), (9, 9), (17, 12)], [False, False, False, False], 94, False, [False, True, True, True], 2058, 'East', (13, 5))
Element 4: (0, (13, 5), ['', '.', '%', '.'], [(7, 3), (10, 9), (17, 13)], [False, False, True, False], 92, False, [False, True, False, True], 2097, 'East', (14, 5))
Element 5: (0, (14, 5), ['', '.', '.', '.'], [(8, 3), (11, 9), (18, 13)], [False, False, False, False], 90, False, [False, True, True, True], 2136, 'East', (15, 5))
Element 6: (0, (15, 5), ['', '.', '.', '%'], [(9, 3), (12, 9), (17, 13)], [False, False, False, True], 88, False, [False, True, True, False], 2165, 'North', (15, 6))
Element 7: (0, (15, 6), ['.', '', '%', '.'], [(10, 3), (13, 9), (16, 13)], [False, False, True, False], 86, False, [True, False, False, True], 2204, 'East', (16, 6))
Element 8: (0, (16, 6), ['', '%', '.', '.'], [(11, 3), (14, 9), (15, 13)], [False, True, False, False], 84, False, [False, False, True, True], 2243, 'East', (17, 6))
Element 9: (0, (17, 6), ['', '%', '.', '.'], [(12, 3), (15, 9), (14, 13)], [False, True, False, False], 82, False, [False, False, True, True], 2282, 'East', (18, 6))
Element 10: (0, (18, 6), ['', '%', '.', '%'], [(13, 3), (16, 9), (14, 12)], [False, True, False, True], 80, False, [False, False, True, False], 3311, 'North', (18, 7))
Element 11: (0, (18, 7), ['.', '', '.', '%'], [(13, 4), (16, 10), (14, 11)], [False, False, False, True], 78, False, [True, False, True, False], 3350, 'North', (18, 8))
Element 12: (0, (18, 8), ['.', '', '%', '%'], [(14, 4), (16, 11), (15, 11)], [False, False, True, True], 76, False, [True, False, False, False], 3389, 'West', (17, 8))
Element 13: (0, (17, 8), ['.', '.', '%', ''], [(15, 4), (16, 12), (15, 10)], [False, False, True, False], 74, False, [True, True, False, False], 3418, 'South', (17, 7))
Element 14: (0, (17, 7), ['.', '', '', ''], [(15, 3), (17, 12), (14, 10)], [False, False, False, False], 72, False, [True, False, False, False], 3447, 'West', (16, 7))
