Element 1: (2, (4, 3), ['.', 'G', '.', '.'], [(8, 11), (4, 2), (11, 7)], [False, False, False, False], 98, False, [True, False, True, True], 19, 'East', (5, 3))
Element 2: (2, (5, 3), ['', 'G', '.', '.'], [(9, 11), (5, 2), (12, 7)], [False, False, False, False], 96, False, [False, False, True, True], 58, 'East', (6, 3))
Element 3: (2, (6, 3), ['', 'G', '.', '.'], [(10, 11), (6, 2), (13, 7)], [False, False, False, False], 94, False, [False, False, True, True], 97, 'East', (7, 3))
Element 4: (2, (7, 3), ['', 'G', '.', '.'], [(11, 11), (7, 2), (14, 7)], [False, False, False, False], 92, False, [False, False, True, True], 136, 'East', (8, 3))
Element 5: (2, (8, 3), ['', 'G', '.', '.'], [(12, 11), (8, 2), (14, 8)], [False, False, False, False], 90, False, [False, False, True, True], 175, 'East', (9, 3))
Element 6: (2, (9, 3), ['', '%', '.', '.'], [(13, 11), (8, 1), (15, 8)], [False, True, False, False], 88, False, [False, False, True, True], 214, 'East', (10, 3))
Element 7: (2, (10, 3), ['', '%', '%', '.'], [(14, 11), (9, 1), (16, 8)], [False, True, True, False], 86, False, [False, False, False, True], 253, 'East', (11, 3))
Element 8: (2, (11, 3), ['', '%', '.', '.'], [(15, 11), (10, 1), (16, 9)], [False, True, False, False], 84, False, [False, False, True, True], 1282, 'East', (12, 3))
Element 9: (2, (12, 3), ['', '%', '.', '.'], [(16, 11), (11, 1), (16, 10)], [False, True, False, False], 82, False, [False, False, True, True], 1321, 'East', (13, 3))
Element 10: (2, (13, 3), ['', '%', '.', '%'], [(16, 12), (12, 1), (15, 10)], [False, True, False, True], 80, False, [False, False, True, False], 1360, 'North', (13, 4))
Element 11: (2, (13, 4), ['.', '', '.', '.'], [(17, 12), (13, 1), (15, 9)], [False, False, False, False], 78, False, [True, False, True, True], 1399, 'East', (14, 4))
Element 12: (2, (14, 4), ['', '%', '.', '.'], [(17, 13), (14, 1), (14, 9)], [False, True, False, False], 76, False, [False, False, True, True], 1438, 'East', (15, 4))
Element 13: (2, (15, 4), ['', '.', '.', '%'], [(18, 13), (15, 1), (14, 10)], [False, False, False, True], 74, False, [False, True, True, False], 1477, 'North', (15, 5))
Element 14: (2, (15, 5), ['.', '', '.', '%'], [(17, 13), (16, 1), (13, 10)], [False, False, False, True], 72, False, [True, False, True, False], 1506, 'North', (15, 6))
Element 15: (2, (15, 6), ['.', '', '%', '.'], [(16, 13), (16, 2), (13, 9)], [False, False, True, False], 70, False, [True, False, False, True], 2535, 'East', (16, 6))
Element 16: (2, (16, 6), ['', '%', '.', '.'], [(15, 13), (16, 3), (13, 8)], [False, True, False, False], 68, False, [False, False, True, True], 2574, 'East', (17, 6))
Element 17: (2, (17, 6), ['', '%', '.', '.'], [(15, 12), (17, 3), (12, 8)], [False, True, False, False], 66, False, [False, False, True, True], 2613, 'East', (18, 6))
Element 18: (2, (18, 6), ['', '%', '.', '%'], [(14, 12), (18, 3), (12, 9)], [False, True, False, True], 64, False, [False, False, True, False], 2652, 'North', (18, 7))
Element 19: (2, (18, 7), ['.', '', '.', '%'], [(14, 13), (17, 3), (12, 10)], [False, False, False, True], 62, False, [True, False, True, False], 2681, 'North', (18, 8))
Element 20: (2, (18, 8), ['.', '', '%', '%'], [(13, 13), (16, 3), (11, 10)], [False, False, True, True], 60, False, [True, False, False, False], 2710, 'West', (17, 8))
Element 21: (2, (17, 8), ['', '.', '%', ''], [(13, 12), (15, 3), (11, 9)], [False, False, True, False], 58, False, [False, True, False, False], 2749, 'South', (17, 7))
Element 22: (2, (17, 7), ['.', '', '', ''], [(13, 13), (15, 4), (10, 9)], [False, False, False, False], 56, False, [True, False, False, False], 2768, 'West', (16, 7))
Element 23: (2, (16, 7), ['%', '', '', ''], [(12, 13), (15, 5), (10, 10)], [True, False, False, False], 54, False, [False, False, False, False], 2797, 'North', (16, 8))
Element 24: (2, (16, 8), ['', '', '', ''], [(11, 13), (14, 5), (9, 10)], [False, False, False, False], 52, False, [False, False, False, False], 2826, 'North', (16, 9))
Element 25: (2, (16, 9), ['', '', '', '%'], [(10, 13), (14, 6), (9, 9)], [False, False, False, True], 50, False, [False, False, False, False], 2855, 'North', (16, 10))
Element 26: (2, (16, 10), ['', '', '', '%'], [(10, 12), (15, 6), (8, 9)], [False, False, False, True], 48, False, [False, False, False, False], 3864, 'North', (16, 11))
Element 27: (2, (16, 11), ['', '', '', '%'], [(9, 12), (16, 6), (8, 10)], [False, False, False, True], 46, False, [False, False, False, False], 3883, 'North', (16, 12))
Element 28: (2, (16, 12), ['', '', '', ''], [(9, 13), (17, 6), (7, 10)], [False, False, False, False], 44, False, [False, False, False, False], 3902, 'East', (17, 12))
Element 29: (2, (17, 12), ['', '%', '', '%'], [(8, 13), (18, 6), (7, 9)], [False, True, False, True], 42, False, [False, False, False, False], 3921, 'North', (17, 13))
Element 30: (2, (17, 13), ['', '', '%', ''], [(8, 12), (18, 7), (7, 8)], [False, False, True, False], 40, False, [False, False, False, False], 3940, 'East', (18, 13))
Element 31: (2, (18, 13), ['', '%', '%', '%'], [(7, 12), (18, 8), (8, 8)], [False, True, True, True], 38, False, [False, False, False, False], 3959, 'West', (17, 13))
Element 32: (2, (17, 13), ['', '', '%', ''], [(7, 13), (17, 8), (7, 8)], [False, False, True, False], 36, False, [False, False, False, False], 3968, 'West', (16, 13))
Element 33: (2, (16, 13), ['', '', '%', ''], [(6, 13), (17, 7), (6, 8)], [False, False, True, False], 34, False, [False, False, False, False], 3987, 'West', (15, 13))
Element 34: (2, (15, 13), ['', '', '%', ''], [(6, 12), (16, 7), (6, 9)], [False, False, True, False], 32, False, [False, False, False, False], 4006, 'South', (15, 12))
Element 35: (2, (15, 12), ['', '', '', ''], [(6, 11), (16, 8), (6, 10)], [False, False, False, False], 30, False, [False, False, False, False], 4025, 'South', (15, 11))
Element 36: (2, (15, 11), ['', '', '', ''], [(5, 11), (16, 9), (5, 10)], [False, False, False, False], 28, False, [False, False, False, False], 4044, 'South', (15, 10))
Element 37: (2, (15, 10), ['', '', '', 'G'], [(5, 12), (16, 10), (5, 9)], [False, False, False, False], 26, False, [False, False, False, False], 4063, 'South', (15, 9))
Element 38: (2, (15, 9), ['', '', '', ''], [(5, 13), (16, 11), (5, 8)], [False, False, False, False], 24, False, [False, False, False, False], 4082, 'South', (15, 8))
Element 39: (2, (15, 8), ['', '%', '', ''], [(4, 13), (16, 12), (4, 8)], [False, True, False, False], 22, False, [False, False, False, False], 4101, 'West', (14, 8))
Element 40: (2, (14, 8), ['', '', '', ''], [(4, 12), (17, 12), (4, 9)], [False, False, False, False], 20, False, [False, False, False, False], 4120, 'North', (14, 9))
Element 41: (2, (14, 9), ['', '', '', ''], [(4, 11), (17, 13), (4, 10)], [False, False, False, False], 18, False, [False, False, False, False], 4139, 'North', (14, 10))
Element 42: (2, (14, 10), ['', '', '', ''], [(3, 11), (18, 13), (3, 10)], [False, False, False, False], 16, False, [False, False, False, False], 4158, 'North', (14, 11))
Element 43: (2, (14, 11), ['', '', '', ''], [(3, 12), (17, 13), (3, 9)], [False, False, False, False], 14, False, [False, False, False, False], 4177, 'North', (14, 12))
Element 44: (2, (14, 12), ['', '', '', ''], [(3, 13), (16, 13), (3, 10)], [False, False, False, False], 12, False, [False, False, False, False], 4186, 'North', (14, 13))
Element 45: (2, (14, 13), ['', '', '%', 'G'], [(2, 13), (15, 13), (2, 10)], [False, False, True, False], 10, False, [False, False, False, False], 4205, 'West', (13, 13))
Element 46: (2, (13, 13), ['', '', '%', ''], [(2, 12), (15, 12), (1, 10)], [False, False, True, False], 8, False, [False, False, False, False], 5214, 'South', (13, 12))
Element 47: (2, (13, 12), ['%', '', '', ''], [(1, 12), (15, 11), (2, 10)], [True, False, False, False], 6, False, [False, False, False, False], 5223, 'South', (13, 11))
Element 48: (2, (13, 11), ['', '', '', ''], [(1, 13), (15, 10), (3, 10)], [False, False, False, False], 4, False, [False, False, False, False], 5232, 'South', (13, 10))
Element 49: (2, (13, 10), ['', '', '', ''], [(1, 12), (15, 9), (4, 10)], [False, False, False, False], 2, False, [False, False, False, False], 5231, 'South', (13, 9))
Element 50: (2, (13, 9), ['', '', '', ''], [(1, 12), (15, 9), (4, 9)], [False, False, False, False], 0, False, [False, False, False, False], 5230, 'Stop', (13, 9))
Element 51: #0#
