Element 1: (3, (14, 9), ['.', 'G', '.', '.'], [(5, 2), (7, 6), (14, 8)], [False, False, False, False], 98, False, [True, False, True, True], 29, 'East', (15, 9))
Element 2: (3, (15, 9), ['', 'G', '.', 'F'], [(6, 2), (8, 6), (15, 8)], [False, False, False, False], 96, False, [False, False, True, False], 68, 'East', (16, 9))
Element 3: (3, (16, 9), ['', 'G', '.', '%'], [(7, 2), (9, 6), (16, 8)], [False, False, False, True], 94, False, [False, False, True, False], 1097, 'North', (16, 10))
Element 4: (3, (16, 10), ['.', '', '.', '%'], [(8, 2), (10, 6), (17, 8)], [False, False, False, True], 92, False, [True, False, True, False], 1136, 'North', (16, 11))
Element 5: (3, (16, 11), ['.', '', '.', '%'], [(8, 3), (11, 6), (18, 8)], [False, False, False, True], 90, False, [True, False, True, False], 1175, 'North', (16, 12))
Element 6: (3, (16, 12), ['.', '', '.', '.'], [(9, 3), (11, 5), (18, 7)], [False, False, False, False], 88, False, [True, False, True, True], 2204, 'East', (17, 12))
Element 7: (3, (17, 12), ['', '%', '.', '%'], [(10, 3), (12, 5), (18, 6)], [False, True, False, True], 86, False, [False, False, True, False], 2243, 'North', (17, 13))
Element 8: (3, (17, 13), ['.', '', '%', '.'], [(11, 3), (13, 5), (17, 6)], [False, False, True, False], 84, False, [True, False, False, True], 2282, 'East', (18, 13))
Element 9: (3, (18, 13), ['', '%', '%', '%'], [(12, 3), (14, 5), (17, 7)], [False, True, True, True], 82, False, [False, False, False, False], 2321, 'West', (17, 13))
Element 10: (3, (17, 13), ['.', '', '%', ''], [(13, 3), (15, 5), (16, 7)], [False, False, True, False], 80, False, [True, False, False, False], 2350, 'West', (16, 13))
Element 11: (3, (16, 13), ['.', '', '%', ''], [(13, 4), (15, 6), (16, 6)], [False, False, True, False], 78, False, [True, False, False, False], 2389, 'West', (15, 13))
Element 12: (3, (15, 13), ['.', '.', '%', ''], [(14, 4), (14, 6), (15, 6)], [False, False, True, False], 76, False, [True, True, False, False], 2418, 'South', (15, 12))
Element 13: (3, (15, 12), ['.', '.', '', ''], [(15, 4), (14, 7), (15, 5)], [False, False, False, False], 74, False, [True, True, False, False], 2447, 'South', (15, 11))
Element 14: (3, (15, 11), ['.', '.', '', ''], [(15, 3), (13, 7), (15, 4)], [False, False, False, False], 72, False, [True, True, False, False], 2476, 'South', (15, 10))
Element 15: (3, (15, 10), ['.', '', '', ''], [(16, 3), (12, 7), (15, 3)], [False, False, False, False], 70, False, [True, False, False, False], 2505, 'West', (14, 10))
Element 16: (3, (14, 10), ['.', '', '.', ''], [(16, 2), (12, 8), (16, 3)], [False, False, False, False], 68, False, [True, False, True, False], 3524, 'North', (14, 11))
Element 17: (3, (14, 11), ['.', '', '.', ''], [(16, 1), (12, 9), (17, 3)], [False, False, False, False], 66, False, [True, False, True, False], 3563, 'North', (14, 12))
Element 18: (3, (14, 12), ['.', '', '.', ''], [(17, 1), (13, 9), (18, 3)], [False, False, False, False], 64, False, [True, False, True, False], 3602, 'North', (14, 13))
Element 19: (3, (14, 13), ['.', '', '%', ''], [(16, 1), (13, 10), (17, 3)], [False, False, True, False], 62, False, [True, False, False, False], 3621, 'West', (13, 13))
Element 20: (3, (13, 13), ['.', '.', '%', ''], [(15, 1), (13, 11), (16, 3)], [False, False, True, False], 60, False, [True, True, False, False], 3650, 'South', (13, 12))
Element 21: (3, (13, 12), ['%', '', '', ''], [(14, 1), (12, 11), (16, 2)], [True, False, False, False], 58, False, [False, False, False, False], 3679, 'South', (13, 11))
