Element 1: (2, (10, 5), ['.', '%', '.', 'F'], [(15, 5), (5, 9), (11, 10)], [False, True, False, False], 98, False, [True, False, True, False], 19, 'East', (11, 5))
Element 2: (2, (11, 5), ['', '.', '.', '.'], [(15, 6), (6, 9), (12, 10)], [False, False, False, False], 96, False, [False, True, True, True], 1048, 'East', (12, 5))
Element 3: (2, (12, 5), ['', '.', '.', '.'], [(16, 6), (7, 9), (13, 10)], [False, False, False, False], 94, False, [False, True, True, True], 1087, 'East', (13, 5))
Element 4: (2, (13, 5), ['', '.', '%', '.'], [(17, 6), (8, 9), (14, 10)], [False, False, True, False], 92, False, [False, True, False, True], 2116, 'East', (14, 5))
Element 5: (2, (14, 5), ['', '.', '.', ''], [(18, 6), (9, 9), (15, 10)], [False, False, False, False], 90, False, [False, True, True, False], 2155, 'North', (14, 6))
Element 6: (2, (14, 6), ['%', '', '.', ''], [(18, 7), (10, 9), (16, 10)], [True, False, False, False], 88, False, [False, False, True, False], 2194, 'North', (14, 7))
Element 7: (2, (14, 7), ['.', '', '.', '%'], [(18, 8), (11, 9), (16, 9)], [False, False, False, True], 86, False, [True, False, True, False], 3223, 'North', (14, 8))
Element 8: (2, (14, 8), ['.', '', '.', '.'], [(17, 8), (12, 9), (16, 8)], [False, False, False, False], 84, False, [True, False, True, True], 3262, 'East', (15, 8))
Element 9: (2, (15, 8), ['', '%', '.', ''], [(17, 7), (13, 9), (16, 7)], [False, True, False, False], 82, False, [False, False, True, False], 3301, 'North', (15, 9))
Element 10: (2, (15, 9), ['G', '', '', ''], [(16, 7), (14, 9), (16, 6)], [False, False, False, False], 80, False, [False, False, False, False], 3320, 'East', (16, 9))
Element 11: (2, (16, 9), ['G', 'G', '', '%'], [(16, 8), (15, 9), (17, 6)], [False, False, False, True], 78, False, [False, False, False, False], 3319, 'North', (16, 10))
Element 12: (2, (16, 10), ['G', 'G', '.', '%'], [(16, 9), (15, 10), (18, 6)], [False, False, False, True], 76, False, [False, False, True, False], 3318, 'North', (16, 11))
Element 13: (2, (16, 11), ['G', 'G', '.', '%'], [(16, 10), (15, 11), (18, 7)], [False, False, False, True], 74, False, [False, False, True, False], 3337, 'North', (16, 12))
Element 14: (2, (16, 12), ['G', 'G', '.', '.'], [(16, 11), (15, 12), (18, 8)], [False, False, False, False], 72, False, [False, False, True, True], 3356, 'East', (17, 12))
Element 15: (2, (17, 12), ['G', '%', '.', '%'], [(16, 12), (15, 13), (17, 8)], [False, True, False, True], 70, False, [False, False, True, False], 3375, 'North', (17, 13))
Element 16: (2, (17, 13), ['G', '', '%', '.'], [(16, 13), (14, 13), (17, 7)], [False, False, True, False], 68, False, [False, False, False, True], 3404, 'East', (18, 13))
Element 17: (2, (18, 13), ['G', '%', '%', '%'], [(17, 13), (14, 12), (17, 8)], [False, True, True, True], 66, False, [False, False, False, False], 3423, 'Stop', (18, 13))
Element 18: (2, (18, 13), ['', '%', '%', '%'], [(17, 12), (14, 11), (18, 8)], [False, True, True, True], 64, False, [False, False, False, False], 3432, 'West', (17, 13))
Element 19: (2, (17, 13), ['', '', '%', ''], [(16, 12), (13, 11), (18, 7)], [False, False, True, False], 62, False, [False, False, False, False], 3441, 'West', (16, 13))
Element 20: (2, (16, 13), ['', '', '%', ''], [(15, 12), (13, 12), (17, 7)], [False, False, True, False], 60, False, [False, False, False, False], 3450, 'West', (15, 13))
Element 21: (2, (15, 13), ['', '', '%', ''], [(15, 11), (13, 13), (18, 7)], [False, False, True, False], 58, False, [False, False, False, False], 3459, 'South', (15, 12))
Element 22: (2, (15, 12), ['', '', '', ''], [(15, 10), (12, 13), (18, 6)], [False, False, False, False], 56, False, [False, False, False, False], 3468, 'South', (15, 11))
Element 23: (2, (15, 11), ['', '', '', ''], [(15, 9), (11, 13), (17, 6)], [False, False, False, False], 54, False, [False, False, False, False], 3477, 'South', (15, 10))
Element 24: (2, (15, 10), ['', '', '', ''], [(15, 8), (10, 13), (17, 7)], [False, False, False, False], 52, False, [False, False, False, False], 3486, 'West', (14, 10))
Element 25: (2, (14, 10), ['', '', '', ''], [(14, 8), (10, 12), (17, 6)], [False, False, False, False], 50, False, [False, False, False, False], 3495, 'North', (14, 11))
Element 26: (2, (14, 11), ['', '', '', ''], [(13, 8), (10, 11), (16, 6)], [False, False, False, False], 48, False, [False, False, False, False], 3514, 'North', (14, 12))
Element 27: (2, (14, 12), ['', '', '', ''], [(13, 7), (11, 11), (15, 6)], [False, False, False, False], 46, False, [False, False, False, False], 3533, 'North', (14, 13))
Element 28: (2, (14, 13), ['', '', '%', ''], [(12, 7), (12, 11), (15, 5)], [False, False, True, False], 44, False, [False, False, False, False], 3552, 'West', (13, 13))
Element 29: (2, (13, 13), ['', '', '%', ''], [(12, 8), (12, 10), (15, 4)], [False, False, True, False], 42, False, [False, False, False, False], 3561, 'South', (13, 12))
Element 30: (2, (13, 12), ['%', '', '', ''], [(12, 9), (13, 10), (15, 3)], [True, False, False, False], 40, False, [False, False, False, False], 3570, 'South', (13, 11))
Element 31: (2, (13, 11), ['', '', '', ''], [(13, 9), (14, 10), (16, 3)], [False, False, False, False], 38, False, [False, False, False, False], 3579, 'South', (13, 10))
Element 32: (2, (13, 10), ['', '', '', ''], [(14, 9), (14, 11), (16, 2)], [False, False, False, False], 36, False, [False, False, False, False], 4578, 'South', (13, 9))
Element 33: (2, (13, 9), ['', '', '', ''], [(14, 10), (14, 10), (16, 1)], [False, False, False, False], 34, False, [False, False, False, False], 4587, 'East', (14, 9))
Element 34: (2, (14, 9), ['', '', '', ''], [(14, 11), (13, 10), (17, 1)], [False, False, False, False], 32, False, [False, False, False, False], 4596, 'West', (13, 9))
Element 35: (2, (13, 9), ['', '', '', ''], [(14, 12), (12, 10), (16, 1)], [False, False, False, False], 30, False, [False, False, False, False], 4595, 'South', (13, 8))
Element 36: (2, (13, 8), ['', '', '', ''], [(14, 13), (12, 11), (15, 1)], [False, False, False, False], 28, False, [False, False, False, False], 4604, 'South', (13, 7))
Element 37: (2, (13, 7), ['', '%', '', ''], [(15, 13), (11, 11), (14, 1)], [False, True, False, False], 26, False, [False, False, False, False], 4613, 'West', (12, 7))
Element 38: (2, (12, 7), ['.', '.', '', ''], [(14, 13), (11, 10), (13, 1)], [False, False, False, False], 24, False, [True, True, False, False], 4622, 'South', (12, 6))
Element 39: (2, (12, 6), ['.', '', '', '%'], [(13, 13), (10, 10), (12, 1)], [False, False, False, True], 22, False, [True, False, False, False], 4651, 'West', (11, 6))
Element 40: (2, (11, 6), ['.', '', '.', ''], [(13, 12), (9, 10), (11, 1)], [False, False, False, False], 20, False, [True, False, True, False], 4680, 'North', (11, 7))
Element 41: (2, (11, 7), ['%', '', '%', ''], [(13, 11), (9, 11), (10, 1)], [True, False, True, False], 18, False, [False, False, False, False], 4709, 'South', (11, 6))
Element 42: (2, (11, 6), ['.', '', '', ''], [(13, 10), (9, 12), (9, 1)], [False, False, False, False], 16, False, [True, False, False, False], 4728, 'West', (10, 6))
Element 43: (2, (10, 6), ['.', '', '%', ''], [(12, 10), (9, 13), (8, 1)], [False, False, True, False], 14, False, [True, False, False, False], 4757, 'West', (9, 6))
Element 44: (2, (9, 6), ['.', '.', '%', ''], [(12, 11), (8, 13), (8, 2)], [False, False, True, False], 12, False, [True, True, False, False], 4786, 'South', (9, 5))
Element 45: (2, (9, 5), ['.', '.', '', ''], [(11, 11), (8, 12), (8, 3)], [False, False, False, False], 10, False, [True, True, False, False], 4815, 'South', (9, 4))
Element 46: (2, (9, 4), ['.', 'G', '', '%'], [(11, 10), (8, 11), (9, 3)], [False, False, False, True], 8, False, [True, False, False, False], 4844, 'West', (8, 4))
Element 47: (2, (8, 4), ['.', '', '.', ''], [(11, 9), (8, 10), (10, 3)], [False, False, False, False], 6, False, [True, False, True, False], 4873, 'North', (8, 5))
Element 48: (2, (8, 5), ['.', '', '.', ''], [(10, 9), (7, 10), (11, 3)], [False, False, False, False], 4, False, [True, False, True, False], 4902, 'North', (8, 6))
Element 49: (2, (8, 6), ['.', '', '%', ''], [(10, 10), (7, 11), (12, 3)], [False, False, True, False], 2, False, [True, False, False, False], 4931, 'West', (7, 6))
Element 50: (2, (7, 6), ['.', '.', '%', ''], [(10, 10), (7, 11), (13, 3)], [False, False, True, False], 0, False, [True, True, False, False], 4950, 'Stop', (7, 6))
Element 51: #0#
