Element 1: (2, (16, 13), ['.', '', '%', '.'], [(4, 13), (17, 12), (18, 13)], [False, False, True, False], 98, False, [True, False, False, True], 19, 'East', (17, 13))
Element 2: (2, (17, 13), ['', '', '%', 'G'], [(5, 13), (16, 12), (18, 13)], [False, False, True, False], 96, False, [False, False, False, False], 38, 'South', (17, 12))
Element 3: (2, (17, 12), ['', '%', 'G', '%'], [(6, 13), (16, 11), (17, 13)], [False, True, False, True], 94, False, [False, False, False, False], 57, 'West', (16, 12))
Element 4: (2, (16, 12), ['.', '', '', 'G'], [(7, 13), (16, 10), (17, 12)], [False, False, False, False], 92, False, [True, False, False, False], 76, 'West', (15, 12))
Element 5: (2, (15, 12), ['.', '.', '.', 'G'], [(8, 13), (16, 9), (16, 12)], [False, False, False, False], 90, False, [True, True, True, False], 1095, 'North', (15, 13))
Element 6: (2, (15, 13), ['.', '', '%', 'G'], [(9, 13), (16, 8), (16, 13)], [False, False, True, False], 88, False, [True, False, False, False], 1124, 'West', (14, 13))
Element 7: (2, (14, 13), ['.', '.', '%', 'G'], [(10, 13), (17, 8), (15, 13)], [False, False, True, False], 86, False, [True, True, False, False], 1153, 'South', (14, 12))
Element 8: (2, (14, 12), ['.', '.', '', 'G'], [(11, 13), (18, 8), (15, 12)], [False, False, False, False], 84, False, [True, True, False, False], 1182, 'South', (14, 11))
Element 9: (2, (14, 11), ['.', '.', '', 'G'], [(12, 13), (18, 7), (15, 11)], [False, False, False, False], 82, False, [True, True, False, False], 1221, 'South', (14, 10))
Element 10: (2, (14, 10), ['.', '.', '', 'G'], [(13, 13), (18, 6), (15, 10)], [False, False, False, False], 80, False, [True, True, False, False], 1260, 'South', (14, 9))
Element 11: (2, (14, 9), ['.', '.', '', 'G'], [(13, 12), (17, 6), (15, 9)], [False, False, False, False], 78, False, [True, True, False, False], 1299, 'South', (14, 8))
Element 12: (2, (14, 8), ['.', '.', '', 'G'], [(13, 11), (17, 7), (15, 8)], [False, False, False, False], 76, False, [True, True, False, False], 1338, 'South', (14, 7))
Element 13: (2, (14, 7), ['.', '.', '', '%'], [(13, 10), (16, 7), (16, 8)], [False, False, False, True], 74, False, [True, True, False, False], 1367, 'South', (14, 6))
Element 14: (2, (14, 6), ['%', '.', '', '.'], [(13, 9), (16, 6), (17, 8)], [True, False, False, False], 72, False, [False, True, False, True], 1396, 'East', (15, 6))
Element 15: (2, (15, 6), ['', '.', '%', ''], [(13, 8), (16, 7), (18, 8)], [False, False, True, False], 70, False, [False, True, False, False], 1415, 'South', (15, 5))
Element 16: (2, (15, 5), ['.', '.', '', '%'], [(13, 7), (17, 7), (18, 7)], [False, False, False, True], 68, False, [True, True, False, False], 1434, 'South', (15, 4))
Element 17: (2, (15, 4), ['.', '.', '', '%'], [(12, 7), (17, 6), (18, 6)], [False, False, False, True], 66, False, [True, True, False, False], 1453, 'South', (15, 3))
Element 18: (2, (15, 3), ['%', '%', '', '.'], [(12, 8), (16, 6), (18, 7)], [True, True, False, False], 64, False, [False, False, False, True], 1472, 'East', (16, 3))
Element 19: (2, (16, 3), ['', 'F', '%', '.'], [(12, 9), (17, 6), (18, 8)], [False, False, True, False], 62, False, [False, False, False, True], 1491, 'South', (16, 2))
Element 20: (2, (16, 2), ['%', '.', '', '%'], [(12, 10), (18, 6), (17, 8)], [True, False, False, True], 60, False, [False, True, False, False], 2500, 'South', (16, 1))
Element 21: (2, (16, 1), ['.', '%', '', '.'], [(12, 11), (18, 7), (17, 7)], [False, True, False, False], 58, False, [True, False, False, True], 2519, 'East', (17, 1))
