Element 1: (2, (16, 13), ['.', '', '%', '.'], [(4, 13), (17, 12), (18, 13)], [False, False, True, False], 98, False, [True, False, False, True], 19, 'East', (17, 13))
Element 22: (2, (17, 1), ['', '%', '%', '%'], [(11, 11), (17, 7), (17, 6)], [False, True, True, True], 56, False, [False, False, False, False], 2538, 'West', (16, 1))
Element 23: (2, (16, 1), ['.', '%', '', ''], [(11, 10), (18, 7), (16, 6)], [False, True, False, False], 54, False, [True, False, False, False], 2547, 'West', (15, 1))
Element 24: (2, (15, 1), ['.', '%', '%', ''], [(11, 9), (18, 8), (16, 7)], [False, True, True, False], 52, False, [True, False, False, False], 2566, 'West', (14, 1))
Element 25: (2, (14, 1), ['.', '%', '%', ''], [(10, 9), (17, 8), (16, 6)], [False, True, True, False], 50, False, [True, False, False, False], 2585, 'West', (13, 1))
Element 26: (2, (13, 1), ['.', '%', '%', ''], [(10, 10), (17, 7), (15, 6)], [False, True, True, False], 48, False, [True, False, False, False], 2604, 'West', (12, 1))
Element 27: (2, (12, 1), ['.', '%', '%', ''], [(10, 11), (17, 8), (15, 5)], [False, True, True, False], 46, False, [True, False, False, False], 2623, 'West', (11, 1))
Element 28: (2, (11, 1), ['.', '%', '%', ''], [(10, 12), (16, 8), (14, 5)], [False, True, True, False], 44, False, [True, False, False, False], 2652, 'West', (10, 1))
Element 29: (2, (10, 1), ['.', '%', '%', ''], [(9, 12), (16, 7), (14, 4)], [False, True, True, False], 42, False, [True, False, False, False], 2681, 'West', (9, 1))
Element 30: (2, (9, 1), ['.', '%', '%', ''], [(9, 11), (16, 8), (13, 4)], [False, True, True, False], 40, False, [True, False, False, False], 2710, 'West', (8, 1))
Element 31: (2, (8, 1), ['.', '%', '.', ''], [(9, 10), (15, 8), (13, 5)], [False, True, False, False], 38, False, [True, False, True, False], 2739, 'North', (8, 2))
Element 32: (2, (8, 2), ['.', '', '.', '%'], [(9, 9), (15, 9), (12, 5)], [False, False, False, True], 36, False, [True, False, True, False], 2768, 'North', (8, 3))
Element 33: (2, (8, 3), ['.', '', '.', '.'], [(8, 9), (15, 10), (11, 5)], [False, False, False, False], 34, False, [True, False, True, True], 4777, 'East', (9, 3))
Element 34: (2, (9, 3), ['', '%', '.', '.'], [(8, 10), (15, 11), (11, 6)], [False, True, False, False], 32, False, [False, False, True, True], 4806, 'East', (10, 3))
Element 35: (2, (10, 3), ['', '%', '%', '.'], [(8, 11), (15, 12), (12, 6)], [False, True, True, False], 30, False, [False, False, False, True], 4835, 'East', (11, 3))
Element 36: (2, (11, 3), ['', '%', '.', '.'], [(8, 12), (15, 13), (12, 7)], [False, True, False, False], 28, False, [False, False, True, True], 4854, 'East', (12, 3))
Element 37: (2, (12, 3), ['', '%', '.', '.'], [(7, 12), (16, 13), (11, 7)], [False, True, False, False], 26, False, [False, False, True, True], 4883, 'East', (13, 3))
Element 38: (2, (13, 3), ['', '%', '', '%'], [(7, 11), (17, 13), (12, 7)], [False, True, False, True], 24, False, [False, False, False, False], 4902, 'North', (13, 4))
Element 39: (2, (13, 4), ['.', '', '', ''], [(7, 10), (18, 13), (13, 7)], [False, False, False, False], 22, False, [True, False, False, False], 4911, 'West', (12, 4))
Element 40: (2, (12, 4), ['.', '', '', ''], [(7, 9), (17, 13), (14, 7)], [False, False, False, False], 20, False, [True, False, False, False], 4930, 'West', (11, 4))
Element 41: (2, (11, 4), ['%', '', '', ''], [(7, 8), (16, 13), (14, 8)], [True, False, False, False], 18, False, [False, False, False, False], 4949, 'North', (11, 5))
Element 42: (2, (11, 5), ['.', '', '', ''], [(8, 8), (15, 13), (14, 9)], [False, False, False, False], 16, False, [True, False, False, False], 4958, 'West', (10, 5))
Element 43: (2, (10, 5), ['.', '%', '.', ''], [(7, 8), (14, 13), (14, 10)], [False, True, False, False], 14, False, [True, False, True, False], 4967, 'North', (10, 6))
Element 44: (2, (10, 6), ['.', '', '%', ''], [(6, 8), (14, 12), (14, 11)], [False, False, True, False], 12, False, [True, False, False, False], 4986, 'West', (9, 6))
Element 45: (2, (9, 6), ['.', '.', '%', ''], [(6, 9), (14, 11), (13, 11)], [False, False, True, False], 10, False, [True, True, False, False], 5005, 'South', (9, 5))
Element 46: (2, (9, 5), ['.', '.', '', ''], [(6, 10), (14, 10), (13, 12)], [False, False, False, False], 8, False, [True, True, False, False], 5024, 'South', (9, 4))
Element 47: (2, (9, 4), ['.', '', '', '%'], [(6, 11), (14, 9), (14, 12)], [False, False, False, True], 6, False, [True, False, False, False], 5043, 'West', (8, 4))
Element 48: (2, (8, 4), ['.', '', '.', ''], [(6, 12), (14, 8), (14, 13)], [False, False, False, False], 4, False, [True, False, True, False], 5062, 'North', (8, 5))
Element 49: (2, (8, 5), ['.', '', '.', ''], [(5, 12), (14, 7), (13, 13)], [False, False, False, False], 2, False, [True, False, True, False], 5081, 'North', (8, 6))
Element 50: (2, (8, 6), ['.', '', '%', ''], [(5, 12), (14, 7), (12, 13)], [False, False, True, False], 0, False, [True, False, False, False], 5090, 'Stop', (8, 6))
Element 51: #0#
