Element 1: (2, (8, 12), ['.', 'G', '.', '.'], [(7, 3), (8, 11), (12, 3)], [False, False, False, False], 98, False, [True, False, True, True], 19, 'East', (9, 12))
Element 2: (2, (9, 12), ['', 'G', '.', '.'], [(8, 3), (9, 11), (13, 3)], [False, False, False, False], 96, False, [False, False, True, True], 58, 'East', (10, 12))
Element 3: (2, (10, 12), ['', 'G', '.', '%'], [(9, 3), (10, 11), (13, 4)], [False, False, False, True], 94, False, [False, False, True, False], 97, 'North', (10, 13))
Element 4: (2, (10, 13), ['.', '', '%', '.'], [(10, 3), (11, 11), (14, 4)], [False, False, True, False], 92, False, [True, False, False, True], 136, 'East', (11, 13))
Element 5: (2, (11, 13), ['', '%', '%', '.'], [(11, 3), (12, 11), (15, 4)], [False, True, True, False], 90, False, [False, False, False, True], 175, 'East', (12, 13))
Element 6: (2, (12, 13), ['', '%', '%', '.'], [(11, 4), (13, 11), (15, 5)], [False, True, True, False], 88, False, [False, False, False, True], 214, 'East', (13, 13))
Element 7: (2, (13, 13), ['', '.', '%', '.'], [(11, 5), (14, 11), (15, 6)], [False, False, True, False], 86, False, [False, True, False, True], 1243, 'East', (14, 13))
Element 8: (2, (14, 13), ['', '.', '%', '.'], [(12, 5), (15, 11), (16, 6)], [False, False, True, False], 84, False, [False, True, False, True], 1282, 'East', (15, 13))
Element 9: (2, (15, 13), ['', '.', '%', '.'], [(13, 5), (16, 11), (17, 6)], [False, False, True, False], 82, False, [False, True, False, True], 1321, 'East', (16, 13))
Element 10: (2, (16, 13), ['', 'G', '%', '.'], [(14, 5), (16, 12), (18, 6)], [False, False, True, False], 80, False, [False, False, False, True], 1360, 'East', (17, 13))
Element 11: (2, (17, 13), ['', 'G', '%', '.'], [(14, 6), (17, 12), (18, 7)], [False, False, True, False], 78, False, [False, False, False, True], 1399, 'East', (18, 13))
Element 12: (2, (18, 13), ['G', '%', '%', '%'], [(14, 7), (17, 13), (18, 8)], [False, True, True, True], 76, False, [False, False, False, False], 1428, 'Stop', (18, 13))
Element 13: (2, (18, 13), ['', '%', '%', '%'], [(14, 8), (16, 13), (17, 8)], [False, True, True, True], 74, False, [False, False, False, False], 1447, 'West', (17, 13))
Element 14: (2, (17, 13), ['', '', '%', ''], [(15, 8), (15, 13), (17, 7)], [False, False, True, False], 72, False, [False, False, False, False], 1466, 'West', (16, 13))
Element 15: (2, (16, 13), ['', '', '%', ''], [(16, 8), (15, 12), (16, 7)], [False, False, True, False], 70, False, [False, False, False, False], 1495, 'West', (15, 13))
Element 16: (2, (15, 13), ['', '', '%', ''], [(16, 9), (14, 12), (17, 7)], [False, False, True, False], 68, False, [False, False, False, False], 2504, 'Stop', (15, 13))
Element 17: (2, (15, 13), ['', '', '%', ''], [(16, 10), (13, 12), (17, 8)], [False, False, True, False], 66, False, [False, False, False, False], 2523, 'West', (14, 13))
Element 18: (2, (14, 13), ['G', '', '%', ''], [(15, 10), (13, 13), (16, 8)], [False, False, True, False], 64, False, [False, False, False, False], 2532, 'South', (14, 12))
