Element 1: (2, (16, 8), ['.', '.', 'F', '.'], [(11, 1), (14, 12), (18, 7)], [False, False, False, False], 98, False, [True, True, False, True], 19, 'North', (16, 9))
Element 2: (2, (16, 9), ['.', '', '.', '%'], [(12, 1), (15, 12), (18, 8)], [False, False, False, True], 96, False, [True, False, True, False], 1048, 'North', (16, 10))
Element 3: (2, (16, 10), ['.', '', '.', '%'], [(13, 1), (16, 12), (17, 8)], [False, False, False, True], 94, False, [True, False, True, False], 1087, 'North', (16, 11))
Element 4: (2, (16, 11), ['.', '', '', '%'], [(14, 1), (17, 12), (17, 7)], [False, False, False, True], 92, False, [True, False, False, False], 1126, 'West', (15, 11))
Element 5: (2, (15, 11), ['.', '.', '', ''], [(15, 1), (17, 13), (17, 6)], [False, False, False, False], 90, False, [True, True, False, False], 1165, 'South', (15, 10))
Element 6: (2, (15, 10), ['.', '.', '', ''], [(16, 1), (18, 13), (18, 6)], [False, False, False, False], 88, False, [True, True, False, False], 1204, 'South', (15, 9))
Element 7: (2, (15, 9), ['.', '.', '', ''], [(16, 2), (17, 13), (17, 6)], [False, False, False, False], 86, False, [True, True, False, False], 2213, 'South', (15, 8))
Element 8: (2, (15, 8), ['.', '%', '', ''], [(16, 3), (16, 13), (16, 6)], [False, True, False, False], 84, False, [True, False, False, False], 2252, 'West', (14, 8))
Element 9: (2, (14, 8), ['.', '.', '.', ''], [(17, 3), (15, 13), (16, 7)], [False, False, False, False], 82, False, [True, True, True, False], 2291, 'North', (14, 9))
Element 10: (2, (14, 9), ['.', '', '.', ''], [(18, 3), (14, 13), (16, 8)], [False, False, False, False], 80, False, [True, False, True, False], 2320, 'North', (14, 10))
Element 11: (2, (14, 10), ['.', '', '.', ''], [(17, 3), (13, 13), (16, 9)], [False, False, False, False], 78, False, [True, False, True, False], 2339, 'North', (14, 11))
Element 12: (2, (14, 11), ['.', '', '', ''], [(16, 3), (12, 13), (16, 10)], [False, False, False, False], 76, False, [True, False, False, False], 2358, 'West', (13, 11))
Element 13: (2, (13, 11), ['.', '.', '', ''], [(15, 3), (11, 13), (16, 11)], [False, False, False, False], 74, False, [True, True, False, False], 2387, 'South', (13, 10))
Element 14: (2, (13, 10), ['.', '.', '', ''], [(15, 4), (10, 13), (16, 12)], [False, False, False, False], 72, False, [True, True, False, False], 2416, 'South', (13, 9))
Element 15: (2, (13, 9), ['.', '.', '', ''], [(15, 5), (10, 12), (17, 12)], [False, False, False, False], 70, False, [True, True, False, False], 2445, 'South', (13, 8))
Element 16: (2, (13, 8), ['.', '.', '', ''], [(15, 6), (10, 11), (17, 13)], [False, False, False, False], 68, False, [True, True, False, False], 2474, 'South', (13, 7))
Element 17: (2, (13, 7), ['.', '%', '', '.'], [(14, 6), (11, 11), (18, 13)], [False, True, False, False], 66, False, [True, False, False, True], 2503, 'East', (14, 7))
Element 18: (2, (14, 7), ['', '', '', '%'], [(14, 5), (12, 11), (17, 13)], [False, False, False, True], 64, False, [False, False, False, False], 2532, 'South', (14, 6))
Element 19: (2, (14, 6), ['%', '', '', ''], [(14, 4), (12, 10), (16, 13)], [True, False, False, False], 62, False, [False, False, False, False], 2551, 'East', (15, 6))
