Element 1: (1, (8, 8), ['.', '%', 'F', '%'], [(5, 11), (9, 12), (16, 10)], [False, True, False, True], 98, False, [True, False, False, False], 9, 'North', (8, 9))
Element 2: (1, (8, 9), ['.', '', '.', '.'], [(6, 11), (10, 12), (16, 9)], [False, False, False, False], 96, False, [True, False, True, True], 2028, 'East', (9, 9))
Element 3: (1, (9, 9), ['', '%', '.', '.'], [(7, 11), (10, 13), (16, 8)], [False, True, False, False], 94, False, [False, False, True, True], 2067, 'East', (10, 9))
Element 4: (1, (10, 9), ['', '%', '.', '.'], [(8, 11), (11, 13), (17, 8)], [False, True, False, False], 92, False, [False, False, True, True], 2106, 'East', (11, 9))
Element 5: (1, (11, 9), ['', '%', '.', '.'], [(9, 11), (12, 13), (18, 8)], [False, True, False, False], 90, False, [False, False, True, True], 2145, 'East', (12, 9))
Element 6: (1, (12, 9), ['', '.', '.', '.'], [(10, 11), (13, 13), (18, 7)], [False, False, False, False], 88, False, [False, True, True, True], 2184, 'East', (13, 9))
Element 7: (1, (13, 9), ['', '.', '.', '.'], [(11, 11), (14, 13), (18, 6)], [False, False, False, False], 86, False, [False, True, True, True], 2223, 'East', (14, 9))
Element 8: (1, (14, 9), ['', '.', '.', '.'], [(12, 11), (15, 13), (17, 6)], [False, False, False, False], 84, False, [False, True, True, True], 2262, 'East', (15, 9))
Element 9: (1, (15, 9), ['', '.', '.', ''], [(13, 11), (16, 13), (17, 7)], [False, False, False, False], 82, False, [False, True, True, False], 2301, 'North', (15, 10))
Element 10: (1, (15, 10), ['.', '', '.', ''], [(14, 11), (17, 13), (16, 7)], [False, False, False, False], 80, False, [True, False, True, False], 2340, 'North', (15, 11))
Element 11: (1, (15, 11), ['', '', '.', '.'], [(14, 12), (18, 13), (16, 6)], [False, False, False, False], 78, False, [False, False, True, True], 2379, 'East', (16, 11))
Element 12: (1, (16, 11), ['', '', '.', '%'], [(15, 12), (17, 13), (15, 6)], [False, False, False, True], 76, False, [False, False, True, False], 2408, 'North', (16, 12))
Element 13: (1, (16, 12), ['', '', '', 'G'], [(15, 13), (17, 12), (15, 5)], [False, False, False, False], 74, False, [False, False, False, False], 2437, 'North', (16, 13))
Element 14: (1, (16, 13), ['', 'G', '%', ''], [(14, 13), (16, 12), (15, 4)], [False, False, True, False], 72, False, [False, False, False, False], 2446, 'East', (17, 13))
Element 15: (1, (17, 13), ['', '', '%', ''], [(13, 13), (16, 11), (15, 3)], [False, False, True, False], 70, False, [False, False, False, False], 2455, 'East', (18, 13))
