Element 1: (2, (6, 9), ['G', '.', '.', '.'], [(17, 7), (5, 9), (12, 1)], [False, False, False, False], 98, False, [False, True, True, True], 19, 'East', (7, 9))
Element 14: (2, (15, 13), ['G', '', '%', 'G'], [(16, 13), (14, 13), (15, 5)], [False, False, True, False], 72, False, [False, False, False, False], 3466, 'South', (15, 12))
Element 15: (2, (15, 12), ['', '', 'G', ''], [(15, 13), (13, 13), (15, 6)], [False, False, False, False], 70, False, [False, False, False, False], 3485, 'East', (16, 12))
Element 16: (2, (16, 12), ['G', '', '', ''], [(15, 12), (13, 12), (16, 6)], [False, False, False, False], 68, False, [False, False, False, False], 3504, 'East', (17, 12))
Element 17: (2, (17, 12), ['', '%', '', '%'], [(15, 11), (13, 11), (17, 6)], [False, True, False, True], 66, False, [False, False, False, False], 3523, 'North', (17, 13))
Element 18: (2, (17, 13), ['', '', '%', ''], [(15, 10), (12, 11), (18, 6)], [False, False, True, False], 64, False, [False, False, False, False], 3542, 'East', (18, 13))
Element 19: (2, (18, 13), ['', '%', '%', '%'], [(15, 9), (11, 11), (18, 7)], [False, True, True, True], 62, False, [False, False, False, False], 3551, 'West', (17, 13))
Element 20: (2, (17, 13), ['', '', '%', ''], [(15, 8), (10, 11), (18, 8)], [False, False, True, False], 60, False, [False, False, False, False], 3570, 'West', (16, 13))
Element 21: (2, (16, 13), ['', '', '%', ''], [(14, 8), (10, 12), (17, 8)], [False, False, True, False], 58, False, [False, False, False, False], 3589, 'East', (17, 13))
Element 22: (2, (17, 13), ['', '', '%', ''], [(14, 7), (10, 13), (17, 7)], [False, False, True, False], 56, False, [False, False, False, False], 3608, 'South', (17, 12))
Element 23: (2, (17, 12), ['', '%', '', '%'], [(14, 6), (11, 13), (16, 7)], [False, True, False, True], 54, False, [False, False, False, False], 3627, 'West', (16, 12))
Element 24: (2, (16, 12), ['', '', '', ''], [(14, 5), (12, 13), (16, 8)], [False, False, False, False], 52, False, [False, False, False, False], 3646, 'North', (16, 13))
Element 25: (2, (16, 13), ['', '', '%', ''], [(14, 4), (11, 13), (16, 9)], [False, False, True, False], 50, False, [False, False, False, False], 3655, 'South', (16, 12))
Element 26: (2, (16, 12), ['', '', '', ''], [(13, 4), (10, 13), (16, 10)], [False, False, False, False], 48, False, [False, False, False, False], 3664, 'South', (16, 11))
Element 27: (2, (16, 11), ['', '', '', '%'], [(13, 5), (9, 13), (15, 10)], [False, False, False, True], 46, False, [False, False, False, False], 3683, 'South', (16, 10))
Element 28: (2, (16, 10), ['', '', '', '%'], [(12, 5), (9, 12), (15, 11)], [False, False, False, True], 44, False, [False, False, False, False], 3702, 'South', (16, 9))
Element 29: (2, (16, 9), ['', '', '', '%'], [(11, 5), (9, 11), (16, 11)], [False, False, False, True], 42, False, [False, False, False, False], 4711, 'South', (16, 8))
Element 30: (2, (16, 8), ['', '', '', ''], [(11, 6), (8, 11), (16, 12)], [False, False, False, False], 40, False, [False, False, False, False], 4730, 'East', (17, 8))
Element 31: (2, (17, 8), ['', '', '%', ''], [(12, 6), (8, 12), (17, 12)], [False, False, True, False], 38, False, [False, False, False, False], 4749, 'East', (18, 8))
Element 32: (2, (18, 8), ['', '', '%', '%'], [(12, 7), (8, 13), (17, 13)], [False, False, True, True], 36, False, [False, False, False, False], 4768, 'South', (18, 7))
Element 33: (2, (18, 7), ['', '', '', '%'], [(13, 7), (7, 13), (18, 13)], [False, False, False, True], 34, False, [False, False, False, False], 4787, 'South', (18, 6))
Element 34: (2, (18, 6), ['', '%', '', '%'], [(13, 8), (7, 12), (17, 13)], [False, True, False, True], 32, False, [False, False, False, False], 4806, 'West', (17, 6))
Element 35: (2, (17, 6), ['', '%', '', ''], [(12, 8), (7, 11), (16, 13)], [False, True, False, False], 30, False, [False, False, False, False], 4825, 'North', (17, 7))
Element 36: (2, (17, 7), ['', '', '', ''], [(12, 9), (6, 11), (15, 13)], [False, False, False, False], 28, False, [False, False, False, False], 4834, 'West', (16, 7))
Element 37: (2, (16, 7), ['%', '', '', ''], [(13, 9), (6, 12), (15, 12)], [True, False, False, False], 26, False, [False, False, False, False], 4843, 'South', (16, 6))
Element 38: (2, (16, 6), ['', '%', '', ''], [(14, 9), (6, 13), (14, 12)], [False, True, False, False], 24, False, [False, False, False, False], 4852, 'West', (15, 6))
Element 39: (2, (15, 6), ['', '', '%', ''], [(14, 10), (5, 13), (14, 13)], [False, False, True, False], 22, False, [False, False, False, False], 4861, 'South', (15, 5))
Element 40: (2, (15, 5), ['', '', '', '%'], [(14, 11), (5, 12), (13, 13)], [False, False, False, True], 20, False, [False, False, False, False], 4870, 'South', (15, 4))
Element 41: (2, (15, 4), ['', '', '', '%'], [(14, 12), (5, 11), (13, 12)], [False, False, False, True], 18, False, [False, False, False, False], 4879, 'South', (15, 3))
Element 42: (2, (15, 3), ['%', '%', '', ''], [(14, 13), (4, 11), (13, 11)], [True, True, False, False], 16, False, [False, False, False, False], 4888, 'East', (16, 3))
Element 43: (2, (16, 3), ['', '', '%', ''], [(13, 13), (4, 12), (14, 11)], [False, False, True, False], 14, False, [False, False, False, False], 4897, 'East', (17, 3))
Element 44: (2, (17, 3), ['', '%', '%', ''], [(13, 12), (4, 13), (14, 10)], [False, True, True, False], 12, False, [False, False, False, False], 4906, 'East', (18, 3))
Element 45: (2, (18, 3), ['', '%', '%', '%'], [(13, 11), (3, 13), (14, 9)], [False, True, True, True], 10, False, [False, False, False, False], 4915, 'West', (17, 3))
Element 46: (2, (17, 3), ['', '%', '%', ''], [(13, 10), (3, 12), (15, 9)], [False, True, True, False], 8, False, [False, False, False, False], 4924, 'West', (16, 3))
Element 47: (2, (16, 3), ['', '', '%', ''], [(12, 10), (3, 11), (15, 8)], [False, False, True, False], 6, False, [False, False, False, False], 4933, 'South', (16, 2))
Element 48: (2, (16, 2), ['%', '', '', '%'], [(12, 11), (3, 10), (14, 8)], [True, False, False, True], 4, False, [False, False, False, False], 4942, 'South', (16, 1))
Element 49: (2, (16, 1), ['', '%', '', '.'], [(11, 11), (4, 10), (14, 7)], [False, True, False, False], 2, False, [False, False, False, True], 4951, 'East', (17, 1))
Element 50: (2, (17, 1), ['', '%', '%', '%'], [(11, 11), (4, 10), (14, 6)], [False, True, True, True], 0, False, [False, False, False, False], 4960, 'Stop', (17, 1))
Element 51: #0#
