Element 1: (2, (6, 9), ['G', '.', '.', '.'], [(17, 7), (5, 9), (12, 1)], [False, False, False, False], 98, False, [False, True, True, True], 19, 'East', (7, 9))
Element 2: (2, (7, 9), ['', '.', '.', 'F'], [(18, 7), (5, 10), (13, 1)], [False, False, False, False], 96, False, [False, True, True, False], 58, 'East', (8, 9))
Element 3: (2, (8, 9), ['', '.', '.', '.'], [(18, 8), (6, 10), (14, 1)], [False, False, False, False], 94, False, [False, True, True, True], 1087, 'East', (9, 9))
Element 4: (2, (9, 9), ['', '%', '.', '.'], [(17, 8), (7, 10), (15, 1)], [False, True, False, False], 92, False, [False, False, True, True], 1126, 'East', (10, 9))
Element 5: (2, (10, 9), ['', '%', '.', '.'], [(16, 8), (8, 10), (16, 1)], [False, True, False, False], 90, False, [False, False, True, True], 1165, 'East', (11, 9))
Element 6: (2, (11, 9), ['', '%', '.', '.'], [(16, 9), (9, 10), (16, 2)], [False, True, False, False], 88, False, [False, False, True, True], 3184, 'East', (12, 9))
Element 7: (2, (12, 9), ['', '.', '.', '.'], [(16, 10), (10, 10), (16, 3)], [False, False, False, False], 86, False, [False, True, True, True], 3223, 'East', (13, 9))
Element 8: (2, (13, 9), ['', '.', '.', '.'], [(16, 11), (11, 10), (17, 3)], [False, False, False, False], 84, False, [False, True, True, True], 3262, 'East', (14, 9))
Element 9: (2, (14, 9), ['', '.', '.', '.'], [(16, 12), (12, 10), (18, 3)], [False, False, False, False], 82, False, [False, True, True, True], 3301, 'East', (15, 9))
Element 10: (2, (15, 9), ['', '.', '.', ''], [(17, 12), (13, 10), (17, 3)], [False, False, False, False], 80, False, [False, True, True, False], 3330, 'North', (15, 10))
Element 11: (2, (15, 10), ['G', '', '.', ''], [(17, 13), (14, 10), (16, 3)], [False, False, False, False], 78, False, [False, False, True, False], 3359, 'North', (15, 11))
Element 12: (2, (15, 11), ['G', '', '.', ''], [(18, 13), (14, 11), (15, 3)], [False, False, False, False], 76, False, [False, False, True, False], 3398, 'North', (15, 12))
Element 13: (2, (15, 12), ['G', '', '.', ''], [(17, 13), (14, 12), (15, 4)], [False, False, False, False], 74, False, [False, False, True, False], 3427, 'North', (15, 13))
