Element 1: (3, (13, 11), ['.', '', '.', '.'], [(14, 10), (2, 7), (8, 9)], [False, False, False, False], 98, False, [True, False, True, True], 1019, 'East', (14, 11))
Element 2: (3, (14, 11), ['', '', '.', '.'], [(15, 10), (1, 7), (8, 10)], [False, False, False, False], 96, False, [False, False, True, True], 1058, 'East', (15, 11))
Element 3: (3, (15, 11), ['', '', '.', '.'], [(16, 10), (1, 6), (9, 10)], [False, False, False, False], 94, False, [False, False, True, True], 1097, 'East', (16, 11))
Element 4: (3, (16, 11), ['', '', '.', '%'], [(16, 9), (1, 5), (10, 10)], [False, False, False, True], 92, False, [False, False, True, False], 2126, 'North', (16, 12))
Element 5: (3, (16, 12), ['.', '', '.', '.'], [(16, 8), (2, 5), (11, 10)], [False, False, False, False], 90, False, [True, False, True, True], 2165, 'East', (17, 12))
Element 6: (3, (17, 12), ['', '%', '.', '%'], [(17, 8), (3, 5), (12, 10)], [False, True, False, True], 88, False, [False, False, True, False], 2204, 'North', (17, 13))
Element 7: (3, (17, 13), ['.', '', '%', '.'], [(18, 8), (4, 5), (12, 11)], [False, False, True, False], 86, False, [True, False, False, True], 2243, 'East', (18, 13))
Element 8: (3, (18, 13), ['', '%', '%', '%'], [(18, 7), (5, 5), (11, 11)], [False, True, True, True], 84, False, [False, False, False, False], 2282, 'West', (17, 13))
Element 9: (3, (17, 13), ['.', '', '%', ''], [(18, 6), (6, 5), (10, 11)], [False, False, True, False], 82, False, [True, False, False, False], 2311, 'West', (16, 13))
Element 10: (3, (16, 13), ['.', '', '%', ''], [(17, 6), (7, 5), (10, 12)], [False, False, True, False], 80, False, [True, False, False, False], 2350, 'West', (15, 13))
Element 11: (3, (15, 13), ['.', '.', '%', ''], [(17, 7), (8, 5), (10, 13)], [False, False, True, False], 78, False, [True, True, False, False], 2389, 'South', (15, 12))
Element 12: (3, (15, 12), ['.', '', '', ''], [(16, 7), (9, 5), (11, 13)], [False, False, False, False], 76, False, [True, False, False, False], 2428, 'West', (14, 12))
Element 13: (3, (14, 12), ['.', '', '.', ''], [(16, 6), (10, 5), (12, 13)], [False, False, False, False], 74, False, [True, False, True, False], 2467, 'North', (14, 13))
Element 14: (3, (14, 13), ['G', '', '%', ''], [(15, 6), (11, 5), (13, 13)], [False, False, True, False], 72, False, [False, False, False, False], 3496, 'South', (14, 12))
Element 15: (3, (14, 12), ['G', '', '', ''], [(15, 5), (12, 5), (13, 12)], [False, False, False, False], 70, False, [False, False, False, False], 3525, 'South', (14, 11))
Element 16: (3, (14, 11), ['', '', 'G', ''], [(15, 4), (13, 5), (14, 12)], [False, False, False, False], 68, False, [False, False, False, False], 3544, 'West', (13, 11))
Element 17: (3, (13, 11), ['', '', '', ''], [(15, 3), (14, 5), (15, 12)], [False, False, False, False], 66, False, [False, False, False, False], 3563, 'West', (12, 11))
Element 18: (3, (12, 11), ['', '', '%', ''], [(16, 3), (14, 6), (16, 12)], [False, False, True, False], 64, False, [False, False, False, False], 3582, 'South', (12, 10))
Element 19: (3, (12, 10), ['', '.', '', ''], [(16, 2), (14, 7), (17, 12)], [False, False, False, False], 62, False, [False, True, False, False], 4591, 'South', (12, 9))
Element 20: (3, (12, 9), ['.', '.', '', '.'], [(16, 1), (14, 8), (17, 13)], [False, False, False, False], 60, False, [True, True, False, True], 4620, 'East', (13, 9))
Element 21: (3, (13, 9), ['', '.', '', '.'], [(17, 1), (15, 8), (18, 13)], [False, False, False, False], 58, False, [False, True, False, True], 4649, 'East', (14, 9))
Element 22: (3, (14, 9), ['', '', '', 'G'], [(16, 1), (15, 9), (17, 13)], [False, False, False, False], 56, False, [False, False, False, False], 4668, 'North', (14, 10))
Element 23: (3, (14, 10), ['', '', '', ''], [(15, 1), (16, 9), (16, 13)], [False, False, False, False], 54, False, [False, False, False, False], 4677, 'East', (15, 10))
Element 24: (3, (15, 10), ['', '', '', 'G'], [(14, 1), (16, 10), (15, 13)], [False, False, False, False], 52, False, [False, False, False, False], 4686, 'South', (15, 9))
Element 25: (3, (15, 9), ['', '', '', ''], [(13, 1), (16, 11), (14, 13)], [False, False, False, False], 50, False, [False, False, False, False], 4695, 'East', (16, 9))
Element 26: (3, (16, 9), ['', '', '', '%'], [(12, 1), (16, 12), (15, 13)], [False, False, False, True], 48, False, [False, False, False, False], 4704, 'North', (16, 10))
Element 27: (3, (16, 10), ['', '', '', '%'], [(11, 1), (17, 12), (16, 13)], [False, False, False, True], 46, False, [False, False, False, False], 4713, 'South', (16, 9))
Element 28: (3, (16, 9), ['', '', '', '%'], [(10, 1), (17, 13), (15, 13)], [False, False, False, True], 44, False, [False, False, False, False], 4722, 'South', (16, 8))
Element 29: (3, (16, 8), ['', '', '', ''], [(9, 1), (18, 13), (15, 12)], [False, False, False, False], 42, False, [False, False, False, False], 4731, 'East', (17, 8))
Element 30: (3, (17, 8), ['', '', '%', ''], [(8, 1), (17, 13), (16, 12)], [False, False, True, False], 40, False, [False, False, False, False], 4740, 'East', (18, 8))
Element 31: (3, (18, 8), ['', '', '%', '%'], [(8, 2), (16, 13), (15, 12)], [False, False, True, True], 38, False, [False, False, False, False], 4749, 'South', (18, 7))
Element 32: (3, (18, 7), ['', '', '', '%'], [(8, 3), (15, 13), (16, 12)], [False, False, False, True], 36, False, [False, False, False, False], 4758, 'South', (18, 6))
Element 33: (3, (18, 6), ['', '%', '', '%'], [(9, 3), (15, 12), (16, 11)], [False, True, False, True], 34, False, [False, False, False, False], 4767, 'West', (17, 6))
Element 34: (3, (17, 6), ['', '%', '', ''], [(10, 3), (15, 11), (16, 10)], [False, True, False, False], 32, False, [False, False, False, False], 4776, 'North', (17, 7))
Element 35: (3, (17, 7), ['', '', '', ''], [(11, 3), (15, 10), (16, 9)], [False, False, False, False], 30, False, [False, False, False, False], 4785, 'West', (16, 7))
Element 36: (3, (16, 7), ['%', '', 'G', ''], [(12, 3), (14, 10), (16, 8)], [True, False, False, False], 28, False, [False, False, False, False], 4794, 'South', (16, 6))
Element 37: (3, (16, 6), ['', '%', '', ''], [(13, 3), (14, 11), (17, 8)], [False, True, False, False], 26, False, [False, False, False, False], 4803, 'West', (15, 6))
Element 38: (3, (15, 6), ['', '', '%', ''], [(13, 4), (14, 12), (18, 8)], [False, False, True, False], 24, False, [False, False, False, False], 4812, 'South', (15, 5))
Element 39: (3, (15, 5), ['', '', '', '%'], [(14, 4), (14, 13), (18, 7)], [False, False, False, True], 22, False, [False, False, False, False], 4821, 'South', (15, 4))
Element 40: (3, (15, 4), ['', '', '', '%'], [(14, 5), (13, 13), (18, 6)], [False, False, False, True], 20, False, [False, False, False, False], 4820, 'South', (15, 3))
Element 41: (3, (15, 3), ['%', '%', '', ''], [(14, 6), (13, 12), (17, 6)], [True, True, False, False], 18, False, [False, False, False, False], 4819, 'East', (16, 3))
Element 42: (3, (16, 3), ['', '', '%', '.'], [(14, 7), (13, 11), (17, 7)], [False, False, True, False], 16, False, [False, False, False, True], 4818, 'East', (17, 3))
Element 43: (3, (17, 3), ['', '%', '%', '.'], [(13, 7), (13, 10), (16, 7)], [False, True, True, False], 14, False, [False, False, False, True], 4837, 'East', (18, 3))
Element 44: (3, (18, 3), ['', '%', '%', '%'], [(13, 8), (13, 9), (16, 6)], [False, True, True, True], 12, False, [False, False, False, False], 4856, 'West', (17, 3))
Element 45: (3, (17, 3), ['', '%', '%', ''], [(12, 8), (14, 9), (15, 6)], [False, True, True, False], 10, False, [False, False, False, False], 4865, 'West', (16, 3))
Element 46: (3, (16, 3), ['', '', '%', ''], [(12, 7), (13, 9), (15, 5)], [False, False, True, False], 8, False, [False, False, False, False], 4874, 'South', (16, 2))
Element 47: (3, (16, 2), ['%', '', '', '%'], [(12, 6), (13, 8), (15, 4)], [True, False, False, True], 6, False, [False, False, False, False], 4883, 'South', (16, 1))
Element 48: (3, (16, 1), ['', '%', '', ''], [(11, 6), (13, 7), (15, 3)], [False, True, False, False], 4, False, [False, False, False, False], 4892, 'East', (17, 1))
