Element 1: (1, (5, 4), ['', '.', '.', '.'], [(4, 5), (12, 5), (16, 3)], [False, False, False, False], 98, False, [False, True, True, True], 9, 'East', (6, 4))
Element 2: (1, (6, 4), ['', '.', '.', '.'], [(5, 5), (11, 5), (16, 2)], [False, False, False, False], 96, False, [False, True, True, True], 2028, 'East', (7, 4))
Element 3: (1, (7, 4), ['', '.', '.', '.'], [(6, 5), (11, 6), (16, 1)], [False, False, False, False], 94, False, [False, True, True, True], 2067, 'East', (8, 4))
Element 4: (1, (8, 4), ['', '.', '.', '.'], [(7, 5), (12, 6), (17, 1)], [False, False, False, False], 92, False, [False, True, True, True], 2106, 'East', (9, 4))
Element 5: (1, (9, 4), ['', '.', '.', '%'], [(8, 5), (12, 7), (16, 1)], [False, False, False, True], 90, False, [False, True, True, False], 2135, 'North', (9, 5))
Element 6: (1, (9, 5), ['', '', '.', '.'], [(8, 6), (13, 7), (15, 1)], [False, False, False, False], 88, False, [False, False, True, True], 2174, 'East', (10, 5))
Element 7: (1, (10, 5), ['', '%', '.', ''], [(9, 6), (14, 7), (14, 1)], [False, True, False, False], 86, False, [False, False, True, False], 2213, 'North', (10, 6))
Element 8: (1, (10, 6), ['', '', '%', ''], [(9, 5), (14, 8), (13, 1)], [False, False, True, False], 84, False, [False, False, False, False], 2242, 'East', (11, 6))
Element 9: (1, (11, 6), ['', '', '.', ''], [(10, 5), (15, 8), (12, 1)], [False, False, False, False], 82, False, [False, False, True, False], 2261, 'North', (11, 7))
Element 10: (1, (11, 7), ['%', '', '%', ''], [(11, 5), (16, 8), (11, 1)], [True, False, True, False], 80, False, [False, False, False, False], 2290, 'East', (12, 7))
Element 11: (1, (12, 7), ['', '', '.', ''], [(11, 4), (16, 9), (10, 1)], [False, False, False, False], 78, False, [False, False, True, False], 3309, 'North', (12, 8))
Element 12: (1, (12, 8), ['%', '', '.', '.'], [(12, 4), (16, 10), (9, 1)], [True, False, False, False], 76, False, [False, False, True, True], 3348, 'East', (13, 8))
Element 13: (1, (13, 8), ['', '', '.', ''], [(13, 4), (16, 11), (8, 1)], [False, False, False, False], 74, False, [False, False, True, False], 3387, 'North', (13, 9))
Element 14: (1, (13, 9), ['.', '', '.', '.'], [(14, 4), (16, 12), (8, 2)], [False, False, False, False], 72, False, [True, False, True, True], 3426, 'East', (14, 9))
Element 15: (1, (14, 9), ['', '', '.', '.'], [(15, 4), (17, 12), (8, 3)], [False, False, False, False], 70, False, [False, False, True, True], 3465, 'East', (15, 9))
Element 16: (1, (15, 9), ['', '', '.', ''], [(15, 5), (17, 13), (9, 3)], [False, False, False, False], 68, False, [False, False, True, False], 3504, 'North', (15, 10))
Element 17: (1, (15, 10), ['.', '', '.', ''], [(15, 6), (18, 13), (10, 3)], [False, False, False, False], 66, False, [True, False, True, False], 3543, 'North', (15, 11))
Element 18: (1, (15, 11), ['.', '', '.', ''], [(16, 6), (17, 13), (11, 3)], [False, False, False, False], 64, False, [True, False, True, False], 3572, 'North', (15, 12))
Element 19: (1, (15, 12), ['.', '', '.', ''], [(17, 6), (16, 13), (12, 3)], [False, False, False, False], 62, False, [True, False, True, False], 3611, 'North', (15, 13))
Element 20: (1, (15, 13), ['.', '', '%', ''], [(18, 6), (17, 13), (13, 3)], [False, False, True, False], 60, False, [True, False, False, False], 3640, 'West', (14, 13))
Element 21: (1, (14, 13), ['.', '.', '%', ''], [(18, 7), (17, 12), (13, 4)], [False, False, True, False], 58, False, [True, True, False, False], 3659, 'South', (14, 12))
Element 22: (1, (14, 12), ['.', '.', '', ''], [(18, 8), (16, 12), (13, 5)], [False, False, False, False], 56, False, [True, True, False, False], 3688, 'South', (14, 11))
Element 23: (1, (14, 11), ['.', '.', '', ''], [(17, 8), (16, 13), (14, 5)], [False, False, False, False], 54, False, [True, True, False, False], 3717, 'South', (14, 10))
Element 24: (1, (14, 10), ['.', '', '', ''], [(17, 7), (16, 12), (14, 6)], [False, False, False, False], 52, False, [True, False, False, False], 3746, 'West', (13, 10))
Element 25: (1, (13, 10), ['.', '', '.', ''], [(16, 7), (15, 12), (15, 6)], [False, False, False, False], 50, False, [True, False, True, False], 3765, 'North', (13, 11))
Element 26: (1, (13, 11), ['.', '', '.', ''], [(16, 8), (15, 13), (16, 6)], [False, False, False, False], 48, False, [True, False, True, False], 3774, 'North', (13, 12))
Element 27: (1, (13, 12), ['%', '', '.', ''], [(16, 9), (14, 13), (17, 6)], [True, False, False, False], 46, False, [False, False, True, False], 3783, 'North', (13, 13))
Element 28: (1, (13, 13), ['.', '', '%', ''], [(16, 10), (14, 12), (18, 6)], [False, False, True, False], 44, False, [True, False, False, False], 3792, 'West', (12, 13))
Element 29: (1, (12, 13), ['.', '%', '%', ''], [(16, 11), (14, 11), (18, 7)], [False, True, True, False], 42, False, [True, False, False, False], 3801, 'West', (11, 13))
Element 30: (1, (11, 13), ['.', '%', '%', ''], [(16, 12), (15, 11), (18, 8)], [False, True, True, False], 40, False, [True, False, False, False], 3810, 'West', (10, 13))
Element 31: (1, (10, 13), ['.', '.', '%', ''], [(17, 12), (15, 10), (17, 8)], [False, False, True, False], 38, False, [True, True, False, False], 3819, 'South', (10, 12))
Element 32: (1, (10, 12), ['.', '.', '', '%'], [(17, 13), (15, 9), (17, 7)], [False, False, False, True], 36, False, [True, True, False, False], 3828, 'South', (10, 11))
Element 33: (1, (10, 11), ['.', '.', '', '.'], [(18, 13), (14, 9), (16, 7)], [False, False, False, False], 34, False, [True, True, False, True], 3837, 'East', (11, 11))
Element 34: (1, (11, 11), ['', '.', '%', '.'], [(17, 13), (14, 10), (16, 8)], [False, False, True, False], 32, False, [False, True, False, True], 3846, 'East', (12, 11))
Element 35: (1, (12, 11), ['', '.', '%', ''], [(16, 13), (13, 10), (16, 9)], [False, False, True, False], 30, False, [False, True, False, False], 3855, 'South', (12, 10))
Element 36: (1, (12, 10), ['.', '.', '', ''], [(15, 13), (13, 11), (16, 10)], [False, False, False, False], 28, False, [True, True, False, False], 3864, 'South', (12, 9))
Element 37: (1, (12, 9), ['.', '', '', ''], [(15, 12), (13, 12), (16, 11)], [False, False, False, False], 26, False, [True, False, False, False], 3873, 'West', (11, 9))
Element 38: (1, (11, 9), ['.', '%', '.', ''], [(15, 11), (13, 13), (16, 12)], [False, True, False, False], 24, False, [True, False, True, False], 3882, 'North', (11, 10))
Element 39: (1, (11, 10), ['.', '', '', ''], [(15, 10), (12, 13), (17, 12)], [False, False, False, False], 22, False, [True, False, False, False], 3891, 'West', (10, 10))
Element 40: (1, (10, 10), ['.', '.', '', ''], [(15, 9), (11, 13), (17, 13)], [False, False, False, False], 20, False, [True, True, False, False], 3900, 'South', (10, 9))
Element 41: (1, (10, 9), ['.', '%', '', ''], [(15, 8), (10, 13), (18, 13)], [False, True, False, False], 18, False, [True, False, False, False], 3909, 'West', (9, 9))
Element 42: (1, (9, 9), ['F', '%', '.', ''], [(14, 8), (9, 13), (17, 13)], [False, True, False, False], 16, False, [False, False, True, False], 3928, 'West', (8, 9))
Element 43: (1, (8, 9), ['.', '.', '.', ''], [(14, 9), (9, 12), (16, 13)], [False, False, False, False], 14, False, [True, True, True, False], 4937, 'North', (8, 10))
Element 44: (1, (8, 10), ['.', '', '.', '.'], [(14, 10), (9, 11), (15, 13)], [False, False, False, False], 12, False, [True, False, True, True], 4956, 'East', (9, 10))
Element 45: (1, (9, 10), ['', '', '', ''], [(14, 11), (8, 11), (15, 12)], [False, False, False, False], 10, False, [False, False, False, False], 4975, 'North', (9, 11))
Element 46: (1, (9, 11), ['', '', '', ''], [(14, 12), (8, 12), (15, 11)], [False, False, False, False], 8, False, [False, False, False, False], 4984, 'North', (9, 12))
Element 47: (1, (9, 12), ['', '', '', ''], [(14, 13), (8, 13), (15, 10)], [False, False, False, False], 6, False, [False, False, False, False], 4993, 'North', (9, 13))
