Element 1: (3, (14, 11), ['', '.', '.', '.'], [(11, 6), (9, 5), (13, 12)], [False, False, False, False], 98, False, [False, True, True, True], 29, 'East', (15, 11))
Element 26: (3, (12, 8), ['%', '', '.', ''], [(14, 8), (10, 3), (18, 6)], [True, False, False, False], 48, False, [False, False, True, False], 3714, 'North', (12, 9))
Element 27: (3, (12, 9), ['.', '', '', ''], [(14, 9), (11, 3), (17, 6)], [False, False, False, False], 46, False, [True, False, False, False], 3733, 'West', (11, 9))
Element 28: (3, (11, 9), ['.', '%', '.', ''], [(14, 10), (12, 3), (17, 7)], [False, True, False, False], 44, False, [True, False, True, False], 3752, 'North', (11, 10))
Element 29: (3, (11, 10), ['.', '', '', ''], [(14, 11), (13, 3), (17, 6)], [False, False, False, False], 42, False, [True, False, False, False], 3771, 'West', (10, 10))
Element 30: (3, (10, 10), ['.', '.', '', ''], [(15, 11), (12, 3), (16, 6)], [False, False, False, False], 40, False, [True, True, False, False], 3780, 'South', (10, 9))
Element 31: (3, (10, 9), ['.', '%', '', ''], [(16, 11), (11, 3), (15, 6)], [False, True, False, False], 38, False, [True, False, False, False], 3789, 'West', (9, 9))
Element 32: (3, (9, 9), ['F', '%', '.', ''], [(16, 12), (10, 3), (15, 5)], [False, True, False, False], 36, False, [False, False, True, False], 3798, 'West', (8, 9))
Element 33: (3, (8, 9), ['.', '.', '.', ''], [(17, 12), (9, 3), (15, 4)], [False, False, False, False], 34, False, [True, True, True, False], 4797, 'North', (8, 10))
Element 34: (3, (8, 10), ['.', '', '.', '.'], [(17, 13), (9, 4), (15, 3)], [False, False, False, False], 32, False, [True, False, True, True], 4816, 'East', (9, 10))
Element 35: (3, (9, 10), ['', '', '.', ''], [(18, 13), (8, 4), (16, 3)], [False, False, False, False], 30, False, [False, False, True, False], 4835, 'North', (9, 11))
Element 36: (3, (9, 11), ['.', '', '.', ''], [(17, 13), (8, 5), (17, 3)], [False, False, False, False], 28, False, [True, False, True, False], 4864, 'North', (9, 12))
Element 37: (3, (9, 12), ['.', '', '.', ''], [(16, 13), (8, 6), (18, 3)], [False, False, False, False], 26, False, [True, False, True, False], 4893, 'North', (9, 13))
Element 38: (3, (9, 13), ['.', '', '%', ''], [(15, 13), (7, 6), (17, 3)], [False, False, True, False], 24, False, [True, False, False, False], 4912, 'West', (8, 13))
Element 39: (3, (8, 13), ['.', '.', '%', ''], [(15, 12), (7, 5), (16, 3)], [False, False, True, False], 22, False, [True, True, False, False], 4931, 'South', (8, 12))
Element 40: (3, (8, 12), ['.', '.', '', ''], [(14, 12), (7, 4), (16, 2)], [False, False, False, False], 20, False, [True, True, False, False], 4950, 'South', (8, 11))
Element 41: (3, (8, 11), ['.', '', '', ''], [(14, 13), (7, 3), (16, 1)], [False, False, False, False], 18, False, [True, False, False, False], 4969, 'West', (7, 11))
Element 42: (3, (7, 11), ['.', '.', '.', ''], [(13, 13), (7, 2), (17, 1)], [False, False, False, False], 16, False, [True, True, True, False], 4988, 'North', (7, 12))
Element 43: (3, (7, 12), ['.', '', '.', ''], [(13, 12), (7, 1), (16, 1)], [False, False, False, False], 14, False, [True, False, True, False], 5007, 'North', (7, 13))
Element 44: (3, (7, 13), ['.', '', '%', ''], [(13, 11), (6, 1), (15, 1)], [False, False, True, False], 12, False, [True, False, False, False], 5026, 'West', (6, 13))
Element 45: (3, (6, 13), ['.', '.', '%', ''], [(13, 10), (6, 2), (14, 1)], [False, False, True, False], 10, False, [True, True, False, False], 5045, 'South', (6, 12))
Element 46: (3, (6, 12), ['.', '.', '', ''], [(13, 9), (6, 3), (13, 1)], [False, False, False, False], 8, False, [True, True, False, False], 5064, 'South', (6, 11))
Element 47: (3, (6, 11), ['.', '.', '', ''], [(13, 8), (6, 4), (12, 1)], [False, False, False, False], 6, False, [True, True, False, False], 5083, 'South', (6, 10))
Element 48: (3, (6, 10), ['.', '.', '', '.'], [(13, 7), (6, 5), (11, 1)], [False, False, False, False], 4, False, [True, True, False, True], 5102, 'East', (7, 10))
Element 49: (3, (7, 10), ['', '.', '', ''], [(12, 7), (6, 6), (10, 1)], [False, False, False, False], 2, False, [False, True, False, False], 5121, 'South', (7, 9))
Element 50: (3, (7, 9), ['.', '.', '', ''], [(12, 7), (6, 6), (10, 1)], [False, False, False, False], 0, False, [True, True, False, False], 5130, 'Stop', (7, 9))
Element 51: #0#
