Element 1: (0, (11, 4), ['%', '.', 'F', '.'], [(12, 6), (14, 7), (18, 3)], [True, False, False, False], 98, False, [False, True, False, True], 0, 'North', (11, 5))
Element 2: (0, (11, 5), ['.', '', '.', '.'], [(12, 7), (14, 8), (17, 3)], [False, False, False, False], 96, False, [True, False, True, True], 1029, 'East', (12, 5))
Element 3: (0, (12, 5), ['', '.', '', '.'], [(13, 7), (15, 8), (16, 3)], [False, False, False, False], 94, False, [False, True, False, True], 1068, 'East', (13, 5))
Element 4: (0, (13, 5), ['', '.', '%', '.'], [(13, 8), (16, 8), (16, 2)], [False, False, True, False], 92, False, [False, True, False, True], 2097, 'East', (14, 5))
Element 5: (0, (14, 5), ['', '.', '.', '.'], [(13, 9), (16, 9), (16, 1)], [False, False, False, False], 90, False, [False, True, True, True], 3126, 'East', (15, 5))
Element 6: (0, (15, 5), ['', '.', '.', '%'], [(14, 9), (16, 10), (17, 1)], [False, False, False, True], 88, False, [False, True, True, False], 3165, 'North', (15, 6))
Element 7: (0, (15, 6), ['.', '', '%', '.'], [(15, 9), (16, 11), (16, 1)], [False, False, True, False], 86, False, [True, False, False, True], 3194, 'East', (16, 6))
Element 8: (0, (16, 6), ['', '%', '.', '.'], [(15, 10), (16, 12), (15, 1)], [False, True, False, False], 84, False, [False, False, True, True], 3233, 'East', (17, 6))
Element 9: (0, (17, 6), ['', '%', '.', '.'], [(15, 11), (17, 12), (14, 1)], [False, True, False, False], 82, False, [False, False, True, True], 3272, 'East', (18, 6))
Element 10: (0, (18, 6), ['', '%', '.', '%'], [(15, 12), (17, 13), (13, 1)], [False, True, False, True], 80, False, [False, False, True, False], 3311, 'North', (18, 7))
Element 11: (0, (18, 7), ['.', '', '.', '%'], [(15, 13), (18, 13), (12, 1)], [False, False, False, True], 78, False, [True, False, True, False], 3350, 'North', (18, 8))
Element 12: (0, (18, 8), ['.', '', '%', '%'], [(16, 13), (17, 13), (11, 1)], [False, False, True, True], 76, False, [True, False, False, False], 3379, 'West', (17, 8))
Element 13: (0, (17, 8), ['', '.', '%', ''], [(16, 12), (16, 13), (10, 1)], [False, False, True, False], 74, False, [False, True, False, False], 3398, 'South', (17, 7))
Element 14: (0, (17, 7), ['.', '', '', ''], [(17, 12), (15, 13), (9, 1)], [False, False, False, False], 72, False, [True, False, False, False], 3417, 'West', (16, 7))
Element 15: (0, (16, 7), ['%', '', '', ''], [(17, 13), (14, 13), (8, 1)], [True, False, False, False], 70, False, [False, False, False, False], 3446, 'North', (16, 8))
Element 16: (0, (16, 8), ['', '', '', ''], [(18, 13), (14, 12), (8, 2)], [False, False, False, False], 68, False, [False, False, False, False], 3465, 'North', (16, 9))
Element 17: (0, (16, 9), ['', '', '', '%'], [(17, 13), (14, 11), (8, 3)], [False, False, False, True], 66, False, [False, False, False, False], 3484, 'North', (16, 10))
Element 18: (0, (16, 10), ['', '', '', '%'], [(17, 12), (14, 10), (9, 3)], [False, False, False, True], 64, False, [False, False, False, False], 3503, 'North', (16, 11))
Element 19: (0, (16, 11), ['', '', 'G', '%'], [(16, 12), (13, 10), (10, 3)], [False, False, False, True], 62, False, [False, False, False, False], 3522, 'West', (15, 11))
Element 20: (0, (15, 11), ['', '', '', 'G'], [(16, 11), (13, 11), (11, 3)], [False, False, False, False], 60, False, [False, False, False, False], 3541, 'North', (15, 12))
Element 21: (0, (15, 12), ['', '', '', ''], [(16, 10), (13, 12), (12, 3)], [False, False, False, False], 58, False, [False, False, False, False], 3560, 'East', (16, 12))
Element 22: (0, (16, 12), ['', '', '', ''], [(16, 9), (13, 13), (13, 3)], [False, False, False, False], 56, False, [False, False, False, False], 3579, 'East', (17, 12))
Element 23: (0, (17, 12), ['', '%', '', '%'], [(16, 8), (12, 13), (13, 4)], [False, True, False, True], 54, False, [False, False, False, False], 3598, 'North', (17, 13))
Element 24: (0, (17, 13), ['', '', '%', ''], [(17, 8), (11, 13), (14, 4)], [False, False, True, False], 52, False, [False, False, False, False], 3617, 'East', (18, 13))
Element 25: (0, (18, 13), ['', '%', '%', '%'], [(18, 8), (10, 13), (15, 4)], [False, True, True, True], 50, False, [False, False, False, False], 3636, 'West', (17, 13))
Element 26: (0, (17, 13), ['', '', '%', ''], [(18, 7), (10, 12), (15, 3)], [False, False, True, False], 48, False, [False, False, False, False], 3655, 'West', (16, 13))
Element 27: (0, (16, 13), ['', '', '%', ''], [(18, 6), (10, 11), (15, 4)], [False, False, True, False], 46, False, [False, False, False, False], 3664, 'West', (15, 13))
Element 28: (0, (15, 13), ['', '', '%', ''], [(17, 6), (11, 11), (15, 5)], [False, False, True, False], 44, False, [False, False, False, False], 3673, 'West', (14, 13))
Element 29: (0, (14, 13), ['', '', '%', ''], [(17, 7), (12, 11), (15, 6)], [False, False, True, False], 42, False, [False, False, False, False], 3682, 'South', (14, 12))
Element 30: (0, (14, 12), ['', '', '', ''], [(16, 7), (12, 10), (14, 6)], [False, False, False, False], 40, False, [False, False, False, False], 3701, 'South', (14, 11))
Element 31: (0, (14, 11), ['', '', '', ''], [(16, 6), (12, 9), (14, 7)], [False, False, False, False], 38, False, [False, False, False, False], 3710, 'South', (14, 10))
