Element 1: (0, (11, 4), ['%', '.', 'F', '.'], [(12, 6), (14, 7), (18, 3)], [True, False, False, False], 98, False, [False, True, False, True], 0, 'North', (11, 5))
Element 32: (0, (14, 10), ['', '', '', ''], [(15, 6), (12, 8), (14, 8)], [False, False, False, False], 36, False, [False, False, False, False], 3719, 'East', (15, 10))
Element 33: (0, (15, 10), ['', '', '', ''], [(15, 5), (13, 8), (15, 8)], [False, False, False, False], 34, False, [False, False, False, False], 3718, 'South', (15, 9))
Element 34: (0, (15, 9), ['', '', '', ''], [(15, 4), (13, 9), (16, 8)], [False, False, False, False], 32, False, [False, False, False, False], 3717, 'South', (15, 8))
Element 35: (0, (15, 8), ['', '%', '', ''], [(15, 3), (14, 9), (17, 8)], [False, True, False, False], 30, False, [False, False, False, False], 3716, 'West', (14, 8))
Element 36: (0, (14, 8), ['', '', '', ''], [(16, 3), (15, 9), (18, 8)], [False, False, False, False], 28, False, [False, False, False, False], 3715, 'North', (14, 9))
Element 37: (0, (14, 9), ['', '', '', ''], [(17, 3), (15, 10), (18, 7)], [False, False, False, False], 26, False, [False, False, False, False], 3714, 'West', (13, 9))
Element 38: (0, (13, 9), ['', '', '', ''], [(18, 3), (15, 11), (18, 6)], [False, False, False, False], 24, False, [False, False, False, False], 3713, 'North', (13, 10))
Element 39: (0, (13, 10), ['', '', '', ''], [(17, 3), (15, 12), (17, 6)], [False, False, False, False], 22, False, [False, False, False, False], 3712, 'North', (13, 11))
Element 40: (0, (13, 11), ['', '', '', ''], [(16, 3), (15, 11), (17, 7)], [False, False, False, False], 20, False, [False, False, False, False], 3711, 'North', (13, 12))
Element 41: (0, (13, 12), ['%', '', '', ''], [(16, 2), (15, 10), (16, 7)], [True, False, False, False], 18, False, [False, False, False, False], 3710, 'North', (13, 13))
Element 42: (0, (13, 13), ['', '', '%', ''], [(16, 1), (15, 9), (16, 6)], [False, False, True, False], 16, False, [False, False, False, False], 3709, 'West', (12, 13))
Element 43: (0, (12, 13), ['', '%', '%', ''], [(17, 1), (14, 9), (16, 7)], [False, True, True, False], 14, False, [False, False, False, False], 3708, 'West', (11, 13))
Element 44: (0, (11, 13), ['', '%', '%', ''], [(16, 1), (13, 9), (17, 7)], [False, True, True, False], 12, False, [False, False, False, False], 3707, 'West', (10, 13))
Element 45: (0, (10, 13), ['.', '', '%', ''], [(15, 1), (13, 8), (17, 6)], [False, False, True, False], 10, False, [True, False, False, False], 3706, 'West', (9, 13))
Element 46: (0, (9, 13), ['.', '.', '%', ''], [(14, 1), (13, 7), (16, 6)], [False, False, True, False], 8, False, [True, True, False, False], 3715, 'South', (9, 12))
Element 47: (0, (9, 12), ['.', '.', '', ''], [(13, 1), (12, 7), (17, 6)], [False, False, False, False], 6, False, [True, True, False, False], 3724, 'South', (9, 11))
Element 48: (0, (9, 11), ['.', '.', '', ''], [(12, 1), (11, 7), (18, 6)], [False, False, False, False], 4, False, [True, True, False, False], 3743, 'South', (9, 10))
Element 49: (0, (9, 10), ['.', '.', '', '.'], [(11, 1), (11, 6), (18, 7)], [False, False, False, False], 2, False, [True, True, False, True], 3762, 'East', (10, 10))
Element 50: (0, (10, 10), ['', '.', '', '.'], [(10, 1), (10, 6), (17, 7)], [False, False, False, False], 0, False, [False, True, False, True], 3781, 'Stop', (10, 10))
Element 51: #0#
