Element 1: (2, (13, 10), ['.', '.', '.', 'G'], [(7, 2), (13, 4), (14, 10)], [False, False, False, False], 98, False, [True, True, True, False], 19, 'North', (13, 11))
Element 41: (2, (7, 8), ['.', '%', '.', ''], [(12, 13), (14, 7), (5, 3)], [False, True, False, False], 18, False, [True, False, True, False], 4919, 'North', (7, 9))
Element 42: (2, (7, 9), ['.', '', '.', ''], [(11, 13), (14, 6), (6, 3)], [False, False, False, False], 16, False, [True, False, True, False], 4938, 'North', (7, 10))
Element 43: (2, (7, 10), ['.', '', '.', ''], [(10, 13), (14, 5), (7, 3)], [False, False, False, False], 14, False, [True, False, True, False], 4957, 'North', (7, 11))
Element 44: (2, (7, 11), ['.', '', '.', ''], [(10, 12), (13, 5), (7, 4)], [False, False, False, False], 12, False, [True, False, True, False], 4976, 'North', (7, 12))
Element 45: (2, (7, 12), ['.', '', '.', ''], [(10, 11), (12, 5), (8, 4)], [False, False, False, False], 10, False, [True, False, True, False], 4995, 'North', (7, 13))
Element 46: (2, (7, 13), ['.', '', '%', ''], [(11, 11), (12, 6), (9, 4)], [False, False, True, False], 8, False, [True, False, False, False], 5014, 'West', (6, 13))
Element 47: (2, (6, 13), ['.', '.', '%', ''], [(11, 10), (12, 7), (9, 5)], [False, False, True, False], 6, False, [True, True, False, False], 5033, 'South', (6, 12))
Element 48: (2, (6, 12), ['.', '.', '', ''], [(11, 9), (11, 7), (10, 5)], [False, False, False, False], 4, False, [True, True, False, False], 5062, 'South', (6, 11))
Element 49: (2, (6, 11), ['.', '.', '', ''], [(10, 9), (11, 6), (10, 6)], [False, False, False, False], 2, False, [True, True, False, False], 5081, 'South', (6, 10))
Element 50: (2, (6, 10), ['.', '.', '', ''], [(10, 9), (11, 6), (9, 6)], [False, False, False, False], 0, False, [True, True, False, False], 5100, 'Stop', (6, 10))
Element 51: #0#
