Element 1: (3, (12, 10), ['G', '.', '.', '.'], [(11, 10), (6, 2), (9, 3)], [False, False, False, False], 98, False, [False, True, True, True], 29, 'East', (13, 10))
Element 2: (3, (13, 10), ['', '.', '.', '.'], [(11, 11), (7, 2), (10, 3)], [False, False, False, False], 96, False, [False, True, True, True], 68, 'East', (14, 10))
Element 3: (3, (14, 10), ['', '.', '.', '.'], [(12, 11), (8, 2), (11, 3)], [False, False, False, False], 94, False, [False, True, True, True], 107, 'East', (15, 10))
Element 4: (3, (15, 10), ['', '.', '.', '.'], [(13, 11), (8, 1), (12, 3)], [False, False, False, False], 92, False, [False, True, True, True], 146, 'East', (16, 10))
Element 5: (3, (16, 10), ['', 'F', '.', '%'], [(14, 11), (9, 1), (13, 3)], [False, False, False, True], 90, False, [False, False, True, False], 185, 'South', (16, 9))
Element 6: (3, (16, 9), ['.', '.', '', '%'], [(15, 11), (10, 1), (13, 4)], [False, False, False, True], 88, False, [True, True, False, False], 1214, 'South', (16, 8))
Element 7: (3, (16, 8), ['.', '.', '', '.'], [(16, 11), (11, 1), (14, 4)], [False, False, False, False], 86, False, [True, True, False, True], 1253, 'East', (17, 8))
Element 8: (3, (17, 8), ['', '.', '%', '.'], [(16, 12), (12, 1), (15, 4)], [False, False, True, False], 84, False, [False, True, False, True], 1292, 'East', (18, 8))
Element 9: (3, (18, 8), ['', '.', '%', '%'], [(17, 12), (13, 1), (15, 5)], [False, False, True, True], 82, False, [False, True, False, False], 1331, 'South', (18, 7))
Element 10: (3, (18, 7), ['.', '.', '', '%'], [(17, 13), (14, 1), (15, 6)], [False, False, False, True], 80, False, [True, True, False, False], 1370, 'South', (18, 6))
Element 11: (3, (18, 6), ['.', '%', '', '%'], [(18, 13), (15, 1), (16, 6)], [False, True, False, True], 78, False, [True, False, False, False], 1409, 'West', (17, 6))
Element 12: (3, (17, 6), ['', '%', '.', ''], [(17, 13), (16, 1), (16, 7)], [False, True, False, False], 76, False, [False, False, True, False], 1438, 'North', (17, 7))
Element 13: (3, (17, 7), ['', '', '', ''], [(16, 13), (16, 2), (16, 8)], [False, False, False, False], 74, False, [False, False, False, False], 2457, 'West', (16, 7))
Element 14: (3, (16, 7), ['%', '', '', ''], [(15, 13), (16, 3), (15, 8)], [True, False, False, False], 72, False, [False, False, False, False], 2486, 'South', (16, 6))
Element 15: (3, (16, 6), ['', '%', '', ''], [(15, 12), (17, 3), (15, 9)], [False, True, False, False], 70, False, [False, False, False, False], 2515, 'West', (15, 6))
Element 16: (3, (15, 6), ['.', '', '%', ''], [(14, 12), (18, 3), (14, 9)], [False, False, True, False], 68, False, [True, False, False, False], 2544, 'West', (14, 6))
Element 17: (3, (14, 6), ['%', '.', '.', ''], [(14, 13), (17, 3), (14, 8)], [True, False, False, False], 66, False, [False, True, True, False], 2573, 'North', (14, 7))
Element 18: (3, (14, 7), ['.', '', '', '%'], [(13, 13), (16, 3), (13, 8)], [False, False, False, True], 64, False, [True, False, False, False], 2602, 'West', (13, 7))
Element 19: (3, (13, 7), ['.', '%', '', ''], [(13, 12), (15, 3), (13, 9)], [False, True, False, False], 62, False, [True, False, False, False], 2641, 'West', (12, 7))
Element 20: (3, (12, 7), ['.', '.', '.', ''], [(13, 13), (15, 4), (12, 9)], [False, False, False, False], 60, False, [True, True, True, False], 2660, 'North', (12, 8))
Element 21: (3, (12, 8), ['%', '', '', ''], [(12, 13), (15, 5), (11, 9)], [True, False, False, False], 58, False, [False, False, False, False], 2689, 'East', (13, 8))
Element 22: (3, (13, 8), ['', '', '', ''], [(11, 13), (14, 5), (10, 9)], [False, False, False, False], 56, False, [False, False, False, False], 2718, 'East', (14, 8))
Element 23: (3, (14, 8), ['', '', '', ''], [(10, 13), (13, 5), (9, 9)], [False, False, False, False], 54, False, [False, False, False, False], 2747, 'East', (15, 8))
Element 24: (3, (15, 8), ['', '%', '', ''], [(10, 12), (12, 5), (8, 9)], [False, True, False, False], 52, False, [False, False, False, False], 3766, 'North', (15, 9))
Element 25: (3, (15, 9), ['', '', '', ''], [(10, 11), (11, 5), (8, 10)], [False, False, False, False], 50, False, [False, False, False, False], 4785, 'West', (14, 9))
Element 26: (3, (14, 9), ['', '', '', ''], [(9, 11), (11, 6), (9, 10)], [False, False, False, False], 48, False, [False, False, False, False], 4814, 'West', (13, 9))
Element 27: (3, (13, 9), ['', '', '', ''], [(9, 12), (12, 6), (10, 10)], [False, False, False, False], 46, False, [False, False, False, False], 4833, 'West', (12, 9))
Element 28: (3, (12, 9), ['', '', '', ''], [(9, 13), (12, 7), (11, 10)], [False, False, False, False], 44, False, [False, False, False, False], 4842, 'West', (11, 9))
Element 29: (3, (11, 9), ['', '%', '', ''], [(8, 13), (11, 7), (12, 10)], [False, True, False, False], 42, False, [False, False, False, False], 4861, 'North', (11, 10))
Element 30: (3, (11, 10), ['', '', '', ''], [(8, 12), (12, 7), (13, 10)], [False, False, False, False], 40, False, [False, False, False, False], 4870, 'North', (11, 11))
Element 31: (3, (11, 11), ['', '', '%', ''], [(8, 11), (13, 7), (14, 10)], [False, False, True, False], 38, False, [False, False, False, False], 4879, 'East', (12, 11))
Element 32: (3, (12, 11), ['', '', '%', ''], [(7, 11), (14, 7), (15, 10)], [False, False, True, False], 36, False, [False, False, False, False], 4888, 'East', (13, 11))
Element 33: (3, (13, 11), ['', '', '', ''], [(7, 12), (14, 8), (16, 10)], [False, False, False, False], 34, False, [False, False, False, False], 4897, 'East', (14, 11))
Element 34: (3, (14, 11), ['', '', '', ''], [(7, 13), (15, 8), (16, 11)], [False, False, False, False], 32, False, [False, False, False, False], 4906, 'East', (15, 11))
Element 35: (3, (15, 11), ['', '', '', ''], [(6, 13), (16, 8), (16, 12)], [False, False, False, False], 30, False, [False, False, False, False], 4915, 'East', (16, 11))
Element 36: (3, (16, 11), ['', '', '', '%'], [(6, 12), (17, 8), (17, 12)], [False, False, False, True], 28, False, [False, False, False, False], 4924, 'North', (16, 12))
Element 37: (3, (16, 12), ['', '', '', ''], [(6, 11), (18, 8), (17, 13)], [False, False, False, False], 26, False, [False, False, False, False], 4933, 'East', (17, 12))
Element 38: (3, (17, 12), ['', '%', '', '%'], [(6, 10), (18, 7), (18, 13)], [False, True, False, True], 24, False, [False, False, False, False], 4942, 'North', (17, 13))
Element 39: (3, (17, 13), ['', '', '%', 'G'], [(7, 10), (18, 6), (18, 13)], [False, False, True, False], 22, False, [False, False, False, False], 4951, 'West', (16, 13))
Element 40: (3, (16, 13), ['', '', '%', 'G'], [(7, 9), (17, 6), (17, 13)], [False, False, True, False], 20, False, [False, False, False, False], 4960, 'West', (15, 13))
Element 41: (3, (15, 13), ['', '', '%', ''], [(7, 8), (17, 7), (17, 13)], [False, False, True, False], 18, False, [False, False, False, False], 4969, 'South', (15, 12))
Element 42: (3, (15, 12), ['', '', '', ''], [(8, 8), (16, 7), (17, 12)], [False, False, False, False], 16, False, [False, False, False, False], 4978, 'West', (14, 12))
Element 43: (3, (14, 12), ['', '', '', ''], [(8, 9), (16, 6), (16, 12)], [False, False, False, False], 14, False, [False, False, False, False], 4977, 'North', (14, 13))
Element 44: (3, (14, 13), ['', '', '%', ''], [(9, 9), (15, 6), (16, 13)], [False, False, True, False], 12, False, [False, False, False, False], 4976, 'West', (13, 13))
Element 45: (3, (13, 13), ['', '', '%', ''], [(10, 9), (14, 6), (15, 13)], [False, False, True, False], 10, False, [False, False, False, False], 4975, 'South', (13, 12))
Element 46: (3, (13, 12), ['%', '', '', ''], [(11, 9), (15, 6), (15, 12)], [True, False, False, False], 8, False, [False, False, False, False], 4974, 'North', (13, 13))
Element 47: (3, (13, 13), ['', '', '%', ''], [(12, 9), (16, 6), (15, 11)], [False, False, True, False], 6, False, [False, False, False, False], 4973, 'West', (12, 13))
Element 48: (3, (12, 13), ['', '%', '%', ''], [(13, 9), (16, 7), (14, 11)], [False, True, True, False], 4, False, [False, False, False, False], 4972, 'West', (11, 13))
Element 49: (3, (11, 13), ['', '%', '%', ''], [(14, 9), (17, 7), (14, 12)], [False, True, True, False], 2, False, [False, False, False, False], 4971, 'West', (10, 13))
Element 50: (3, (10, 13), ['', '', '%', ''], [(14, 9), (17, 7), (14, 12)], [False, False, True, False], 0, False, [False, False, False, False], 4970, 'Stop', (10, 13))
Element 51: #0#
