Element 1: (3, (11, 4), ['%', '.', 'F', '.'], [(5, 10), (9, 13), (11, 13)], [True, False, False, False], 98, False, [False, True, False, True], 29, 'North', (11, 5))
Element 2: (3, (11, 5), ['.', '', '.', '.'], [(6, 10), (9, 12), (12, 13)], [False, False, False, False], 96, False, [True, False, True, True], 1058, 'East', (12, 5))
Element 3: (3, (12, 5), ['', '.', '.', '.'], [(7, 10), (10, 12), (13, 13)], [False, False, False, False], 94, False, [False, True, True, True], 1097, 'East', (13, 5))
Element 4: (3, (13, 5), ['', '.', '%', '.'], [(8, 10), (10, 11), (14, 13)], [False, False, True, False], 92, False, [False, True, False, True], 1136, 'East', (14, 5))
Element 5: (3, (14, 5), ['', '.', '.', '.'], [(8, 9), (11, 11), (15, 13)], [False, False, False, False], 90, False, [False, True, True, True], 2165, 'East', (15, 5))
Element 6: (3, (15, 5), ['', '.', '.', '%'], [(9, 9), (12, 11), (16, 13)], [False, False, False, True], 88, False, [False, True, True, False], 2204, 'North', (15, 6))
Element 7: (3, (15, 6), ['.', '', '%', '.'], [(10, 9), (13, 11), (17, 13)], [False, False, True, False], 86, False, [True, False, False, True], 2243, 'East', (16, 6))
Element 8: (3, (16, 6), ['', '%', '.', '.'], [(11, 9), (14, 11), (18, 13)], [False, True, False, False], 84, False, [False, False, True, True], 2282, 'East', (17, 6))
Element 9: (3, (17, 6), ['', '%', '.', '.'], [(12, 9), (15, 11), (17, 13)], [False, True, False, False], 82, False, [False, False, True, True], 2311, 'East', (18, 6))
Element 10: (3, (18, 6), ['', '%', '.', '%'], [(13, 9), (16, 11), (17, 12)], [False, True, False, True], 80, False, [False, False, True, False], 2350, 'North', (18, 7))
Element 11: (3, (18, 7), ['.', '', '.', '%'], [(14, 9), (16, 12), (17, 13)], [False, False, False, True], 78, False, [True, False, True, False], 2379, 'North', (18, 8))
Element 12: (3, (18, 8), ['.', '', '%', '%'], [(15, 9), (15, 12), (16, 13)], [False, False, True, True], 76, False, [True, False, False, False], 2408, 'West', (17, 8))
