Element 1: (3, (16, 3), ['.', 'F', '%', '.'], [(11, 9), (8, 3), (14, 13)], [False, False, True, False], 98, False, [True, False, False, True], 29, 'South', (16, 2))
Element 2: (3, (16, 2), ['%', '.', '', '%'], [(12, 9), (9, 3), (15, 13)], [True, False, False, True], 96, False, [False, True, False, False], 1058, 'South', (16, 1))
Element 3: (3, (16, 1), ['.', '%', '', '.'], [(13, 9), (10, 3), (16, 13)], [False, True, False, False], 94, False, [True, False, False, True], 1097, 'East', (17, 1))
Element 4: (3, (17, 1), ['', '%', '%', '%'], [(14, 9), (11, 3), (17, 13)], [False, True, True, True], 92, False, [False, False, False, False], 1136, 'West', (16, 1))
Element 5: (3, (16, 1), ['.', '%', '', ''], [(15, 9), (12, 3), (18, 13)], [False, True, False, False], 90, False, [True, False, False, False], 1165, 'West', (15, 1))
Element 6: (3, (15, 1), ['.', '%', '%', ''], [(16, 9), (13, 3), (17, 13)], [False, True, True, False], 88, False, [True, False, False, False], 2184, 'West', (14, 1))
Element 7: (3, (14, 1), ['.', '%', '%', ''], [(16, 10), (13, 4), (17, 12)], [False, True, True, False], 86, False, [True, False, False, False], 2223, 'West', (13, 1))
Element 8: (3, (13, 1), ['.', '%', '%', ''], [(16, 11), (14, 4), (16, 12)], [False, True, True, False], 84, False, [True, False, False, False], 2262, 'West', (12, 1))
Element 9: (3, (12, 1), ['.', '%', '%', ''], [(15, 11), (15, 4), (15, 12)], [False, True, True, False], 82, False, [True, False, False, False], 2301, 'West', (11, 1))
Element 10: (3, (11, 1), ['.', '%', '%', ''], [(15, 10), (15, 5), (14, 12)], [False, True, True, False], 80, False, [True, False, False, False], 2340, 'West', (10, 1))
Element 11: (3, (10, 1), ['.', '%', '%', ''], [(14, 10), (15, 6), (14, 11)], [False, True, True, False], 78, False, [True, False, False, False], 2379, 'West', (9, 1))
Element 12: (3, (9, 1), ['.', '%', '%', ''], [(13, 10), (16, 6), (13, 11)], [False, True, True, False], 76, False, [True, False, False, False], 2418, 'West', (8, 1))
Element 13: (3, (8, 1), ['.', '%', '.', ''], [(12, 10), (17, 6), (13, 12)], [False, True, False, False], 74, False, [True, False, True, False], 2457, 'North', (8, 2))
Element 14: (3, (8, 2), ['.', '', '', '%'], [(12, 11), (18, 6), (13, 11)], [False, False, False, True], 72, False, [True, False, False, False], 2486, 'West', (7, 2))
Element 15: (3, (7, 2), ['.', '.', '', ''], [(11, 11), (18, 7), (12, 11)], [False, False, False, False], 70, False, [True, True, False, False], 2515, 'South', (7, 1))
Element 16: (3, (7, 1), ['.', '%', '', ''], [(11, 10), (18, 8), (12, 10)], [False, True, False, False], 68, False, [True, False, False, False], 2544, 'West', (6, 1))
Element 17: (3, (6, 1), ['.', '%', '.', ''], [(10, 10), (17, 8), (13, 10)], [False, True, False, False], 66, False, [True, False, True, False], 2573, 'North', (6, 2))
