Element 1: (2, (8, 10), ['.', 'F', '.', '.'], [(11, 9), (4, 5), (15, 9)], [False, False, False, False], 98, False, [True, False, True, True], 19, 'South', (8, 9))
Element 2: (2, (8, 9), ['.', '.', '', '.'], [(12, 9), (5, 5), (16, 9)], [False, False, False, False], 96, False, [True, True, False, True], 2038, 'East', (9, 9))
Element 3: (2, (9, 9), ['', '%', '.', ''], [(13, 9), (6, 5), (16, 10)], [False, True, False, False], 94, False, [False, False, True, False], 2077, 'North', (9, 10))
Element 4: (2, (9, 10), ['', '', '.', '.'], [(14, 9), (7, 5), (16, 11)], [False, False, False, False], 92, False, [False, False, True, True], 2116, 'East', (10, 10))
Element 5: (2, (10, 10), ['', '', '.', '.'], [(14, 10), (8, 5), (16, 12)], [False, False, False, False], 90, False, [False, False, True, True], 2155, 'East', (11, 10))
Element 6: (2, (11, 10), ['', '', '.', '.'], [(15, 10), (9, 5), (17, 12)], [False, False, False, False], 88, False, [False, False, True, True], 2194, 'East', (12, 10))
Element 7: (2, (12, 10), ['', '', '.', '.'], [(15, 11), (10, 5), (17, 13)], [False, False, False, False], 86, False, [False, False, True, True], 2233, 'East', (13, 10))
Element 8: (2, (13, 10), ['', '', '.', ''], [(15, 12), (11, 5), (18, 13)], [False, False, False, False], 84, False, [False, False, True, False], 3262, 'North', (13, 11))
Element 9: (2, (13, 11), ['.', '', '.', '.'], [(15, 13), (12, 5), (17, 13)], [False, False, False, False], 82, False, [True, False, True, True], 3291, 'East', (14, 11))
Element 10: (2, (14, 11), ['', '', '.', ''], [(14, 13), (13, 5), (16, 13)], [False, False, False, False], 80, False, [False, False, True, False], 3330, 'North', (14, 12))
Element 11: (2, (14, 12), ['.', '', '', ''], [(13, 13), (14, 5), (15, 13)], [False, False, False, False], 78, False, [True, False, False, False], 3359, 'West', (13, 12))
Element 12: (2, (13, 12), ['%', '', '', ''], [(12, 13), (15, 5), (15, 12)], [True, False, False, False], 76, False, [False, False, False, False], 3388, 'North', (13, 13))
Element 13: (2, (13, 13), ['', '', '%', ''], [(11, 13), (15, 6), (15, 11)], [False, False, True, False], 74, False, [False, False, False, False], 3407, 'East', (14, 13))
Element 14: (2, (14, 13), ['', '', '%', ''], [(10, 13), (16, 6), (15, 10)], [False, False, True, False], 72, False, [False, False, False, False], 3426, 'East', (15, 13))
Element 15: (2, (15, 13), ['', '', '%', ''], [(10, 12), (17, 6), (14, 10)], [False, False, True, False], 70, False, [False, False, False, False], 3445, 'East', (16, 13))
Element 16: (2, (16, 13), ['', '', '%', ''], [(10, 11), (18, 6), (14, 11)], [False, False, True, False], 68, False, [False, False, False, False], 3464, 'East', (17, 13))
Element 17: (2, (17, 13), ['', '', '%', ''], [(11, 11), (18, 7), (14, 12)], [False, False, True, False], 66, False, [False, False, False, False], 3483, 'East', (18, 13))
Element 18: (2, (18, 13), ['', '%', '%', '%'], [(12, 11), (18, 8), (14, 13)], [False, True, True, True], 64, False, [False, False, False, False], 3502, 'West', (17, 13))
Element 19: (2, (17, 13), ['', '', '%', ''], [(13, 11), (17, 8), (13, 13)], [False, False, True, False], 62, False, [False, False, False, False], 3511, 'South', (17, 12))
Element 20: (2, (17, 12), ['', '%', '', '%'], [(14, 11), (17, 7), (13, 12)], [False, True, False, True], 60, False, [False, False, False, False], 3520, 'West', (16, 12))
Element 21: (2, (16, 12), ['', '', '', ''], [(14, 12), (16, 7), (13, 11)], [False, False, False, False], 58, False, [False, False, False, False], 3529, 'South', (16, 11))
Element 22: (2, (16, 11), ['', '', '', '%'], [(13, 12), (16, 8), (13, 10)], [False, False, False, True], 56, False, [False, False, False, False], 3538, 'South', (16, 10))
Element 23: (2, (16, 10), ['', '', '', '%'], [(14, 12), (15, 8), (13, 9)], [False, False, False, True], 54, False, [False, False, False, False], 3547, 'South', (16, 9))
Element 24: (2, (16, 9), ['', '', '', '%'], [(14, 11), (14, 8), (13, 8)], [False, False, False, True], 52, False, [False, False, False, False], 3566, 'South', (16, 8))
Element 25: (2, (16, 8), ['', '', '', ''], [(13, 11), (14, 7), (13, 7)], [False, False, False, False], 50, False, [False, False, False, False], 3585, 'East', (17, 8))
Element 26: (2, (17, 8), ['', '', '%', ''], [(13, 10), (14, 6), (12, 7)], [False, False, True, False], 48, False, [False, False, False, False], 3604, 'East', (18, 8))
Element 27: (2, (18, 8), ['', '', '%', '%'], [(12, 10), (14, 7), (12, 8)], [False, False, True, True], 46, False, [False, False, False, False], 3613, 'South', (18, 7))
Element 28: (2, (18, 7), ['', '', '', '%'], [(11, 10), (13, 7), (12, 9)], [False, False, False, True], 44, False, [False, False, False, False], 3612, 'South', (18, 6))
Element 29: (2, (18, 6), ['', '%', '', '%'], [(10, 10), (13, 8), (12, 10)], [False, True, False, True], 42, False, [False, False, False, False], 3611, 'West', (17, 6))
Element 30: (2, (17, 6), ['', '%', '', ''], [(9, 10), (13, 9), (12, 11)], [False, True, False, False], 40, False, [False, False, False, False], 3610, 'North', (17, 7))
Element 31: (2, (17, 7), ['', '', '', ''], [(9, 11), (14, 9), (11, 11)], [False, False, False, False], 38, False, [False, False, False, False], 3619, 'West', (16, 7))
Element 32: (2, (16, 7), ['%', '', '', ''], [(9, 12), (15, 9), (11, 10)], [True, False, False, False], 36, False, [False, False, False, False], 3628, 'South', (16, 6))
Element 33: (2, (16, 6), ['', '%', '', ''], [(9, 13), (16, 9), (11, 9)], [False, True, False, False], 34, False, [False, False, False, False], 3637, 'West', (15, 6))
Element 34: (2, (15, 6), ['', '', '%', ''], [(8, 13), (16, 10), (10, 9)], [False, False, True, False], 32, False, [False, False, False, False], 3646, 'South', (15, 5))
Element 35: (2, (15, 5), ['', '.', '', '%'], [(8, 12), (16, 11), (10, 10)], [False, False, False, True], 30, False, [False, True, False, False], 3655, 'South', (15, 4))
Element 36: (2, (15, 4), ['.', '.', '', '%'], [(8, 11), (16, 12), (10, 11)], [False, False, False, True], 28, False, [True, True, False, False], 3674, 'South', (15, 3))
