Element 1: (3, (12, 9), ['.', '.', 'G', '.'], [(11, 3), (11, 5), (12, 10)], [False, False, False, False], 98, False, [True, True, False, True], 1019, 'East', (13, 9))
Element 2: (3, (13, 9), ['', '.', 'G', '.'], [(12, 3), (12, 5), (13, 10)], [False, False, False, False], 96, False, [False, True, False, True], 1058, 'East', (14, 9))
Element 3: (3, (14, 9), ['', '.', 'G', '.'], [(13, 3), (13, 5), (14, 10)], [False, False, False, False], 94, False, [False, True, False, True], 1097, 'East', (15, 9))
Element 4: (3, (15, 9), ['', '.', 'G', 'F'], [(13, 4), (14, 5), (15, 10)], [False, False, False, False], 92, False, [False, True, False, False], 1136, 'East', (16, 9))
Element 5: (3, (16, 9), ['', '.', 'G', '%'], [(14, 4), (15, 5), (16, 10)], [False, False, False, True], 90, False, [False, True, False, False], 2165, 'South', (16, 8))
Element 6: (3, (16, 8), ['.', '.', '', '.'], [(15, 4), (15, 6), (16, 11)], [False, False, False, False], 88, False, [True, True, False, True], 2204, 'East', (17, 8))
Element 7: (3, (17, 8), ['', '.', '%', '.'], [(15, 3), (16, 6), (16, 12)], [False, False, True, False], 86, False, [False, True, False, True], 2243, 'East', (18, 8))
Element 8: (3, (18, 8), ['', '.', '%', '%'], [(16, 3), (17, 6), (17, 12)], [False, False, True, True], 84, False, [False, True, False, False], 2282, 'South', (18, 7))
Element 9: (3, (18, 7), ['.', 'G', '', '%'], [(16, 2), (18, 6), (17, 13)], [False, False, False, True], 82, False, [True, False, False, False], 3311, 'West', (17, 7))
Element 10: (3, (17, 7), ['.', '', '', 'G'], [(16, 1), (18, 7), (18, 13)], [False, False, False, False], 80, False, [True, False, False, False], 3340, 'West', (16, 7))
Element 11: (3, (16, 7), ['%', '', '', ''], [(17, 1), (18, 8), (17, 13)], [True, False, False, False], 78, False, [False, False, False, False], 3359, 'South', (16, 6))
Element 12: (3, (16, 6), ['', '%', '', ''], [(16, 1), (17, 8), (16, 13)], [False, True, False, False], 76, False, [False, False, False, False], 3368, 'East', (17, 6))
Element 13: (3, (17, 6), ['', '%', 'G', ''], [(15, 1), (17, 7), (15, 13)], [False, True, False, False], 74, False, [False, False, False, False], 3387, 'East', (18, 6))
Element 14: (3, (18, 6), ['', '%', '', '%'], [(14, 1), (16, 7), (15, 12)], [False, True, False, True], 72, False, [False, False, False, False], 3406, 'West', (17, 6))
Element 15: (3, (17, 6), ['', '%', '', ''], [(13, 1), (16, 8), (15, 11)], [False, True, False, False], 70, False, [False, False, False, False], 3425, 'West', (16, 6))
Element 16: (3, (16, 6), ['', '%', '', ''], [(12, 1), (15, 8), (14, 11)], [False, True, False, False], 68, False, [False, False, False, False], 3454, 'West', (15, 6))
Element 17: (3, (15, 6), ['.', '', '%', ''], [(11, 1), (14, 8), (14, 12)], [False, False, True, False], 66, False, [True, False, False, False], 3483, 'West', (14, 6))
Element 18: (3, (14, 6), ['%', '', 'G', ''], [(10, 1), (14, 7), (14, 13)], [True, False, False, False], 64, False, [False, False, False, False], 3522, 'South', (14, 5))
Element 19: (3, (14, 5), ['', '', '', ''], [(9, 1), (13, 7), (13, 13)], [False, False, False, False], 62, False, [False, False, False, False], 3551, 'East', (15, 5))
Element 20: (3, (15, 5), ['', '', '', '%'], [(8, 1), (13, 8), (13, 12)], [False, False, False, True], 60, False, [False, False, False, False], 3580, 'South', (15, 4))
Element 21: (3, (15, 4), ['', '', '', '%'], [(8, 2), (12, 8), (13, 11)], [False, False, False, True], 58, False, [False, False, False, False], 3609, 'South', (15, 3))
Element 22: (3, (15, 3), ['%', '%', '', ''], [(8, 3), (12, 7), (12, 11)], [True, True, False, False], 56, False, [False, False, False, False], 3638, 'East', (16, 3))
Element 23: (3, (16, 3), ['', '', '%', '.'], [(9, 3), (12, 6), (11, 11)], [False, False, True, False], 54, False, [False, False, False, True], 3667, 'East', (17, 3))
Element 24: (3, (17, 3), ['', '%', '%', '.'], [(9, 4), (11, 6), (10, 11)], [False, True, True, False], 52, False, [False, False, False, True], 3706, 'East', (18, 3))
Element 25: (3, (18, 3), ['', '%', '%', '%'], [(9, 5), (11, 7), (10, 12)], [False, True, True, True], 50, False, [False, False, False, False], 3745, 'West', (17, 3))
Element 26: (3, (17, 3), ['', '%', '%', ''], [(9, 6), (11, 6), (10, 13)], [False, True, True, False], 48, False, [False, False, False, False], 3764, 'West', (16, 3))
Element 27: (3, (16, 3), ['', '', '%', ''], [(10, 6), (11, 5), (11, 13)], [False, False, True, False], 46, False, [False, False, False, False], 3783, 'South', (16, 2))
Element 28: (3, (16, 2), ['%', '', '', '%'], [(11, 6), (10, 5), (12, 13)], [True, False, False, True], 44, False, [False, False, False, False], 3792, 'South', (16, 1))
Element 29: (3, (16, 1), ['', '%', '', ''], [(12, 6), (9, 5), (11, 13)], [False, True, False, False], 42, False, [False, False, False, False], 3791, 'East', (17, 1))
Element 30: (3, (17, 1), ['', '%', '%', '%'], [(12, 7), (8, 5), (10, 13)], [False, True, True, True], 40, False, [False, False, False, False], 3800, 'West', (16, 1))
Element 31: (3, (16, 1), ['', '%', '', ''], [(13, 7), (8, 6), (9, 13)], [False, True, False, False], 38, False, [False, False, False, False], 3819, 'West', (15, 1))
Element 32: (3, (15, 1), ['', '%', '%', ''], [(14, 7), (7, 6), (9, 12)], [False, True, True, False], 36, False, [False, False, False, False], 3838, 'West', (14, 1))
Element 33: (3, (14, 1), ['', '%', '%', ''], [(14, 8), (7, 5), (9, 11)], [False, True, True, False], 34, False, [False, False, False, False], 3857, 'West', (13, 1))
Element 34: (3, (13, 1), ['', '%', '%', ''], [(15, 8), (7, 4), (9, 10)], [False, True, True, False], 32, False, [False, False, False, False], 3876, 'West', (12, 1))
Element 35: (3, (12, 1), ['', '%', '%', ''], [(16, 8), (8, 4), (10, 10)], [False, True, True, False], 30, False, [False, False, False, False], 3895, 'West', (11, 1))
Element 36: (3, (11, 1), ['', '%', '%', ''], [(17, 8), (9, 4), (10, 9)], [False, True, True, False], 28, False, [False, False, False, False], 3904, 'West', (10, 1))
Element 37: (3, (10, 1), ['', '%', '%', ''], [(18, 8), (9, 3), (11, 9)], [False, True, True, False], 26, False, [False, False, False, False], 3913, 'West', (9, 1))
Element 38: (3, (9, 1), ['', '%', '%', ''], [(18, 7), (10, 3), (12, 9)], [False, True, True, False], 24, False, [False, False, False, False], 3912, 'West', (8, 1))
Element 39: (3, (8, 1), ['.', '%', '', ''], [(18, 6), (11, 3), (13, 9)], [False, True, False, False], 22, False, [True, False, False, False], 3911, 'West', (7, 1))
Element 40: (3, (7, 1), ['.', '%', '.', ''], [(17, 6), (11, 4), (14, 9)], [False, True, False, False], 20, False, [True, False, True, False], 3930, 'North', (7, 2))
Element 41: (3, (7, 2), ['.', '', '.', ''], [(17, 7), (12, 4), (15, 9)], [False, False, False, False], 18, False, [True, False, True, False], 3949, 'North', (7, 3))
Element 42: (3, (7, 3), ['.', '', '', ''], [(16, 7), (13, 4), (16, 9)], [False, False, False, False], 16, False, [True, False, False, False], 3958, 'West', (6, 3))
Element 43: (3, (6, 3), ['.', '.', '.', ''], [(16, 6), (14, 4), (16, 8)], [False, False, False, False], 14, False, [True, True, True, False], 3967, 'North', (6, 4))
Element 44: (3, (6, 4), ['.', '', '.', ''], [(15, 6), (15, 4), (17, 8)], [False, False, False, False], 12, False, [True, False, True, False], 3976, 'North', (6, 5))
Element 45: (3, (6, 5), ['.', '', '.', ''], [(15, 5), (15, 3), (18, 8)], [False, False, False, False], 10, False, [True, False, True, False], 3985, 'North', (6, 6))
Element 46: (3, (6, 6), ['%', '', '%', ''], [(14, 5), (16, 3), (18, 7)], [True, False, True, False], 8, False, [False, False, False, False], 3994, 'East', (7, 6))
Element 47: (3, (7, 6), ['', '', '%', ''], [(14, 6), (17, 3), (18, 6)], [False, False, True, False], 6, False, [False, False, False, False], 3993, 'East', (8, 6))
Element 48: (3, (8, 6), ['', '', '%', ''], [(14, 5), (18, 3), (17, 6)], [False, False, True, False], 4, False, [False, False, False, False], 3992, 'East', (9, 6))
Element 49: (3, (9, 6), ['', '', '%', ''], [(13, 5), (17, 3), (17, 7)], [False, False, True, False], 2, False, [False, False, False, False], 3991, 'East', (10, 6))
Element 50: (3, (10, 6), ['', '', '%', ''], [(13, 5), (17, 3), (17, 7)], [False, False, True, False], 0, False, [False, False, False, False], 3990, 'Stop', (10, 6))
Element 51: #0#
