Element 1: (2, (15, 9), ['.', '.', '.', 'F'], [(4, 2), (10, 3), (17, 7)], [False, False, False, False], 98, False, [True, True, True, False], 19, 'East', (16, 9))
Element 2: (2, (16, 9), ['', '.', '.', '%'], [(5, 2), (11, 3), (18, 7)], [False, False, False, True], 96, False, [False, True, True, False], 1048, 'North', (16, 10))
Element 3: (2, (16, 10), ['.', '', '.', '%'], [(6, 2), (12, 3), (18, 8)], [False, False, False, True], 94, False, [True, False, True, False], 1087, 'North', (16, 11))
Element 4: (2, (16, 11), ['.', '', '.', '%'], [(7, 2), (13, 3), (17, 8)], [False, False, False, True], 92, False, [True, False, True, False], 1126, 'North', (16, 12))
Element 5: (2, (16, 12), ['.', '', '.', '.'], [(8, 2), (13, 4), (16, 8)], [False, False, False, False], 90, False, [True, False, True, True], 1165, 'East', (17, 12))
Element 6: (2, (17, 12), ['', '%', '.', '%'], [(8, 3), (14, 4), (16, 7)], [False, True, False, True], 88, False, [False, False, True, False], 1204, 'North', (17, 13))
Element 7: (2, (17, 13), ['.', '', '%', '.'], [(8, 4), (15, 4), (16, 6)], [False, False, True, False], 86, False, [True, False, False, True], 1243, 'East', (18, 13))
Element 8: (2, (18, 13), ['', '%', '%', '%'], [(9, 4), (15, 5), (17, 6)], [False, True, True, True], 84, False, [False, False, False, False], 1282, 'West', (17, 13))
Element 9: (2, (17, 13), ['.', '', '%', ''], [(9, 5), (15, 6), (18, 6)], [False, False, True, False], 82, False, [True, False, False, False], 1311, 'West', (16, 13))
Element 10: (2, (16, 13), ['.', '', '%', ''], [(10, 5), (14, 6), (17, 6)], [False, False, True, False], 80, False, [True, False, False, False], 1340, 'West', (15, 13))
Element 11: (2, (15, 13), ['.', '.', '%', ''], [(11, 5), (14, 7), (16, 6)], [False, False, True, False], 78, False, [True, True, False, False], 2359, 'South', (15, 12))
