Element 1: (0, (13, 10), ['.', '.', 'G', '.'], [(2, 6), (9, 9), (13, 11)], [False, False, False, False], 98, False, [True, True, False, True], 0, 'East', (14, 10))
Element 2: (0, (14, 10), ['', '.', 'G', '.'], [(2, 7), (8, 9), (14, 11)], [False, False, False, False], 96, False, [False, True, False, True], 1029, 'East', (15, 10))
Element 3: (0, (15, 10), ['', '.', 'G', '.'], [(1, 7), (8, 10), (15, 11)], [False, False, False, False], 94, False, [False, True, False, True], 1068, 'East', (16, 10))
Element 4: (0, (16, 10), ['', 'F', 'G', '%'], [(1, 6), (9, 10), (16, 11)], [False, False, False, True], 92, False, [False, False, False, False], 1107, 'South', (16, 9))
Element 5: (0, (16, 9), ['.', '.', '', '%'], [(1, 5), (10, 10), (16, 12)], [False, False, False, True], 90, False, [True, True, False, False], 2136, 'South', (16, 8))
Element 6: (0, (16, 8), ['.', '.', '', '.'], [(2, 5), (11, 10), (17, 12)], [False, False, False, False], 88, False, [True, True, False, True], 2175, 'East', (17, 8))
Element 7: (0, (17, 8), ['', '.', '%', '.'], [(3, 5), (12, 10), (17, 13)], [False, False, True, False], 86, False, [False, True, False, True], 2214, 'East', (18, 8))
Element 8: (0, (18, 8), ['', '.', '%', '%'], [(4, 5), (12, 11), (18, 13)], [False, False, True, True], 84, False, [False, True, False, False], 2253, 'South', (18, 7))
Element 9: (0, (18, 7), ['.', '.', '', '%'], [(5, 5), (11, 11), (17, 13)], [False, False, False, True], 82, False, [True, True, False, False], 2282, 'South', (18, 6))
Element 10: (0, (18, 6), ['.', '%', '', '%'], [(6, 5), (10, 11), (16, 13)], [False, True, False, True], 80, False, [True, False, False, False], 2321, 'West', (17, 6))
Element 11: (0, (17, 6), ['.', '%', '.', ''], [(7, 5), (10, 12), (15, 13)], [False, True, False, False], 78, False, [True, False, True, False], 2360, 'North', (17, 7))
Element 12: (0, (17, 7), ['.', '', '', ''], [(8, 5), (10, 13), (15, 12)], [False, False, False, False], 76, False, [True, False, False, False], 2399, 'West', (16, 7))
Element 13: (0, (16, 7), ['%', '.', '', ''], [(9, 5), (11, 13), (14, 12)], [True, False, False, False], 74, False, [False, True, False, False], 2438, 'South', (16, 6))
Element 14: (0, (16, 6), ['.', '%', '', ''], [(10, 5), (12, 13), (14, 13)], [False, True, False, False], 72, False, [True, False, False, False], 2477, 'West', (15, 6))
Element 15: (0, (15, 6), ['.', '.', '%', ''], [(11, 5), (13, 13), (14, 12)], [False, False, True, False], 70, False, [True, True, False, False], 3496, 'South', (15, 5))
Element 16: (0, (15, 5), ['.', '.', '', '%'], [(12, 5), (13, 12), (14, 11)], [False, False, False, True], 68, False, [True, True, False, False], 3525, 'South', (15, 4))
Element 17: (0, (15, 4), ['.', '.', '', '%'], [(13, 5), (14, 12), (13, 11)], [False, False, False, True], 66, False, [True, True, False, False], 3544, 'South', (15, 3))
Element 18: (0, (15, 3), ['%', '%', '', '.'], [(14, 5), (15, 12), (12, 11)], [True, True, False, False], 64, False, [False, False, False, True], 3563, 'East', (16, 3))
Element 19: (0, (16, 3), ['', 'F', '%', '.'], [(14, 6), (16, 12), (12, 10)], [False, False, True, False], 62, False, [False, False, False, True], 3582, 'South', (16, 2))
Element 20: (0, (16, 2), ['%', '.', '', '%'], [(14, 7), (17, 12), (12, 9)], [True, False, False, True], 60, False, [False, True, False, False], 4601, 'South', (16, 1))
Element 21: (0, (16, 1), ['.', '%', '', '.'], [(14, 8), (17, 13), (13, 9)], [False, True, False, False], 58, False, [True, False, False, True], 4630, 'East', (17, 1))
Element 22: (0, (17, 1), ['', '%', '%', '%'], [(15, 8), (18, 13), (14, 9)], [False, True, True, True], 56, False, [False, False, False, False], 4659, 'West', (16, 1))
Element 23: (0, (16, 1), ['.', '%', '', ''], [(15, 9), (17, 13), (14, 10)], [False, True, False, False], 54, False, [True, False, False, False], 4668, 'West', (15, 1))
Element 24: (0, (15, 1), ['.', '%', '%', ''], [(16, 9), (16, 13), (15, 10)], [False, True, True, False], 52, False, [True, False, False, False], 4677, 'West', (14, 1))
Element 25: (0, (14, 1), ['.', '%', '%', ''], [(16, 10), (15, 13), (15, 9)], [False, True, True, False], 50, False, [True, False, False, False], 4686, 'West', (13, 1))
Element 26: (0, (13, 1), ['.', '%', '%', ''], [(16, 11), (14, 13), (16, 9)], [False, True, True, False], 48, False, [True, False, False, False], 4695, 'West', (12, 1))
Element 27: (0, (12, 1), ['.', '%', '%', ''], [(16, 12), (15, 13), (16, 10)], [False, True, True, False], 46, False, [True, False, False, False], 4704, 'West', (11, 1))
Element 28: (0, (11, 1), ['.', '%', '%', ''], [(17, 12), (16, 13), (16, 9)], [False, True, True, False], 44, False, [True, False, False, False], 4713, 'West', (10, 1))
Element 29: (0, (10, 1), ['.', '%', '%', ''], [(17, 13), (15, 13), (16, 8)], [False, True, True, False], 42, False, [True, False, False, False], 4722, 'West', (9, 1))
Element 30: (0, (9, 1), ['.', '%', '%', ''], [(18, 13), (15, 12), (17, 8)], [False, True, True, False], 40, False, [True, False, False, False], 4731, 'West', (8, 1))
Element 31: (0, (8, 1), ['.', '%', '.', ''], [(17, 13), (16, 12), (18, 8)], [False, True, False, False], 38, False, [True, False, True, False], 4740, 'North', (8, 2))
Element 32: (0, (8, 2), ['.', '', '.', '%'], [(16, 13), (15, 12), (18, 7)], [False, False, False, True], 36, False, [True, False, True, False], 4749, 'North', (8, 3))
Element 33: (0, (8, 3), ['.', '', '.', '.'], [(15, 13), (16, 12), (18, 6)], [False, False, False, False], 34, False, [True, False, True, True], 4758, 'East', (9, 3))
Element 34: (0, (9, 3), ['', '%', '.', '.'], [(15, 12), (16, 11), (17, 6)], [False, True, False, False], 32, False, [False, False, True, True], 4767, 'East', (10, 3))
