Element 1: (3, (16, 1), ['.', '%', 'F', '.'], [(14, 12), (14, 5), (16, 11)], [False, True, False, False], 98, False, [True, False, False, True], 29, 'North', (16, 2))
Element 2: (3, (16, 2), ['%', '', '.', '%'], [(15, 12), (15, 5), (16, 12)], [True, False, False, True], 96, False, [False, False, True, False], 1058, 'North', (16, 3))
Element 3: (3, (16, 3), ['.', '', '%', '.'], [(15, 13), (15, 6), (17, 12)], [False, False, True, False], 94, False, [True, False, False, True], 1097, 'East', (17, 3))
Element 4: (3, (17, 3), ['', '%', '%', '.'], [(16, 13), (16, 6), (17, 13)], [False, True, True, False], 92, False, [False, False, False, True], 1136, 'East', (18, 3))
Element 5: (3, (18, 3), ['', '%', '%', '%'], [(16, 12), (17, 6), (18, 13)], [False, True, True, True], 90, False, [False, False, False, False], 1165, 'West', (17, 3))
Element 6: (3, (17, 3), ['', '%', '%', ''], [(17, 12), (18, 6), (17, 13)], [False, True, True, False], 88, False, [False, False, False, False], 1174, 'West', (16, 3))
Element 7: (3, (16, 3), ['.', '', '%', ''], [(16, 12), (18, 7), (16, 13)], [False, False, True, False], 86, False, [True, False, False, False], 1183, 'West', (15, 3))
Element 8: (3, (15, 3), ['%', '%', '.', ''], [(16, 11), (18, 8), (15, 13)], [True, True, False, False], 84, False, [False, False, True, False], 1202, 'North', (15, 4))
Element 9: (3, (15, 4), ['.', '', '', '%'], [(16, 10), (17, 8), (14, 13)], [False, False, False, True], 82, False, [True, False, False, False], 1241, 'West', (14, 4))
Element 10: (3, (14, 4), ['.', '%', '', ''], [(16, 9), (17, 7), (13, 13)], [False, True, False, False], 80, False, [True, False, False, False], 2270, 'West', (13, 4))
Element 11: (3, (13, 4), ['.', '.', '', ''], [(16, 8), (16, 7), (12, 13)], [False, False, False, False], 78, False, [True, True, False, False], 2309, 'South', (13, 3))
Element 12: (3, (13, 3), ['.', '%', '', '%'], [(15, 8), (16, 8), (11, 13)], [False, True, False, True], 76, False, [True, False, False, False], 2338, 'West', (12, 3))
