Element 1: (3, (16, 1), ['.', '%', 'F', '.'], [(14, 12), (14, 5), (16, 11)], [False, True, False, False], 98, False, [True, False, False, True], 29, 'North', (16, 2))
Element 13: (3, (12, 3), ['.', '%', '.', ''], [(15, 9), (16, 9), (10, 13)], [False, True, False, False], 74, False, [True, False, True, False], 2367, 'North', (12, 4))
Element 14: (3, (12, 4), ['.', '', '.', ''], [(15, 10), (16, 10), (10, 12)], [False, False, False, False], 72, False, [True, False, True, False], 2396, 'North', (12, 5))
Element 15: (3, (12, 5), ['F', '', '.', ''], [(14, 10), (16, 11), (10, 11)], [False, False, False, False], 70, False, [False, False, True, False], 2425, 'West', (11, 5))
Element 16: (3, (11, 5), ['.', '.', '.', ''], [(14, 11), (16, 12), (11, 11)], [False, False, False, False], 68, False, [True, True, True, False], 3444, 'North', (11, 6))
Element 17: (3, (11, 6), ['.', '', '.', '.'], [(13, 11), (17, 12), (12, 11)], [False, False, False, False], 66, False, [True, False, True, True], 3473, 'East', (12, 6))
Element 18: (3, (12, 6), ['', '', '.', '%'], [(13, 10), (17, 13), (12, 10)], [False, False, False, True], 64, False, [False, False, True, False], 3502, 'North', (12, 7))
Element 19: (3, (12, 7), ['.', '', '.', '.'], [(13, 9), (18, 13), (12, 9)], [False, False, False, False], 62, False, [True, False, True, True], 3531, 'East', (13, 7))
Element 20: (3, (13, 7), ['', '%', '.', '.'], [(14, 9), (17, 13), (12, 8)], [False, True, False, False], 60, False, [False, False, True, True], 3560, 'East', (14, 7))
Element 21: (3, (14, 7), ['', '.', 'G', '%'], [(14, 8), (16, 13), (13, 8)], [False, False, False, True], 58, False, [False, True, False, False], 3589, 'South', (14, 6))
Element 22: (3, (14, 6), ['%', '', 'G', ''], [(14, 7), (15, 13), (14, 8)], [True, False, False, False], 56, False, [False, False, False, False], 3598, 'East', (15, 6))
Element 23: (3, (15, 6), ['G', '', '%', ''], [(14, 6), (15, 12), (15, 8)], [False, False, True, False], 54, False, [False, False, False, False], 3597, 'East', (16, 6))
Element 24: (3, (16, 6), ['G', '%', '', ''], [(15, 6), (15, 11), (16, 8)], [False, True, False, False], 52, False, [False, False, False, False], 3596, 'East', (17, 6))
Element 25: (3, (17, 6), ['G', '%', '', ''], [(16, 6), (15, 10), (17, 8)], [False, True, False, False], 50, False, [False, False, False, False], 3595, 'East', (18, 6))
Element 26: (3, (18, 6), ['G', '%', '', '%'], [(17, 6), (15, 9), (18, 8)], [False, True, False, True], 48, False, [False, False, False, False], 3594, 'North', (18, 7))
Element 27: (3, (18, 7), ['', 'G', '', '%'], [(18, 6), (15, 8), (17, 8)], [False, False, False, True], 46, False, [False, False, False, False], 3593, 'North', (18, 8))
Element 28: (3, (18, 8), ['', 'G', '%', '%'], [(18, 7), (14, 8), (17, 7)], [False, False, True, True], 44, False, [False, False, False, False], 3592, 'West', (17, 8))
Element 29: (3, (17, 8), ['', '', '%', 'G'], [(18, 8), (14, 9), (18, 7)], [False, False, True, False], 42, False, [False, False, False, False], 3591, 'South', (17, 7))
Element 30: (3, (17, 7), ['', '', 'G', ''], [(17, 8), (14, 10), (18, 6)], [False, False, False, False], 40, False, [False, False, False, False], 3590, 'West', (16, 7))
Element 31: (3, (16, 7), ['%', '', '', 'G'], [(17, 7), (14, 11), (17, 6)], [True, False, False, False], 38, False, [False, False, False, False], 3589, 'North', (16, 8))
Element 32: (3, (16, 8), ['', 'G', '', ''], [(16, 7), (14, 12), (16, 6)], [False, False, False, False], 36, False, [False, False, False, False], 3588, 'North', (16, 9))
Element 33: (3, (16, 9), ['', '', '', '%'], [(17, 7), (14, 13), (16, 7)], [False, False, False, True], 34, False, [False, False, False, False], 3587, 'North', (16, 10))
Element 34: (3, (16, 10), ['', '', '', '%'], [(17, 8), (13, 13), (16, 6)], [False, False, False, True], 32, False, [False, False, False, False], 3586, 'North', (16, 11))
Element 35: (3, (16, 11), ['', '', '', '%'], [(18, 8), (13, 12), (15, 6)], [False, False, False, True], 30, False, [False, False, False, False], 3585, 'North', (16, 12))
Element 36: (3, (16, 12), ['', '', '', ''], [(18, 7), (13, 11), (15, 5)], [False, False, False, False], 28, False, [False, False, False, False], 3584, 'East', (17, 12))
Element 37: (3, (17, 12), ['', '%', '', '%'], [(18, 6), (13, 10), (15, 4)], [False, True, False, True], 26, False, [False, False, False, False], 3583, 'North', (17, 13))
Element 38: (3, (17, 13), ['', '', '%', ''], [(17, 6), (13, 9), (15, 3)], [False, False, True, False], 24, False, [False, False, False, False], 3582, 'East', (18, 13))
Element 39: (3, (18, 13), ['', '%', '%', '%'], [(17, 7), (13, 8), (16, 3)], [False, True, True, True], 22, False, [False, False, False, False], 3581, 'West', (17, 13))
Element 40: (3, (17, 13), ['', '', '%', ''], [(17, 6), (13, 7), (17, 3)], [False, False, True, False], 20, False, [False, False, False, False], 3580, 'West', (16, 13))
Element 41: (3, (16, 13), ['', '', '%', ''], [(16, 6), (14, 7), (18, 3)], [False, False, True, False], 18, False, [False, False, False, False], 3579, 'West', (15, 13))
Element 42: (3, (15, 13), ['', '', '%', ''], [(16, 7), (14, 6), (17, 3)], [False, False, True, False], 16, False, [False, False, False, False], 3578, 'South', (15, 12))
Element 43: (3, (15, 12), ['', '', '', ''], [(16, 6), (14, 7), (16, 3)], [False, False, False, False], 14, False, [False, False, False, False], 3577, 'South', (15, 11))
Element 44: (3, (15, 11), ['', '', '', ''], [(15, 6), (13, 7), (16, 2)], [False, False, False, False], 12, False, [False, False, False, False], 3576, 'South', (15, 10))
Element 45: (3, (15, 10), ['', '', '', ''], [(15, 5), (12, 7), (16, 1)], [False, False, False, False], 10, False, [False, False, False, False], 3575, 'South', (15, 9))
Element 46: (3, (15, 9), ['', '', '', ''], [(15, 4), (11, 7), (17, 1)], [False, False, False, False], 8, False, [False, False, False, False], 3594, 'South', (15, 8))
Element 47: (3, (15, 8), ['', '%', '', ''], [(15, 3), (11, 6), (16, 1)], [False, True, False, False], 6, False, [False, False, False, False], 3593, 'West', (14, 8))
Element 48: (3, (14, 8), ['', '', '', ''], [(16, 3), (10, 6), (15, 1)], [False, False, False, False], 4, False, [False, False, False, False], 3612, 'North', (14, 9))
Element 49: (3, (14, 9), ['', '', '', ''], [(17, 3), (10, 5), (14, 1)], [False, False, False, False], 2, False, [False, False, False, False], 3631, 'North', (14, 10))
Element 50: (3, (14, 10), ['', '', '', ''], [(17, 3), (10, 5), (14, 1)], [False, False, False, False], 0, False, [False, False, False, False], 3630, 'Stop', (14, 10))
Element 51: #0#
