Element 1: (3, (14, 5), ['.', 'G', '.', '.'], [(7, 5), (2, 4), (14, 4)], [False, False, False, False], 98, False, [True, False, True, True], 29, 'East', (15, 5))
Element 2: (3, (15, 5), ['', 'G', '.', '%'], [(8, 5), (3, 4), (15, 4)], [False, False, False, True], 96, False, [False, False, True, False], 68, 'North', (15, 6))
Element 3: (3, (15, 6), ['.', '', '%', '.'], [(9, 5), (4, 4), (15, 3)], [False, False, True, False], 94, False, [True, False, False, True], 107, 'East', (16, 6))
Element 4: (3, (16, 6), ['', '%', '.', '.'], [(10, 5), (5, 4), (16, 3)], [False, True, False, False], 92, False, [False, False, True, True], 146, 'East', (17, 6))
Element 5: (3, (17, 6), ['', '%', '.', '.'], [(11, 5), (6, 4), (16, 2)], [False, True, False, False], 90, False, [False, False, True, True], 2165, 'East', (18, 6))
Element 6: (3, (18, 6), ['', '%', '.', '%'], [(12, 5), (7, 4), (16, 1)], [False, True, False, True], 88, False, [False, False, True, False], 2204, 'North', (18, 7))
Element 7: (3, (18, 7), ['.', '', '.', '%'], [(13, 5), (8, 4), (17, 1)], [False, False, False, True], 86, False, [True, False, True, False], 2243, 'North', (18, 8))
Element 8: (3, (18, 8), ['.', '', '%', '%'], [(14, 5), (9, 4), (16, 1)], [False, False, True, True], 84, False, [True, False, False, False], 2262, 'West', (17, 8))
Element 9: (3, (17, 8), ['.', '.', '%', ''], [(14, 6), (9, 3), (15, 1)], [False, False, True, False], 82, False, [True, True, False, False], 2301, 'South', (17, 7))
Element 10: (3, (17, 7), ['.', '', '', ''], [(14, 7), (10, 3), (14, 1)], [False, False, False, False], 80, False, [True, False, False, False], 2340, 'West', (16, 7))
Element 11: (3, (16, 7), ['%', '', '.', ''], [(14, 8), (11, 3), (13, 1)], [True, False, False, False], 78, False, [False, False, True, False], 2379, 'North', (16, 8))
Element 12: (3, (16, 8), ['G', '', 'F', ''], [(15, 8), (12, 3), (12, 1)], [False, False, False, False], 76, False, [False, False, False, False], 2418, 'North', (16, 9))
Element 13: (3, (16, 9), ['G', '', '.', '%'], [(15, 9), (13, 3), (11, 1)], [False, False, False, True], 74, False, [False, False, True, False], 3447, 'North', (16, 10))
Element 14: (3, (16, 10), ['G', '', '.', '%'], [(15, 10), (13, 4), (10, 1)], [False, False, False, True], 72, False, [False, False, True, False], 3476, 'North', (16, 11))
Element 15: (3, (16, 11), ['G', '', '.', '%'], [(15, 11), (12, 4), (9, 1)], [False, False, False, True], 70, False, [False, False, True, False], 3515, 'North', (16, 12))
Element 16: (3, (16, 12), ['G', '', '.', '.'], [(15, 12), (11, 4), (8, 1)], [False, False, False, False], 68, False, [False, False, True, True], 3554, 'East', (17, 12))
Element 17: (3, (17, 12), ['', '%', '.', '%'], [(15, 13), (11, 5), (8, 2)], [False, True, False, True], 66, False, [False, False, True, False], 3583, 'North', (17, 13))
Element 18: (3, (17, 13), ['G', '', '%', '.'], [(16, 13), (11, 6), (8, 3)], [False, False, True, False], 64, False, [False, False, False, True], 3622, 'East', (18, 13))
Element 19: (3, (18, 13), ['G', '%', '%', '%'], [(17, 13), (12, 6), (7, 3)], [False, True, True, True], 62, False, [False, False, False, False], 3651, 'Stop', (18, 13))
Element 20: (3, (18, 13), ['', '%', '%', '%'], [(17, 12), (12, 7), (7, 2)], [False, True, True, True], 60, False, [False, False, False, False], 3670, 'West', (17, 13))
Element 21: (3, (17, 13), ['', '', '%', ''], [(16, 12), (13, 7), (7, 1)], [False, False, True, False], 58, False, [False, False, False, False], 3689, 'West', (16, 13))
Element 22: (3, (16, 13), ['', '', '%', ''], [(16, 11), (13, 8), (6, 1)], [False, False, True, False], 56, False, [False, False, False, False], 3708, 'West', (15, 13))
Element 23: (3, (15, 13), ['.', '', '%', ''], [(16, 10), (13, 9), (6, 2)], [False, False, True, False], 54, False, [True, False, False, False], 3727, 'West', (14, 13))
Element 24: (3, (14, 13), ['.', '.', '%', ''], [(16, 9), (14, 9), (6, 3)], [False, False, True, False], 52, False, [True, True, False, False], 3756, 'South', (14, 12))
Element 25: (3, (14, 12), ['.', '.', '', ''], [(16, 8), (14, 10), (5, 3)], [False, False, False, False], 50, False, [True, True, False, False], 3785, 'South', (14, 11))
Element 26: (3, (14, 11), ['.', '', '', ''], [(17, 8), (13, 10), (5, 2)], [False, False, False, False], 48, False, [True, False, False, False], 3814, 'West', (13, 11))
Element 27: (3, (13, 11), ['.', '', '.', ''], [(18, 8), (12, 10), (5, 1)], [False, False, False, False], 46, False, [True, False, True, False], 3843, 'North', (13, 12))
Element 28: (3, (13, 12), ['%', '', '.', ''], [(18, 7), (12, 11), (5, 2)], [True, False, False, False], 44, False, [False, False, True, False], 3862, 'North', (13, 13))
Element 29: (3, (13, 13), ['.', '', '%', ''], [(18, 6), (11, 11), (4, 2)], [False, False, True, False], 42, False, [True, False, False, False], 3891, 'West', (12, 13))
Element 30: (3, (12, 13), ['.', '%', '%', ''], [(17, 6), (11, 10), (4, 3)], [False, True, True, False], 40, False, [True, False, False, False], 3920, 'West', (11, 13))
Element 31: (3, (11, 13), ['.', '%', '%', ''], [(17, 7), (11, 9), (3, 3)], [False, True, True, False], 38, False, [True, False, False, False], 3949, 'West', (10, 13))
Element 32: (3, (10, 13), ['.', '.', '%', ''], [(16, 7), (12, 9), (3, 2)], [False, False, True, False], 36, False, [True, True, False, False], 3978, 'South', (10, 12))
Element 33: (3, (10, 12), ['.', '.', '', '%'], [(16, 6), (12, 8), (3, 3)], [False, False, False, True], 34, False, [True, True, False, False], 3997, 'South', (10, 11))
Element 34: (3, (10, 11), ['.', '.', '', ''], [(15, 6), (12, 9), (2, 3)], [False, False, False, False], 32, False, [True, True, False, False], 4016, 'South', (10, 10))
Element 35: (3, (10, 10), ['.', '.', '', ''], [(15, 5), (11, 9), (2, 4)], [False, False, False, False], 30, False, [True, True, False, False], 4025, 'South', (10, 9))
Element 36: (3, (10, 9), ['.', '%', '', ''], [(15, 4), (11, 10), (2, 5)], [False, True, False, False], 28, False, [True, False, False, False], 4044, 'West', (9, 9))
Element 37: (3, (9, 9), ['F', '%', '.', ''], [(15, 3), (11, 9), (3, 5)], [False, True, False, False], 26, False, [False, False, True, False], 4063, 'West', (8, 9))
Element 38: (3, (8, 9), ['.', '.', '.', ''], [(16, 3), (11, 10), (4, 5)], [False, False, False, False], 24, False, [True, True, True, False], 5072, 'North', (8, 10))
Element 39: (3, (8, 10), ['.', '', '.', '.'], [(17, 3), (10, 10), (5, 5)], [False, False, False, False], 22, False, [True, False, True, True], 5101, 'East', (9, 10))
Element 40: (3, (9, 10), ['', '', '.', ''], [(18, 3), (10, 11), (6, 5)], [False, False, False, False], 20, False, [False, False, True, False], 5120, 'North', (9, 11))
Element 41: (3, (9, 11), ['.', '', '.', ''], [(17, 3), (10, 12), (6, 6)], [False, False, False, False], 18, False, [True, False, True, False], 5139, 'North', (9, 12))
