Element 1: (2, (6, 3), ['.', '.', '.', 'G'], [(16, 2), (5, 11), (7, 3)], [False, False, False, False], 98, False, [True, True, True, False], 1009, 'North', (6, 4))
Element 2: (2, (6, 4), ['.', '', '.', '.'], [(16, 1), (6, 11), (8, 3)], [False, False, False, False], 96, False, [True, False, True, True], 1048, 'East', (7, 4))
Element 3: (2, (7, 4), ['', '', '.', '.'], [(17, 1), (7, 11), (9, 3)], [False, False, False, False], 94, False, [False, False, True, True], 1087, 'East', (8, 4))
Element 4: (2, (8, 4), ['', '', '.', '.'], [(16, 1), (8, 11), (10, 3)], [False, False, False, False], 92, False, [False, False, True, True], 1116, 'East', (9, 4))
Element 5: (2, (9, 4), ['', '', '.', '%'], [(15, 1), (9, 11), (11, 3)], [False, False, False, True], 90, False, [False, False, True, False], 1155, 'North', (9, 5))
Element 6: (2, (9, 5), ['.', '', '.', '.'], [(14, 1), (10, 11), (12, 3)], [False, False, False, False], 88, False, [True, False, True, True], 1194, 'East', (10, 5))
Element 7: (2, (10, 5), ['', '%', '.', 'F'], [(13, 1), (11, 11), (13, 3)], [False, True, False, False], 86, False, [False, False, True, False], 1233, 'East', (11, 5))
Element 8: (2, (11, 5), ['', '.', '.', '.'], [(12, 1), (12, 11), (13, 4)], [False, False, False, False], 84, False, [False, True, True, True], 2262, 'East', (12, 5))
Element 9: (2, (12, 5), ['', '.', '.', '.'], [(11, 1), (13, 11), (14, 4)], [False, False, False, False], 82, False, [False, True, True, True], 2301, 'East', (13, 5))
Element 10: (2, (13, 5), ['', '', '%', '.'], [(10, 1), (14, 11), (15, 4)], [False, False, True, False], 80, False, [False, False, False, True], 2340, 'East', (14, 5))
Element 11: (2, (14, 5), ['', '', '.', 'G'], [(9, 1), (15, 11), (15, 5)], [False, False, False, False], 78, False, [False, False, True, False], 2379, 'North', (14, 6))
Element 12: (2, (14, 6), ['%', '', '.', 'G'], [(8, 1), (16, 11), (15, 6)], [True, False, False, False], 76, False, [False, False, True, False], 2418, 'North', (14, 7))
Element 13: (2, (14, 7), ['.', '', '.', '%'], [(8, 2), (16, 12), (16, 6)], [False, False, False, True], 74, False, [True, False, True, False], 2457, 'North', (14, 8))
Element 14: (2, (14, 8), ['.', '', '.', '.'], [(7, 2), (17, 12), (17, 6)], [False, False, False, False], 72, False, [True, False, True, True], 2496, 'East', (15, 8))
Element 15: (2, (15, 8), ['', '%', '.', '.'], [(7, 1), (17, 13), (18, 6)], [False, True, False, False], 70, False, [False, False, True, True], 2535, 'East', (16, 8))
Element 16: (2, (16, 8), ['', '.', 'F', '.'], [(6, 1), (18, 13), (18, 7)], [False, False, False, False], 68, False, [False, True, False, True], 2574, 'North', (16, 9))
Element 17: (2, (16, 9), ['.', '', '.', '%'], [(6, 2), (17, 13), (18, 8)], [False, False, False, True], 66, False, [True, False, True, False], 3593, 'North', (16, 10))
Element 18: (2, (16, 10), ['.', '', '', '%'], [(5, 2), (16, 13), (17, 8)], [False, False, False, True], 64, False, [True, False, False, False], 3632, 'West', (15, 10))
Element 19: (2, (15, 10), ['.', '.', '', ''], [(5, 3), (15, 13), (17, 7)], [False, False, False, False], 62, False, [True, True, False, False], 3671, 'South', (15, 9))
Element 20: (2, (15, 9), ['.', '', '', ''], [(5, 4), (15, 12), (16, 7)], [False, False, False, False], 60, False, [True, False, False, False], 3710, 'West', (14, 9))
Element 21: (2, (14, 9), ['.', '', '.', ''], [(5, 5), (14, 12), (16, 8)], [False, False, False, False], 58, False, [True, False, True, False], 3739, 'North', (14, 10))
Element 22: (2, (14, 10), ['.', '', '', ''], [(6, 5), (14, 13), (16, 9)], [False, False, False, False], 56, False, [True, False, False, False], 3768, 'West', (13, 10))
Element 23: (2, (13, 10), ['.', '.', '', ''], [(7, 5), (13, 13), (16, 10)], [False, False, False, False], 54, False, [True, True, False, False], 3797, 'South', (13, 9))
Element 24: (2, (13, 9), ['.', '.', '', ''], [(8, 5), (13, 12), (16, 11)], [False, False, False, False], 52, False, [True, True, False, False], 3826, 'South', (13, 8))
Element 25: (2, (13, 8), ['.', '.', '', ''], [(8, 6), (13, 13), (16, 12)], [False, False, False, False], 50, False, [True, True, False, False], 3845, 'South', (13, 7))
