Element 1: (1, (8, 8), ['.', '%', 'F', '%'], [(2, 4), (8, 13), (18, 8)], [False, True, False, True], 98, False, [True, False, False, False], 9, 'North', (8, 9))
Element 2: (1, (8, 9), ['.', '', '.', '.'], [(3, 4), (9, 13), (18, 7)], [False, False, False, False], 96, False, [True, False, True, True], 1038, 'East', (9, 9))
Element 3: (1, (9, 9), ['', '%', '.', '.'], [(4, 4), (10, 13), (18, 6)], [False, True, False, False], 94, False, [False, False, True, True], 1077, 'East', (10, 9))
Element 4: (1, (10, 9), ['', '%', '.', '.'], [(5, 4), (11, 13), (17, 6)], [False, True, False, False], 92, False, [False, False, True, True], 1116, 'East', (11, 9))
Element 5: (1, (11, 9), ['', '%', '.', '.'], [(6, 4), (12, 13), (17, 7)], [False, True, False, False], 90, False, [False, False, True, True], 1155, 'East', (12, 9))
Element 6: (1, (12, 9), ['', '.', '.', '.'], [(7, 4), (13, 13), (17, 8)], [False, False, False, False], 88, False, [False, True, True, True], 1194, 'East', (13, 9))
Element 7: (1, (13, 9), ['', '.', '.', '.'], [(8, 4), (14, 13), (16, 8)], [False, False, False, False], 86, False, [False, True, True, True], 1233, 'East', (14, 9))
Element 8: (1, (14, 9), ['', '.', '.', '.'], [(9, 4), (15, 13), (16, 9)], [False, False, False, False], 84, False, [False, True, True, True], 2262, 'East', (15, 9))
Element 9: (1, (15, 9), ['', '.', '.', ''], [(9, 5), (16, 13), (16, 10)], [False, False, False, False], 82, False, [False, True, True, False], 2301, 'North', (15, 10))
Element 10: (1, (15, 10), ['.', '', '.', ''], [(10, 5), (17, 13), (16, 11)], [False, False, False, False], 80, False, [True, False, True, False], 2340, 'North', (15, 11))
Element 11: (1, (15, 11), ['.', '', '.', ''], [(11, 5), (18, 13), (16, 12)], [False, False, False, False], 78, False, [True, False, True, False], 3369, 'North', (15, 12))
Element 12: (1, (15, 12), ['.', '', '', ''], [(12, 5), (17, 13), (17, 12)], [False, False, False, False], 76, False, [True, False, False, False], 3398, 'West', (14, 12))
Element 13: (1, (14, 12), ['.', '.', '', ''], [(13, 5), (16, 13), (17, 13)], [False, False, False, False], 74, False, [True, True, False, False], 3417, 'South', (14, 11))
Element 14: (1, (14, 11), ['.', '.', '', ''], [(14, 5), (15, 13), (18, 13)], [False, False, False, False], 72, False, [True, True, False, False], 3436, 'South', (14, 10))
Element 15: (1, (14, 10), ['.', '', '', ''], [(15, 5), (16, 13), (17, 13)], [False, False, False, False], 70, False, [True, False, False, False], 3455, 'West', (13, 10))
Element 16: (1, (13, 10), ['.', '', '.', ''], [(15, 6), (16, 12), (16, 13)], [False, False, False, False], 68, False, [True, False, True, False], 3474, 'North', (13, 11))
Element 17: (1, (13, 11), ['.', '', '.', ''], [(16, 6), (17, 12), (15, 13)], [False, False, False, False], 66, False, [True, False, True, False], 3493, 'North', (13, 12))
Element 18: (1, (13, 12), ['%', '', '', ''], [(16, 7), (16, 12), (15, 12)], [True, False, False, False], 64, False, [False, False, False, False], 3512, 'North', (13, 13))
Element 19: (1, (13, 13), ['', '', '%', ''], [(17, 7), (16, 11), (15, 11)], [False, False, True, False], 62, False, [False, False, False, False], 3511, 'East', (14, 13))
Element 20: (1, (14, 13), ['', '', '%', ''], [(18, 7), (16, 10), (15, 10)], [False, False, True, False], 60, False, [False, False, False, False], 3510, 'East', (15, 13))
Element 21: (1, (15, 13), ['', '', '%', ''], [(18, 8), (16, 9), (15, 9)], [False, False, True, False], 58, False, [False, False, False, False], 3509, 'East', (16, 13))
Element 22: (1, (16, 13), ['', '', '%', ''], [(17, 8), (16, 8), (15, 8)], [False, False, True, False], 56, False, [False, False, False, False], 3518, 'East', (17, 13))
Element 23: (1, (17, 13), ['', '', '%', ''], [(16, 8), (16, 7), (14, 8)], [False, False, True, False], 54, False, [False, False, False, False], 3527, 'East', (18, 13))
Element 24: (1, (18, 13), ['', '%', '%', '%'], [(16, 9), (17, 7), (14, 7)], [False, True, True, True], 52, False, [False, False, False, False], 3536, 'West', (17, 13))
