Element 1: (1, (8, 8), ['.', '%', 'F', '%'], [(2, 4), (8, 13), (18, 8)], [False, True, False, True], 98, False, [True, False, False, False], 9, 'North', (8, 9))
Element 25: (1, (17, 13), ['', '', '%', ''], [(16, 10), (18, 7), (14, 6)], [False, False, True, False], 50, False, [False, False, False, False], 3545, 'South', (17, 12))
Element 26: (1, (17, 12), ['', '%', '', '%'], [(16, 11), (18, 8), (15, 6)], [False, True, False, True], 48, False, [False, False, False, False], 3544, 'West', (16, 12))
Element 27: (1, (16, 12), ['', '', '', ''], [(15, 11), (17, 8), (16, 6)], [False, False, False, False], 46, False, [False, False, False, False], 3543, 'South', (16, 11))
Element 28: (1, (16, 11), ['', '', '', '%'], [(15, 12), (18, 8), (16, 7)], [False, False, False, True], 44, False, [False, False, False, False], 3542, 'South', (16, 10))
Element 29: (1, (16, 10), ['', '', '', '%'], [(16, 12), (18, 7), (16, 6)], [False, False, False, True], 42, False, [False, False, False, False], 3541, 'South', (16, 9))
Element 30: (1, (16, 9), ['', '', '', '%'], [(17, 12), (18, 6), (15, 6)], [False, False, False, True], 40, False, [False, False, False, False], 3540, 'South', (16, 8))
Element 31: (1, (16, 8), ['', '', '', ''], [(17, 13), (17, 6), (15, 5)], [False, False, False, False], 38, False, [False, False, False, False], 3539, 'East', (17, 8))
Element 32: (1, (17, 8), ['', '', '%', ''], [(18, 13), (16, 6), (15, 4)], [False, False, True, False], 36, False, [False, False, False, False], 3548, 'East', (18, 8))
Element 33: (1, (18, 8), ['', '', '%', '%'], [(17, 13), (15, 6), (15, 3)], [False, False, True, True], 34, False, [False, False, False, False], 3557, 'South', (18, 7))
Element 34: (1, (18, 7), ['', '', '', '%'], [(16, 13), (15, 5), (16, 3)], [False, False, False, True], 32, False, [False, False, False, False], 3566, 'South', (18, 6))
Element 35: (1, (18, 6), ['', '%', '', '%'], [(15, 13), (15, 4), (16, 2)], [False, True, False, True], 30, False, [False, False, False, False], 4565, 'West', (17, 6))
Element 36: (1, (17, 6), ['', '%', '', ''], [(14, 13), (14, 4), (16, 1)], [False, True, False, False], 28, False, [False, False, False, False], 4584, 'North', (17, 7))
Element 37: (1, (17, 7), ['', '', '', ''], [(14, 12), (13, 4), (17, 1)], [False, False, False, False], 26, False, [False, False, False, False], 4603, 'West', (16, 7))
Element 38: (1, (16, 7), ['%', '', '', ''], [(14, 11), (13, 3), (16, 1)], [True, False, False, False], 24, False, [False, False, False, False], 4612, 'South', (16, 6))
Element 39: (1, (16, 6), ['', '%', '', ''], [(14, 10), (12, 3), (15, 1)], [False, True, False, False], 22, False, [False, False, False, False], 4631, 'West', (15, 6))
Element 40: (1, (15, 6), ['', '', '%', ''], [(15, 10), (12, 4), (14, 1)], [False, False, True, False], 20, False, [False, False, False, False], 4650, 'South', (15, 5))
Element 41: (1, (15, 5), ['', '', '', '%'], [(15, 9), (11, 4), (13, 1)], [False, False, False, True], 18, False, [False, False, False, False], 4669, 'South', (15, 4))
Element 42: (1, (15, 4), ['', '', '', '%'], [(15, 8), (11, 3), (12, 1)], [False, False, False, True], 16, False, [False, False, False, False], 4688, 'South', (15, 3))
Element 43: (1, (15, 3), ['%', '%', '', ''], [(14, 8), (10, 3), (11, 1)], [True, True, False, False], 14, False, [False, False, False, False], 4707, 'East', (16, 3))
Element 44: (1, (16, 3), ['', '', '%', '.'], [(13, 8), (9, 3), (10, 1)], [False, False, True, False], 12, False, [False, False, False, True], 4736, 'East', (17, 3))
Element 45: (1, (17, 3), ['', '%', '%', '.'], [(13, 7), (8, 3), (9, 1)], [False, True, True, False], 10, False, [False, False, False, True], 4775, 'East', (18, 3))
Element 46: (1, (18, 3), ['', '%', '%', '%'], [(12, 7), (8, 2), (8, 1)], [False, True, True, True], 8, False, [False, False, False, False], 4814, 'West', (17, 3))
Element 47: (1, (17, 3), ['', '%', '%', ''], [(12, 8), (7, 2), (7, 1)], [False, True, True, False], 6, False, [False, False, False, False], 4843, 'West', (16, 3))
Element 48: (1, (16, 3), ['', '', '%', ''], [(12, 9), (7, 3), (6, 1)], [False, False, True, False], 4, False, [False, False, False, False], 4862, 'South', (16, 2))
Element 49: (1, (16, 2), ['%', '', '', '%'], [(12, 10), (6, 3), (6, 2)], [True, False, False, True], 2, False, [False, False, False, False], 4891, 'South', (16, 1))
Element 50: (1, (16, 1), ['', '%', '', ''], [(12, 10), (5, 3), (5, 2)], [False, True, False, False], 0, False, [False, False, False, False], 4910, 'Stop', (16, 1))
Element 51: #0#
