Element 1: (3, (17, 6), ['.', '%', '.', '.'], [(12, 9), (8, 9), (10, 1)], [False, True, False, False], 98, False, [True, False, True, True], 1019, 'East', (18, 6))
Element 2: (3, (18, 6), ['', '%', '.', '%'], [(13, 9), (9, 9), (11, 1)], [False, True, False, True], 96, False, [False, False, True, False], 1058, 'North', (18, 7))
Element 3: (3, (18, 7), ['.', '', '.', '%'], [(14, 9), (10, 9), (12, 1)], [False, False, False, True], 94, False, [True, False, True, False], 1097, 'North', (18, 8))
Element 4: (3, (18, 8), ['.', '', '%', '%'], [(15, 9), (10, 10), (13, 1)], [False, False, True, True], 92, False, [True, False, False, False], 1136, 'West', (17, 8))
Element 5: (3, (17, 8), ['.', '.', '%', ''], [(16, 9), (11, 10), (14, 1)], [False, False, True, False], 90, False, [True, True, False, False], 2165, 'South', (17, 7))
Element 6: (3, (17, 7), ['.', '', '', ''], [(16, 10), (12, 10), (15, 1)], [False, False, False, False], 88, False, [True, False, False, False], 2204, 'West', (16, 7))
Element 7: (3, (16, 7), ['%', '.', '.', ''], [(16, 11), (13, 10), (16, 1)], [True, False, False, False], 86, False, [False, True, True, False], 2243, 'North', (16, 8))
Element 8: (3, (16, 8), ['.', '', '', ''], [(16, 12), (14, 10), (16, 2)], [False, False, False, False], 84, False, [True, False, False, False], 3272, 'West', (15, 8))
Element 9: (3, (15, 8), ['.', '%', '', ''], [(17, 12), (15, 10), (16, 3)], [False, True, False, False], 82, False, [True, False, False, False], 3311, 'West', (14, 8))
Element 10: (3, (14, 8), ['.', '.', '', ''], [(17, 13), (15, 11), (17, 3)], [False, False, False, False], 80, False, [True, True, False, False], 3350, 'South', (14, 7))
Element 11: (3, (14, 7), ['.', '.', '', '%'], [(18, 13), (15, 12), (18, 3)], [False, False, False, True], 78, False, [True, True, False, False], 3389, 'South', (14, 6))
Element 12: (3, (14, 6), ['%', '.', '', '.'], [(17, 13), (15, 13), (17, 3)], [True, False, False, False], 76, False, [False, True, False, True], 3408, 'East', (15, 6))
Element 13: (3, (15, 6), ['', '.', '%', '.'], [(16, 13), (14, 13), (16, 3)], [False, False, True, False], 74, False, [False, True, False, True], 3437, 'East', (16, 6))
Element 14: (3, (16, 6), ['', '%', '', ''], [(15, 13), (14, 12), (15, 3)], [False, True, False, False], 72, False, [False, False, False, False], 3466, 'West', (15, 6))
Element 15: (3, (15, 6), ['', '.', '%', ''], [(15, 12), (14, 11), (15, 4)], [False, False, True, False], 70, False, [False, True, False, False], 3485, 'South', (15, 5))
