Element 1: (1, (7, 9), ['.', '.', '.', 'F'], [(11, 5), (8, 8), (15, 11)], [False, False, False, False], 98, False, [True, True, True, False], 999, 'East', (8, 9))
Element 2: (1, (8, 9), ['', '', '.', '.'], [(12, 5), (7, 8), (16, 11)], [False, False, False, False], 96, False, [False, False, True, True], 2028, 'East', (9, 9))
Element 3: (1, (9, 9), ['', '%', '.', '.'], [(13, 5), (6, 8), (16, 12)], [False, True, False, False], 94, False, [False, False, True, True], 2067, 'East', (10, 9))
Element 4: (1, (10, 9), ['', '%', '.', '.'], [(14, 5), (6, 9), (17, 12)], [False, True, False, False], 92, False, [False, False, True, True], 2106, 'East', (11, 9))
Element 5: (1, (11, 9), ['', '%', '.', '.'], [(15, 5), (6, 10), (17, 13)], [False, True, False, False], 90, False, [False, False, True, True], 2145, 'East', (12, 9))
Element 6: (1, (12, 9), ['', '.', '.', '.'], [(15, 6), (7, 10), (18, 13)], [False, False, False, False], 88, False, [False, True, True, True], 2184, 'East', (13, 9))
Element 7: (1, (13, 9), ['', '.', '.', '.'], [(16, 6), (8, 10), (17, 13)], [False, False, False, False], 86, False, [False, True, True, True], 2213, 'East', (14, 9))
Element 8: (1, (14, 9), ['', '.', '.', '.'], [(17, 6), (9, 10), (16, 13)], [False, False, False, False], 84, False, [False, True, True, True], 2252, 'East', (15, 9))
Element 9: (1, (15, 9), ['', '.', '.', 'F'], [(18, 6), (10, 10), (15, 13)], [False, False, False, False], 82, False, [False, True, True, False], 2291, 'East', (16, 9))
Element 10: (1, (16, 9), ['', '.', '.', '%'], [(18, 7), (11, 10), (15, 12)], [False, False, False, True], 80, False, [False, True, True, False], 3320, 'North', (16, 10))
Element 11: (1, (16, 10), ['.', '', '', '%'], [(18, 8), (12, 10), (14, 12)], [False, False, False, True], 78, False, [True, False, False, False], 3359, 'West', (15, 10))
Element 12: (1, (15, 10), ['.', '', '', ''], [(17, 8), (13, 10), (14, 13)], [False, False, False, False], 76, False, [True, False, False, False], 3398, 'West', (14, 10))
Element 13: (1, (14, 10), ['', '', '.', ''], [(17, 7), (13, 11), (13, 13)], [False, False, False, False], 74, False, [False, False, True, False], 3437, 'North', (14, 11))
Element 14: (1, (14, 11), ['', '', '', ''], [(16, 7), (13, 12), (12, 13)], [False, False, False, False], 72, False, [False, False, False, False], 3476, 'East', (15, 11))
Element 15: (1, (15, 11), ['', '', '', ''], [(16, 8), (14, 12), (11, 13)], [False, False, False, False], 70, False, [False, False, False, False], 3495, 'East', (16, 11))
Element 16: (1, (16, 11), ['', '', '', '%'], [(15, 8), (15, 12), (10, 13)], [False, False, False, True], 68, False, [False, False, False, False], 3514, 'North', (16, 12))
Element 17: (1, (16, 12), ['', '', '', ''], [(14, 8), (15, 13), (10, 12)], [False, False, False, False], 66, False, [False, False, False, False], 3533, 'East', (17, 12))
Element 18: (1, (17, 12), ['', '%', '', '%'], [(14, 7), (16, 13), (10, 11)], [False, True, False, True], 64, False, [False, False, False, False], 3552, 'North', (17, 13))
Element 19: (1, (17, 13), ['', '', '%', ''], [(14, 6), (16, 12), (11, 11)], [False, False, True, False], 62, False, [False, False, False, False], 3571, 'East', (18, 13))
Element 20: (1, (18, 13), ['', '%', '%', '%'], [(14, 7), (17, 12), (12, 11)], [False, True, True, True], 60, False, [False, False, False, False], 3580, 'West', (17, 13))
Element 21: (1, (17, 13), ['', '', '%', ''], [(13, 7), (16, 12), (13, 11)], [False, False, True, False], 58, False, [False, False, False, False], 3589, 'West', (16, 13))
Element 22: (1, (16, 13), ['', '', '%', ''], [(13, 8), (16, 11), (14, 11)], [False, False, True, False], 56, False, [False, False, False, False], 3598, 'West', (15, 13))
Element 23: (1, (15, 13), ['', '', '%', ''], [(12, 8), (16, 10), (14, 10)], [False, False, True, False], 54, False, [False, False, False, False], 3607, 'South', (15, 12))
