Element 1: (0, (11, 4), ['%', '.', 'F', '.'], [(2, 12), (7, 12), (12, 6)], [True, False, False, False], 98, False, [False, True, False, True], 0, 'North', (11, 5))
Element 2: (0, (11, 5), ['.', '', '.', '.'], [(3, 12), (8, 12), (12, 7)], [False, False, False, False], 96, False, [True, False, True, True], 1029, 'East', (12, 5))
Element 3: (0, (12, 5), ['', '.', '', '.'], [(4, 12), (9, 12), (13, 7)], [False, False, False, False], 94, False, [False, True, False, True], 1068, 'East', (13, 5))
Element 4: (0, (13, 5), ['', '.', '%', '.'], [(5, 12), (10, 12), (14, 7)], [False, False, True, False], 92, False, [False, True, False, True], 1107, 'East', (14, 5))
Element 5: (0, (14, 5), ['', '.', '.', '.'], [(6, 12), (10, 13), (14, 8)], [False, False, False, False], 90, False, [False, True, True, True], 1146, 'East', (15, 5))
Element 6: (0, (15, 5), ['', '.', '.', '%'], [(6, 13), (11, 13), (15, 8)], [False, False, False, True], 88, False, [False, True, True, False], 1185, 'North', (15, 6))
Element 7: (0, (15, 6), ['.', '', '%', '.'], [(7, 13), (12, 13), (16, 8)], [False, False, True, False], 86, False, [True, False, False, True], 1224, 'East', (16, 6))
Element 8: (0, (16, 6), ['', '%', '.', '.'], [(8, 13), (13, 13), (16, 9)], [False, True, False, False], 84, False, [False, False, True, True], 2253, 'East', (17, 6))
Element 9: (0, (17, 6), ['', '%', '.', '.'], [(9, 13), (14, 13), (16, 10)], [False, True, False, False], 82, False, [False, False, True, True], 2292, 'East', (18, 6))
Element 10: (0, (18, 6), ['', '%', '.', '%'], [(10, 13), (15, 13), (16, 11)], [False, True, False, True], 80, False, [False, False, True, False], 2321, 'North', (18, 7))
Element 11: (0, (18, 7), ['.', '', '.', '%'], [(11, 13), (16, 13), (16, 12)], [False, False, False, True], 78, False, [True, False, True, False], 2350, 'North', (18, 8))
Element 12: (0, (18, 8), ['.', '', '%', '%'], [(12, 13), (17, 13), (17, 12)], [False, False, True, True], 76, False, [True, False, False, False], 2379, 'West', (17, 8))
Element 13: (0, (17, 8), ['', '.', '%', ''], [(13, 13), (18, 13), (17, 13)], [False, False, True, False], 74, False, [False, True, False, False], 2398, 'South', (17, 7))
Element 14: (0, (17, 7), ['.', '', '', ''], [(13, 12), (18, 13), (16, 13)], [False, False, False, False], 72, False, [True, False, False, False], 2417, 'West', (16, 7))
Element 15: (0, (16, 7), ['%', '', '', ''], [(14, 12), (17, 13), (15, 13)], [True, False, False, False], 70, False, [False, False, False, False], 2436, 'North', (16, 8))
Element 16: (0, (16, 8), ['', '', '', ''], [(15, 12), (16, 13), (14, 13)], [False, False, False, False], 68, False, [False, False, False, False], 2445, 'North', (16, 9))
Element 17: (0, (16, 9), ['.', '', '', '%'], [(15, 11), (16, 12), (14, 12)], [False, False, False, True], 66, False, [True, False, False, False], 2454, 'West', (15, 9))
Element 18: (0, (15, 9), ['.', '', 'G', ''], [(15, 10), (17, 12), (14, 11)], [False, False, False, False], 64, False, [True, False, False, False], 2483, 'West', (14, 9))
Element 19: (0, (14, 9), ['.', '', 'G', ''], [(14, 10), (16, 12), (13, 11)], [False, False, False, False], 62, False, [True, False, False, False], 2512, 'West', (13, 9))
Element 20: (0, (13, 9), ['.', '.', 'G', ''], [(13, 10), (16, 11), (12, 11)], [False, False, False, False], 60, False, [True, True, False, False], 2541, 'South', (13, 8))
Element 21: (0, (13, 8), ['.', '', '', ''], [(12, 10), (16, 10), (11, 11)], [False, False, False, False], 58, False, [True, False, False, False], 2570, 'West', (12, 8))
Element 22: (0, (12, 8), ['%', '', 'G', ''], [(12, 9), (16, 9), (11, 10)], [True, False, False, False], 56, False, [False, False, False, False], 2599, 'South', (12, 7))
Element 23: (0, (12, 7), ['.', '', '', ''], [(11, 9), (16, 8), (10, 10)], [False, False, False, False], 54, False, [True, False, False, False], 2618, 'West', (11, 7))
Element 24: (0, (11, 7), ['%', '.', '%', ''], [(10, 9), (17, 8), (10, 11)], [True, False, True, False], 52, False, [False, True, False, False], 2647, 'South', (11, 6))
Element 25: (0, (11, 6), ['.', '', '', ''], [(9, 9), (18, 8), (9, 11)], [False, False, False, False], 50, False, [True, False, False, False], 2676, 'West', (10, 6))
Element 26: (0, (10, 6), ['.', '.', '%', ''], [(8, 9), (18, 7), (9, 10)], [False, False, True, False], 48, False, [True, True, False, False], 3695, 'South', (10, 5))
Element 27: (0, (10, 5), ['.', '%', '', ''], [(8, 10), (18, 6), (9, 9)], [False, True, False, False], 46, False, [True, False, False, False], 3714, 'West', (9, 5))
Element 28: (0, (9, 5), ['.', '.', '.', ''], [(8, 11), (17, 6), (10, 9)], [False, False, False, False], 44, False, [True, True, True, False], 3733, 'North', (9, 6))
Element 29: (0, (9, 6), ['.', '', '%', ''], [(7, 11), (17, 7), (11, 9)], [False, False, True, False], 42, False, [True, False, False, False], 3752, 'West', (8, 6))
Element 30: (0, (8, 6), ['.', '.', '%', ''], [(7, 10), (16, 7), (12, 9)], [False, False, True, False], 40, False, [True, True, False, False], 3771, 'South', (8, 5))
Element 31: (0, (8, 5), ['.', '.', '', ''], [(7, 9), (16, 6), (13, 9)], [False, False, False, False], 38, False, [True, True, False, False], 3790, 'South', (8, 4))
Element 32: (0, (8, 4), ['.', '.', '', '.'], [(7, 8), (15, 6), (14, 9)], [False, False, False, False], 36, False, [True, True, False, True], 3809, 'East', (9, 4))
Element 33: (0, (9, 4), ['', '.', '', '%'], [(8, 8), (14, 6), (15, 9)], [False, False, False, True], 34, False, [False, True, False, False], 3838, 'South', (9, 3))
Element 34: (0, (9, 3), ['.', '%', '', '.'], [(7, 8), (14, 7), (15, 10)], [False, True, False, False], 32, False, [True, False, False, True], 3847, 'East', (10, 3))
Element 35: (0, (10, 3), ['', '%', '%', '.'], [(6, 8), (14, 8), (15, 11)], [False, True, True, False], 30, False, [False, False, False, True], 3866, 'East', (11, 3))
Element 36: (0, (11, 3), ['', '%', '', '.'], [(6, 9), (15, 8), (15, 12)], [False, True, False, False], 28, False, [False, False, False, True], 3885, 'East', (12, 3))
Element 37: (0, (12, 3), ['', '%', '.', '.'], [(6, 10), (15, 9), (15, 11)], [False, True, False, False], 26, False, [False, False, True, True], 3904, 'East', (13, 3))
Element 38: (0, (13, 3), ['', '%', '.', '%'], [(6, 11), (15, 10), (14, 11)], [False, True, False, True], 24, False, [False, False, True, False], 3923, 'North', (13, 4))
Element 39: (0, (13, 4), ['.', '', '', '.'], [(5, 11), (15, 11), (14, 10)], [False, False, False, False], 22, False, [True, False, False, True], 3942, 'East', (14, 4))
Element 40: (0, (14, 4), ['', '%', '', '.'], [(5, 10), (15, 12), (13, 10)], [False, True, False, False], 20, False, [False, False, False, True], 3961, 'East', (15, 4))
Element 41: (0, (15, 4), ['', '.', '', '%'], [(5, 9), (14, 12), (12, 10)], [False, False, False, True], 18, False, [False, True, False, False], 3980, 'South', (15, 3))
Element 42: (0, (15, 3), ['%', '%', '', '.'], [(5, 8), (14, 11), (13, 10)], [True, True, False, False], 16, False, [False, False, False, True], 3999, 'East', (16, 3))
Element 43: (0, (16, 3), ['', 'F', '%', '.'], [(4, 8), (14, 10), (12, 10)], [False, False, True, False], 14, False, [False, False, False, True], 4018, 'South', (16, 2))
Element 44: (0, (16, 2), ['%', '.', '', '%'], [(4, 9), (14, 9), (13, 10)], [True, False, False, True], 12, False, [False, True, False, False], 5027, 'South', (16, 1))
Element 45: (0, (16, 1), ['.', '%', '', '.'], [(4, 10), (13, 9), (13, 9)], [False, True, False, False], 10, False, [True, False, False, True], 5046, 'East', (17, 1))
Element 46: (0, (17, 1), ['', '%', '%', '%'], [(4, 11), (13, 10), (14, 9)], [False, True, True, True], 8, False, [False, False, False, False], 5065, 'West', (16, 1))
Element 47: (0, (16, 1), ['.', '%', '', ''], [(3, 11), (13, 11), (14, 10)], [False, True, False, False], 6, False, [True, False, False, False], 5074, 'West', (15, 1))
Element 48: (0, (15, 1), ['.', '%', '%', ''], [(3, 10), (13, 12), (14, 9)], [False, True, True, False], 4, False, [True, False, False, False], 5093, 'West', (14, 1))
Element 49: (0, (14, 1), ['.', '%', '%', ''], [(3, 9), (13, 11), (13, 9)], [False, True, True, False], 2, False, [True, False, False, False], 5112, 'West', (13, 1))
Element 50: (0, (13, 1), ['.', '%', '%', ''], [(3, 10), (12, 11), (13, 10)], [False, True, True, False], 0, False, [True, False, False, False], 5121, 'Stop', (13, 1))
Element 51: #0#
