Element 1: (3, (16, 3), ['.', 'F', '%', '.'], [(8, 6), (11, 5), (16, 6)], [False, False, True, False], 98, False, [True, False, False, True], 1019, 'South', (16, 2))
Element 2: (3, (16, 2), ['%', '.', '', '%'], [(9, 6), (12, 5), (17, 6)], [True, False, False, True], 96, False, [False, True, False, False], 2048, 'South', (16, 1))
Element 3: (3, (16, 1), ['.', '%', '', '.'], [(10, 6), (13, 5), (18, 6)], [False, True, False, False], 94, False, [True, False, False, True], 2087, 'East', (17, 1))
Element 4: (3, (17, 1), ['', '%', '%', '%'], [(11, 6), (14, 5), (18, 7)], [False, True, True, True], 92, False, [False, False, False, False], 2126, 'West', (16, 1))
Element 5: (3, (16, 1), ['.', '%', '', ''], [(12, 6), (15, 5), (18, 8)], [False, True, False, False], 90, False, [True, False, False, False], 2155, 'West', (15, 1))
Element 6: (3, (15, 1), ['.', '%', '%', ''], [(12, 7), (15, 4), (17, 8)], [False, True, True, False], 88, False, [True, False, False, False], 2194, 'West', (14, 1))
Element 7: (3, (14, 1), ['.', '%', '%', ''], [(13, 7), (15, 3), (17, 7)], [False, True, True, False], 86, False, [True, False, False, False], 2233, 'West', (13, 1))
Element 8: (3, (13, 1), ['.', '%', '%', ''], [(14, 7), (16, 3), (16, 7)], [False, True, True, False], 84, False, [True, False, False, False], 2262, 'West', (12, 1))
Element 9: (3, (12, 1), ['.', '%', '%', ''], [(14, 8), (17, 3), (16, 8)], [False, True, True, False], 82, False, [True, False, False, False], 2301, 'West', (11, 1))
Element 10: (3, (11, 1), ['.', '%', '%', ''], [(15, 8), (18, 3), (16, 9)], [False, True, True, False], 80, False, [True, False, False, False], 3330, 'West', (10, 1))
Element 11: (3, (10, 1), ['.', '%', '%', ''], [(15, 9), (17, 3), (16, 10)], [False, True, True, False], 78, False, [True, False, False, False], 3359, 'West', (9, 1))
Element 12: (3, (9, 1), ['.', '%', '%', ''], [(15, 10), (16, 3), (16, 11)], [False, True, True, False], 76, False, [True, False, False, False], 3388, 'West', (8, 1))
Element 13: (3, (8, 1), ['.', '%', '.', ''], [(15, 11), (16, 2), (16, 12)], [False, True, False, False], 74, False, [True, False, True, False], 3417, 'North', (8, 2))
Element 14: (3, (8, 2), ['.', '', '.', '%'], [(15, 12), (16, 1), (17, 12)], [False, False, False, True], 72, False, [True, False, True, False], 3446, 'North', (8, 3))
Element 15: (3, (8, 3), ['.', '', '.', '.'], [(15, 13), (17, 1), (17, 13)], [False, False, False, False], 70, False, [True, False, True, True], 3475, 'East', (9, 3))
Element 16: (3, (9, 3), ['', '%', '.', '.'], [(16, 13), (16, 1), (18, 13)], [False, True, False, False], 68, False, [False, False, True, True], 3504, 'East', (10, 3))
Element 17: (3, (10, 3), ['', '%', '%', '.'], [(17, 13), (15, 1), (18, 13)], [False, True, True, False], 66, False, [False, False, False, True], 3513, 'East', (11, 3))
Element 18: (3, (11, 3), ['', '%', '', '.'], [(17, 12), (14, 1), (17, 13)], [False, True, False, False], 64, False, [False, False, False, True], 3522, 'East', (12, 3))
Element 19: (3, (12, 3), ['', '%', '.', '.'], [(16, 12), (13, 1), (16, 13)], [False, True, False, False], 62, False, [False, False, True, True], 3531, 'East', (13, 3))
Element 20: (3, (13, 3), ['', '%', '.', '%'], [(16, 11), (12, 1), (15, 13)], [False, True, False, True], 60, False, [False, False, True, False], 3540, 'North', (13, 4))
Element 21: (3, (13, 4), ['.', '', '', '.'], [(16, 10), (11, 1), (14, 13)], [False, False, False, False], 58, False, [True, False, False, True], 3559, 'East', (14, 4))
Element 22: (3, (14, 4), ['', '%', '', ''], [(16, 9), (10, 1), (14, 12)], [False, True, False, False], 56, False, [False, False, False, False], 3578, 'East', (15, 4))
Element 23: (3, (15, 4), ['', '', '', '%'], [(16, 8), (9, 1), (14, 11)], [False, False, False, True], 54, False, [False, False, False, False], 3587, 'North', (15, 5))
Element 24: (3, (15, 5), ['', '', '', '%'], [(17, 8), (8, 1), (14, 10)], [False, False, False, True], 52, False, [False, False, False, False], 3596, 'North', (15, 6))
Element 25: (3, (15, 6), ['.', '', '%', ''], [(18, 8), (7, 1), (14, 9)], [False, False, True, False], 50, False, [True, False, False, False], 3615, 'West', (14, 6))
Element 26: (3, (14, 6), ['%', '', '', ''], [(18, 7), (7, 2), (13, 9)], [True, False, False, False], 48, False, [False, False, False, False], 3644, 'North', (14, 7))
Element 27: (3, (14, 7), ['', '', '', '%'], [(18, 6), (7, 3), (13, 10)], [False, False, False, True], 46, False, [False, False, False, False], 3663, 'North', (14, 8))
Element 28: (3, (14, 8), ['.', '', '', ''], [(17, 6), (7, 4), (13, 11)], [False, False, False, False], 44, False, [True, False, False, False], 3682, 'West', (13, 8))
Element 29: (3, (13, 8), ['.', '', '', ''], [(17, 7), (8, 4), (13, 12)], [False, False, False, False], 42, False, [True, False, False, False], 3711, 'West', (12, 8))
Element 30: (3, (12, 8), ['%', '', '.', ''], [(16, 7), (9, 4), (13, 13)], [True, False, False, False], 40, False, [False, False, True, False], 3740, 'North', (12, 9))
Element 31: (3, (12, 9), ['.', '', '.', ''], [(16, 6), (9, 5), (12, 13)], [False, False, False, False], 38, False, [True, False, True, False], 3769, 'North', (12, 10))
Element 32: (3, (12, 10), ['.', '', '.', ''], [(15, 6), (10, 5), (11, 13)], [False, False, False, False], 36, False, [True, False, True, False], 3798, 'North', (12, 11))
