Element 1: (2, (11, 4), ['%', '.', 'F', '.'], [(14, 13), (4, 4), (14, 10)], [True, False, False, False], 98, False, [False, True, False, True], 19, 'North', (11, 5))
Element 2: (2, (11, 5), ['.', '', '.', '.'], [(15, 13), (5, 4), (15, 10)], [False, False, False, False], 96, False, [True, False, True, True], 1048, 'East', (12, 5))
Element 3: (2, (12, 5), ['', '.', '.', '.'], [(16, 13), (6, 4), (16, 10)], [False, False, False, False], 94, False, [False, True, True, True], 1087, 'East', (13, 5))
Element 4: (2, (13, 5), ['', '.', '%', '.'], [(17, 13), (7, 4), (16, 9)], [False, False, True, False], 92, False, [False, True, False, True], 2116, 'East', (14, 5))
Element 5: (2, (14, 5), ['', '.', '.', '.'], [(18, 13), (8, 4), (16, 8)], [False, False, False, False], 90, False, [False, True, True, True], 2155, 'East', (15, 5))
Element 6: (2, (15, 5), ['', '.', '.', '%'], [(17, 13), (9, 4), (17, 8)], [False, False, False, True], 88, False, [False, True, True, False], 2184, 'North', (15, 6))
Element 7: (2, (15, 6), ['.', '', '%', '.'], [(17, 12), (9, 5), (18, 8)], [False, False, True, False], 86, False, [True, False, False, True], 2223, 'East', (16, 6))
Element 8: (2, (16, 6), ['', '%', '.', '.'], [(16, 12), (10, 5), (18, 7)], [False, True, False, False], 84, False, [False, False, True, True], 2262, 'East', (17, 6))
Element 9: (2, (17, 6), ['', '%', '.', 'G'], [(16, 11), (10, 6), (18, 6)], [False, True, False, False], 82, False, [False, False, True, False], 2301, 'North', (17, 7))
Element 10: (2, (17, 7), ['.', 'G', '', ''], [(15, 11), (11, 6), (17, 6)], [False, False, False, False], 80, False, [True, False, False, False], 2330, 'West', (16, 7))
Element 11: (2, (16, 7), ['%', '', '', 'G'], [(15, 12), (12, 6), (17, 7)], [True, False, False, False], 78, False, [False, False, False, False], 2359, 'North', (16, 8))
Element 12: (2, (16, 8), ['.', 'G', '', ''], [(14, 12), (12, 7), (16, 7)], [False, False, False, False], 76, False, [True, False, False, False], 2378, 'West', (15, 8))
Element 13: (2, (15, 8), ['.', '%', '.', ''], [(14, 11), (13, 7), (16, 6)], [False, True, False, False], 74, False, [True, False, True, False], 2407, 'North', (15, 9))
Element 14: (2, (15, 9), ['.', '', '', ''], [(13, 11), (14, 7), (15, 6)], [False, False, False, False], 72, False, [True, False, False, False], 2436, 'West', (14, 9))
Element 15: (2, (14, 9), ['.', 'G', '', ''], [(13, 12), (14, 8), (14, 6)], [False, False, False, False], 70, False, [True, False, False, False], 2475, 'West', (13, 9))
Element 16: (2, (13, 9), ['.', 'G', '.', ''], [(13, 11), (13, 8), (14, 7)], [False, False, False, False], 68, False, [True, False, True, False], 2494, 'North', (13, 10))
Element 17: (2, (13, 10), ['.', '', '', ''], [(13, 12), (12, 8), (14, 8)], [False, False, False, False], 66, False, [True, False, False, False], 2513, 'West', (12, 10))
Element 18: (2, (12, 10), ['.', 'G', '.', ''], [(13, 11), (12, 9), (15, 8)], [False, False, False, False], 64, False, [True, False, True, False], 2532, 'North', (12, 11))
Element 19: (2, (12, 11), ['.', '', '%', ''], [(13, 10), (11, 9), (15, 9)], [False, False, True, False], 62, False, [True, False, False, False], 2551, 'West', (11, 11))
Element 20: (2, (11, 11), ['.', 'G', '%', ''], [(14, 10), (11, 10), (14, 9)], [False, False, True, False], 60, False, [True, False, False, False], 2570, 'West', (10, 11))
Element 21: (2, (10, 11), ['.', 'G', '.', ''], [(15, 10), (10, 10), (13, 9)], [False, False, False, False], 58, False, [True, False, True, False], 2589, 'North', (10, 12))
Element 22: (2, (10, 12), ['.', '', '.', '%'], [(16, 10), (10, 9), (13, 10)], [False, False, False, True], 56, False, [True, False, True, False], 2608, 'North', (10, 13))
Element 23: (2, (10, 13), ['.', '', '%', '.'], [(16, 9), (9, 9), (13, 11)], [False, False, True, False], 54, False, [True, False, False, True], 2627, 'East', (11, 13))
Element 24: (2, (11, 13), ['', '%', '%', '.'], [(16, 8), (8, 9), (14, 11)], [False, True, True, False], 52, False, [False, False, False, True], 3636, 'East', (12, 13))
Element 25: (2, (12, 13), ['', '%', '%', ''], [(17, 8), (8, 10), (15, 11)], [False, True, True, False], 50, False, [False, False, False, False], 3655, 'East', (13, 13))
Element 26: (2, (13, 13), ['', '', '%', ''], [(18, 8), (9, 10), (16, 11)], [False, False, True, False], 48, False, [False, False, False, False], 3664, 'East', (14, 13))
Element 27: (2, (14, 13), ['', '', '%', ''], [(18, 7), (9, 11), (16, 12)], [False, False, True, False], 46, False, [False, False, False, False], 3673, 'East', (15, 13))
Element 28: (2, (15, 13), ['', '', '%', ''], [(18, 6), (9, 12), (17, 12)], [False, False, True, False], 44, False, [False, False, False, False], 3682, 'East', (16, 13))
Element 29: (2, (16, 13), ['', '', '%', 'G'], [(17, 6), (9, 13), (17, 13)], [False, False, True, False], 42, False, [False, False, False, False], 3691, 'South', (16, 12))
Element 30: (2, (16, 12), ['', '', '', ''], [(17, 7), (8, 13), (18, 13)], [False, False, False, False], 40, False, [False, False, False, False], 3700, 'East', (17, 12))
Element 31: (2, (17, 12), ['', '%', 'G', '%'], [(16, 7), (8, 12), (17, 13)], [False, True, False, True], 38, False, [False, False, False, False], 3709, 'West', (16, 12))
Element 32: (2, (16, 12), ['', '', 'G', ''], [(16, 6), (8, 11), (16, 13)], [False, False, False, False], 36, False, [False, False, False, False], 3718, 'South', (16, 11))
Element 33: (2, (16, 11), ['', '', '', '%'], [(15, 6), (7, 11), (15, 13)], [False, False, False, True], 34, False, [False, False, False, False], 3727, 'South', (16, 10))
Element 34: (2, (16, 10), ['', '', '', '%'], [(15, 5), (7, 12), (15, 12)], [False, False, False, True], 32, False, [False, False, False, False], 3736, 'South', (16, 9))
Element 35: (2, (16, 9), ['', '', '', '%'], [(15, 4), (7, 13), (14, 12)], [False, False, False, True], 30, False, [False, False, False, False], 3755, 'North', (16, 10))
Element 36: (2, (16, 10), ['', '', '', '%'], [(15, 3), (6, 13), (14, 13)], [False, False, False, True], 28, False, [False, False, False, False], 3774, 'West', (15, 10))
Element 37: (2, (15, 10), ['', '', '', ''], [(16, 3), (6, 12), (13, 13)], [False, False, False, False], 26, False, [False, False, False, False], 3793, 'North', (15, 11))
Element 38: (2, (15, 11), ['', '', '', ''], [(16, 2), (6, 11), (13, 12)], [False, False, False, False], 24, False, [False, False, False, False], 4802, 'North', (15, 12))
Element 39: (2, (15, 12), ['', '', '', ''], [(16, 1), (6, 10), (13, 13)], [False, False, False, False], 22, False, [False, False, False, False], 4821, 'West', (14, 12))
Element 40: (2, (14, 12), ['', '', '', ''], [(17, 1), (7, 10), (12, 13)], [False, False, False, False], 20, False, [False, False, False, False], 4840, 'South', (14, 11))
Element 41: (2, (14, 11), ['', '', '', ''], [(16, 1), (7, 9), (11, 13)], [False, False, False, False], 18, False, [False, False, False, False], 4849, 'South', (14, 10))
Element 42: (2, (14, 10), ['', '', '', ''], [(15, 1), (7, 8), (10, 13)], [False, False, False, False], 16, False, [False, False, False, False], 4868, 'North', (14, 11))
Element 43: (2, (14, 11), ['', '', '', ''], [(14, 1), (8, 8), (10, 12)], [False, False, False, False], 14, False, [False, False, False, False], 4887, 'West', (13, 11))
Element 44: (2, (13, 11), ['', '', '', ''], [(13, 1), (7, 8), (10, 11)], [False, False, False, False], 12, False, [False, False, False, False], 4896, 'North', (13, 12))
Element 45: (2, (13, 12), ['%', '', '', ''], [(12, 1), (6, 8), (11, 11)], [True, False, False, False], 10, False, [False, False, False, False], 4915, 'South', (13, 11))
Element 46: (2, (13, 11), ['G', '', '', ''], [(11, 1), (6, 9), (12, 11)], [False, False, False, False], 8, False, [False, False, False, False], 4934, 'East', (14, 11))
Element 47: (2, (14, 11), ['', '', '', ''], [(10, 1), (5, 9), (12, 10)], [False, False, False, False], 6, False, [False, False, False, False], 4953, 'North', (14, 12))
Element 48: (2, (14, 12), ['', '', '', ''], [(9, 1), (5, 10), (12, 9)], [False, False, False, False], 4, False, [False, False, False, False], 4972, 'West', (13, 12))
Element 49: (2, (13, 12), ['%', '', '', ''], [(8, 1), (5, 11), (12, 8)], [True, False, False, False], 2, False, [False, False, False, False], 4991, 'East', (14, 12))
Element 50: (2, (14, 12), ['', '', '', ''], [(8, 1), (5, 11), (13, 8)], [False, False, False, False], 0, False, [False, False, False, False], 4990, 'Stop', (14, 12))
Element 51: #0#
