Element 1: (1, (4, 4), ['G', '.', '.', '.'], [(3, 4), (7, 6), (17, 12)], [False, False, False, False], 98, False, [False, True, True, True], 9, 'East', (5, 4))
Element 2: (1, (5, 4), ['', '.', '.', '.'], [(3, 5), (8, 6), (17, 13)], [False, False, False, False], 96, False, [False, True, True, True], 48, 'East', (6, 4))
Element 3: (1, (6, 4), ['', '.', '.', '.'], [(4, 5), (9, 6), (18, 13)], [False, False, False, False], 94, False, [False, True, True, True], 87, 'East', (7, 4))
Element 4: (1, (7, 4), ['', '.', '.', '.'], [(5, 5), (10, 6), (17, 13)], [False, False, False, False], 92, False, [False, True, True, True], 116, 'East', (8, 4))
Element 5: (1, (8, 4), ['', '.', '.', '.'], [(6, 5), (11, 6), (16, 13)], [False, False, False, False], 90, False, [False, True, True, True], 155, 'East', (9, 4))
Element 6: (1, (9, 4), ['', '.', '.', '%'], [(7, 5), (11, 5), (16, 12)], [False, False, False, True], 88, False, [False, True, True, False], 1184, 'North', (9, 5))
Element 7: (1, (9, 5), ['G', '', '', '.'], [(8, 5), (12, 5), (16, 11)], [False, False, False, False], 86, False, [False, False, False, True], 1223, 'East', (10, 5))
Element 8: (1, (10, 5), ['G', '%', '', ''], [(9, 5), (13, 5), (16, 10)], [False, True, False, False], 84, False, [False, False, False, False], 1252, 'East', (11, 5))
Element 9: (1, (11, 5), ['G', '.', '', ''], [(10, 5), (14, 5), (16, 9)], [False, False, False, False], 82, False, [False, True, False, False], 2261, 'South', (11, 4))
Element 10: (1, (11, 4), ['%', '.', 'G', '.'], [(11, 5), (15, 5), (16, 8)], [True, False, False, False], 80, False, [False, True, False, True], 2290, 'East', (12, 4))
Element 11: (1, (12, 4), ['', '.', 'G', '.'], [(12, 5), (15, 6), (17, 8)], [False, False, False, False], 78, False, [False, True, False, True], 2319, 'East', (13, 4))
Element 12: (1, (13, 4), ['', '.', '', '.'], [(12, 6), (16, 6), (18, 8)], [False, False, False, False], 76, False, [False, True, False, True], 2358, 'East', (14, 4))
Element 13: (1, (14, 4), ['', '%', '', '.'], [(12, 7), (17, 6), (18, 7)], [False, True, False, False], 74, False, [False, False, False, True], 2397, 'East', (15, 4))
Element 14: (1, (15, 4), ['', '.', '', '%'], [(13, 7), (18, 6), (17, 7)], [False, False, False, True], 72, False, [False, True, False, False], 2436, 'South', (15, 3))
Element 15: (1, (15, 3), ['%', '%', '', '.'], [(14, 7), (18, 7), (16, 7)], [True, True, False, False], 70, False, [False, False, False, True], 2465, 'East', (16, 3))
Element 16: (1, (16, 3), ['', 'F', '%', '.'], [(14, 8), (18, 8), (16, 6)], [False, False, True, False], 68, False, [False, False, False, True], 2484, 'South', (16, 2))
Element 17: (1, (16, 2), ['%', '.', '', '%'], [(15, 8), (17, 8), (17, 6)], [True, False, False, True], 66, False, [False, True, False, False], 3493, 'South', (16, 1))
Element 18: (1, (16, 1), ['.', '%', '', '.'], [(15, 9), (17, 7), (18, 6)], [False, True, False, False], 64, False, [True, False, False, True], 3512, 'East', (17, 1))
Element 19: (1, (17, 1), ['', '%', '%', '%'], [(15, 10), (16, 7), (17, 6)], [False, True, True, True], 62, False, [False, False, False, False], 3531, 'West', (16, 1))
Element 20: (1, (16, 1), ['.', '%', '', ''], [(15, 11), (16, 8), (16, 6)], [False, True, False, False], 60, False, [True, False, False, False], 3540, 'West', (15, 1))
