Element 1: (0, (10, 5), ['.', '%', '.', 'F'], [(5, 3), (6, 2), (9, 10)], [False, True, False, False], 98, False, [True, False, True, False], 0, 'East', (11, 5))
Element 2: (0, (11, 5), ['', '.', '.', '.'], [(6, 3), (7, 2), (10, 10)], [False, False, False, False], 96, False, [False, True, True, True], 1029, 'East', (12, 5))
Element 3: (0, (12, 5), ['', '.', '.', '.'], [(7, 3), (8, 2), (11, 10)], [False, False, False, False], 94, False, [False, True, True, True], 1068, 'East', (13, 5))
Element 4: (0, (13, 5), ['', '.', '%', '.'], [(8, 3), (8, 1), (12, 10)], [False, False, True, False], 92, False, [False, True, False, True], 1107, 'East', (14, 5))
Element 5: (0, (14, 5), ['', '.', '.', '.'], [(9, 3), (9, 1), (13, 10)], [False, False, False, False], 90, False, [False, True, True, True], 1146, 'East', (15, 5))
Element 6: (0, (15, 5), ['', '.', '.', '%'], [(10, 3), (10, 1), (14, 10)], [False, False, False, True], 88, False, [False, True, True, False], 1185, 'North', (15, 6))
Element 7: (0, (15, 6), ['.', '', '%', '.'], [(11, 3), (11, 1), (15, 10)], [False, False, True, False], 86, False, [True, False, False, True], 1224, 'East', (16, 6))
Element 8: (0, (16, 6), ['', '%', '.', '.'], [(12, 3), (12, 1), (16, 10)], [False, True, False, False], 84, False, [False, False, True, True], 1263, 'East', (17, 6))
Element 9: (0, (17, 6), ['', '%', '.', '.'], [(13, 3), (13, 1), (16, 9)], [False, True, False, False], 82, False, [False, False, True, True], 2292, 'East', (18, 6))
Element 10: (0, (18, 6), ['', '%', '.', '%'], [(13, 4), (14, 1), (16, 8)], [False, True, False, True], 80, False, [False, False, True, False], 2331, 'North', (18, 7))
Element 11: (0, (18, 7), ['.', '', '.', '%'], [(14, 4), (15, 1), (17, 8)], [False, False, False, True], 78, False, [True, False, True, False], 2370, 'North', (18, 8))
Element 12: (0, (18, 8), ['', '', '%', '%'], [(15, 4), (16, 1), (17, 7)], [False, False, True, True], 76, False, [False, False, False, False], 2409, 'West', (17, 8))
Element 13: (0, (17, 8), ['', '', '%', ''], [(15, 3), (16, 2), (16, 7)], [False, False, True, False], 74, False, [False, False, False, False], 3428, 'South', (17, 7))
Element 14: (0, (17, 7), ['', '', '', ''], [(16, 3), (16, 1), (16, 6)], [False, False, False, False], 72, False, [False, False, False, False], 3437, 'West', (16, 7))
Element 15: (0, (16, 7), ['%', '', '', ''], [(17, 3), (17, 1), (17, 6)], [True, False, False, False], 70, False, [False, False, False, False], 3456, 'North', (16, 8))
Element 16: (0, (16, 8), ['.', '', '', ''], [(18, 3), (16, 1), (18, 6)], [False, False, False, False], 68, False, [True, False, False, False], 3465, 'West', (15, 8))
Element 17: (0, (15, 8), ['.', '%', '.', ''], [(17, 3), (15, 1), (18, 7)], [False, True, False, False], 66, False, [True, False, True, False], 3474, 'North', (15, 9))
Element 18: (0, (15, 9), ['.', '', '', ''], [(16, 3), (14, 1), (18, 8)], [False, False, False, False], 64, False, [True, False, False, False], 3483, 'West', (14, 9))
Element 19: (0, (14, 9), ['.', '.', '', ''], [(16, 2), (13, 1), (18, 7)], [False, False, False, False], 62, False, [True, True, False, False], 3492, 'South', (14, 8))
Element 20: (0, (14, 8), ['.', '.', '', ''], [(16, 1), (12, 1), (18, 6)], [False, False, False, False], 60, False, [True, True, False, False], 3501, 'South', (14, 7))
Element 21: (0, (14, 7), ['.', '.', '', '%'], [(17, 1), (11, 1), (17, 6)], [False, False, False, True], 58, False, [True, True, False, False], 3510, 'South', (14, 6))
Element 22: (0, (14, 6), ['%', '', '', ''], [(16, 1), (10, 1), (16, 6)], [True, False, False, False], 56, False, [False, False, False, False], 3519, 'North', (14, 7))
Element 23: (0, (14, 7), ['.', '', '', '%'], [(15, 1), (9, 1), (15, 6)], [False, False, False, True], 54, False, [True, False, False, False], 3518, 'West', (13, 7))
Element 24: (0, (13, 7), ['.', '%', '.', ''], [(14, 1), (8, 1), (15, 5)], [False, True, False, False], 52, False, [True, False, True, False], 3527, 'North', (13, 8))
Element 25: (0, (13, 8), ['.', '', '.', ''], [(13, 1), (7, 1), (15, 4)], [False, False, False, False], 50, False, [True, False, True, False], 3546, 'North', (13, 9))
Element 26: (0, (13, 9), ['.', '', '', ''], [(12, 1), (6, 1), (15, 3)], [False, False, False, False], 48, False, [True, False, False, False], 3565, 'West', (12, 9))
Element 27: (0, (12, 9), ['.', '.', '', ''], [(11, 1), (5, 1), (16, 3)], [False, False, False, False], 46, False, [True, True, False, False], 3584, 'South', (12, 8))
Element 28: (0, (12, 8), ['%', '.', '', ''], [(10, 1), (5, 2), (17, 3)], [True, False, False, False], 44, False, [False, True, False, False], 3603, 'South', (12, 7))
Element 29: (0, (12, 7), ['.', '.', '', ''], [(9, 1), (4, 2), (18, 3)], [False, False, False, False], 42, False, [True, True, False, False], 3622, 'South', (12, 6))
Element 30: (0, (12, 6), ['.', '', '', '%'], [(8, 1), (4, 3), (17, 3)], [False, False, False, True], 40, False, [True, False, False, False], 3641, 'West', (11, 6))
Element 31: (0, (11, 6), ['.', '', '.', ''], [(8, 2), (4, 4), (16, 3)], [False, False, False, False], 38, False, [True, False, True, False], 3660, 'North', (11, 7))
Element 32: (0, (11, 7), ['%', '', '%', ''], [(7, 2), (5, 4), (16, 2)], [True, False, True, False], 36, False, [False, False, False, False], 3679, 'South', (11, 6))
Element 33: (0, (11, 6), ['.', '', '', ''], [(7, 1), (6, 4), (16, 1)], [False, False, False, False], 34, False, [True, False, False, False], 3688, 'West', (10, 6))
Element 34: (0, (10, 6), ['.', '', '%', ''], [(6, 1), (7, 4), (17, 1)], [False, False, True, False], 32, False, [True, False, False, False], 3707, 'West', (9, 6))
Element 35: (0, (9, 6), ['.', '.', '%', ''], [(6, 2), (8, 4), (16, 1)], [False, False, True, False], 30, False, [True, True, False, False], 3726, 'South', (9, 5))
Element 36: (0, (9, 5), ['.', 'G', '', ''], [(5, 2), (9, 4), (15, 1)], [False, False, False, False], 28, False, [True, False, False, False], 3745, 'West', (8, 5))
Element 37: (0, (8, 5), ['.', '', '.', 'G'], [(5, 1), (9, 5), (14, 1)], [False, False, False, False], 26, False, [True, False, True, False], 3754, 'North', (8, 6))
Element 38: (0, (8, 6), ['.', '', '%', ''], [(5, 2), (10, 5), (13, 1)], [False, False, True, False], 24, False, [True, False, False, False], 3763, 'West', (7, 6))
Element 39: (0, (7, 6), ['.', '.', '%', ''], [(4, 2), (11, 5), (12, 1)], [False, False, True, False], 22, False, [True, True, False, False], 3772, 'South', (7, 5))
Element 40: (0, (7, 5), ['.', '', '', ''], [(3, 2), (11, 4), (11, 1)], [False, False, False, False], 20, False, [True, False, False, False], 3801, 'West', (6, 5))
Element 41: (0, (6, 5), ['.', '', '.', ''], [(3, 3), (12, 4), (10, 1)], [False, False, False, False], 18, False, [True, False, True, False], 3830, 'North', (6, 6))
Element 42: (0, (6, 6), ['%', '', '%', ''], [(3, 4), (13, 4), (9, 1)], [True, False, True, False], 16, False, [False, False, False, False], 3849, 'South', (6, 5))
Element 43: (0, (6, 5), ['.', '', '', ''], [(3, 5), (14, 4), (8, 1)], [False, False, False, False], 14, False, [True, False, False, False], 3858, 'West', (5, 5))
Element 44: (0, (5, 5), ['G', '', '%', ''], [(4, 5), (15, 4), (8, 2)], [False, False, True, False], 12, False, [False, False, False, False], 3877, 'South', (5, 4))
Element 45: (0, (5, 4), ['', '', 'G', ''], [(5, 5), (15, 5), (8, 3)], [False, False, False, False], 10, False, [False, False, False, False], 3876, 'East', (6, 4))
Element 46: (0, (6, 4), ['', '', 'G', ''], [(6, 5), (15, 6), (9, 3)], [False, False, False, False], 8, False, [False, False, False, False], 3875, 'East', (7, 4))
Element 47: (0, (7, 4), ['', '', 'G', ''], [(7, 5), (16, 6), (10, 3)], [False, False, False, False], 6, False, [False, False, False, False], 3874, 'East', (8, 4))
Element 48: (0, (8, 4), ['', '', 'G', ''], [(8, 5), (17, 6), (11, 3)], [False, False, False, False], 4, False, [False, False, False, False], 3873, 'East', (9, 4))
Element 49: (0, (9, 4), ['', '', 'G', '%'], [(9, 5), (18, 6), (12, 3)], [False, False, False, True], 2, False, [False, False, False, False], 3872, 'South', (9, 3))
Element 50: (0, (9, 3), ['', '%', '', ''], [(10, 5), (18, 7), (13, 3)], [False, True, False, False], 0, False, [False, False, False, False], 3871, 'Stop', (9, 3))
Element 51: #0#
