Element 1: (3, (11, 4), ['%', '.', 'F', '.'], [(18, 7), (5, 10), (6, 1)], [True, False, False, False], 98, False, [False, True, False, True], 29, 'North', (11, 5))
Element 2: (3, (11, 5), ['.', '', '.', '.'], [(18, 8), (6, 10), (7, 1)], [False, False, False, False], 96, False, [True, False, True, True], 1058, 'East', (12, 5))
Element 3: (3, (12, 5), ['', '.', '.', '.'], [(17, 8), (7, 10), (8, 1)], [False, False, False, False], 94, False, [False, True, True, True], 1097, 'East', (13, 5))
Element 4: (3, (13, 5), ['', '.', '%', '.'], [(16, 8), (8, 10), (9, 1)], [False, False, True, False], 92, False, [False, True, False, True], 1136, 'East', (14, 5))
Element 5: (3, (14, 5), ['', '.', '.', '.'], [(16, 9), (8, 9), (10, 1)], [False, False, False, False], 90, False, [False, True, True, True], 3155, 'East', (15, 5))
Element 6: (3, (15, 5), ['', '.', '.', '%'], [(16, 10), (9, 9), (11, 1)], [False, False, False, True], 88, False, [False, True, True, False], 3194, 'North', (15, 6))
Element 7: (3, (15, 6), ['.', '', '%', '.'], [(16, 11), (10, 9), (12, 1)], [False, False, True, False], 86, False, [True, False, False, True], 3233, 'East', (16, 6))
Element 8: (3, (16, 6), ['', '%', '.', '.'], [(16, 12), (11, 9), (13, 1)], [False, True, False, False], 84, False, [False, False, True, True], 3272, 'East', (17, 6))
Element 9: (3, (17, 6), ['', '%', '', '.'], [(17, 12), (12, 9), (14, 1)], [False, True, False, False], 82, False, [False, False, False, True], 3311, 'East', (18, 6))
Element 10: (3, (18, 6), ['', '%', '', '%'], [(17, 13), (13, 9), (15, 1)], [False, True, False, True], 80, False, [False, False, False, False], 3350, 'North', (18, 7))
Element 11: (3, (18, 7), ['', '', '', '%'], [(18, 13), (14, 9), (16, 1)], [False, False, False, True], 78, False, [False, False, False, False], 3379, 'North', (18, 8))
Element 12: (3, (18, 8), ['', '', '%', '%'], [(17, 13), (15, 9), (16, 2)], [False, False, True, True], 76, False, [False, False, False, False], 4388, 'West', (17, 8))
Element 13: (3, (17, 8), ['', '', '%', ''], [(16, 13), (15, 10), (16, 3)], [False, False, True, False], 74, False, [False, False, False, False], 4417, 'South', (17, 7))
Element 14: (3, (17, 7), ['.', '', '', ''], [(15, 13), (15, 11), (17, 3)], [False, False, False, False], 72, False, [True, False, False, False], 4446, 'West', (16, 7))
Element 15: (3, (16, 7), ['%', '', '', ''], [(15, 12), (14, 11), (18, 3)], [True, False, False, False], 70, False, [False, False, False, False], 4485, 'North', (16, 8))
Element 16: (3, (16, 8), ['.', '', '', ''], [(14, 12), (14, 10), (17, 3)], [False, False, False, False], 68, False, [True, False, False, False], 4504, 'West', (15, 8))
Element 17: (3, (15, 8), ['.', '%', '', ''], [(14, 13), (13, 10), (16, 3)], [False, True, False, False], 66, False, [True, False, False, False], 4533, 'West', (14, 8))
Element 18: (3, (14, 8), ['.', '.', '', ''], [(13, 13), (13, 11), (15, 3)], [False, False, False, False], 64, False, [True, True, False, False], 4572, 'South', (14, 7))
Element 19: (3, (14, 7), ['.', '.', '', '%'], [(13, 12), (12, 11), (15, 4)], [False, False, False, True], 62, False, [True, True, False, False], 4611, 'South', (14, 6))
Element 20: (3, (14, 6), ['%', '', '', ''], [(13, 11), (12, 10), (14, 4)], [True, False, False, False], 60, False, [False, False, False, False], 4640, 'North', (14, 7))
Element 21: (3, (14, 7), ['.', '', '', '%'], [(14, 11), (11, 10), (13, 4)], [False, False, False, True], 58, False, [True, False, False, False], 4659, 'West', (13, 7))
Element 22: (3, (13, 7), ['.', '%', '.', ''], [(15, 11), (11, 11), (13, 3)], [False, True, False, False], 56, False, [True, False, True, False], 4688, 'North', (13, 8))
Element 23: (3, (13, 8), ['.', '', '', ''], [(15, 10), (10, 11), (12, 3)], [False, False, False, False], 54, False, [True, False, False, False], 4717, 'West', (12, 8))
Element 24: (3, (12, 8), ['%', '.', '', ''], [(15, 9), (10, 12), (12, 4)], [True, False, False, False], 52, False, [False, True, False, False], 4746, 'South', (12, 7))
Element 25: (3, (12, 7), ['.', '.', '', ''], [(15, 8), (10, 13), (12, 5)], [False, False, False, False], 50, False, [True, True, False, False], 4765, 'South', (12, 6))
Element 26: (3, (12, 6), ['.', '', '', '%'], [(14, 8), (11, 13), (13, 5)], [False, False, False, True], 48, False, [True, False, False, False], 4784, 'West', (11, 6))
Element 27: (3, (11, 6), ['.', '', '.', ''], [(14, 9), (12, 13), (14, 5)], [False, False, False, False], 46, False, [True, False, True, False], 4803, 'North', (11, 7))
Element 28: (3, (11, 7), ['%', '', '%', ''], [(14, 10), (13, 13), (15, 5)], [True, False, True, False], 44, False, [False, False, False, False], 4812, 'South', (11, 6))
Element 29: (3, (11, 6), ['.', '', '', ''], [(13, 10), (14, 13), (15, 6)], [False, False, False, False], 42, False, [True, False, False, False], 4811, 'West', (10, 6))
Element 30: (3, (10, 6), ['.', '.', '%', ''], [(13, 9), (15, 13), (16, 6)], [False, False, True, False], 40, False, [True, True, False, False], 4820, 'South', (10, 5))
Element 31: (3, (10, 5), ['.', '%', '', ''], [(13, 8), (16, 13), (17, 6)], [False, True, False, False], 38, False, [True, False, False, False], 4829, 'West', (9, 5))
Element 32: (3, (9, 5), ['.', '.', '.', ''], [(13, 7), (17, 13), (18, 6)], [False, False, False, False], 36, False, [True, True, True, False], 4838, 'North', (9, 6))
Element 33: (3, (9, 6), ['.', '', '%', ''], [(14, 7), (18, 13), (18, 7)], [False, False, True, False], 34, False, [True, False, False, False], 4847, 'West', (8, 6))
Element 34: (3, (8, 6), ['.', '.', '%', ''], [(14, 6), (17, 13), (18, 8)], [False, False, True, False], 32, False, [True, True, False, False], 4856, 'South', (8, 5))
Element 35: (3, (8, 5), ['.', '.', '', ''], [(15, 6), (17, 12), (17, 8)], [False, False, False, False], 30, False, [True, True, False, False], 4865, 'South', (8, 4))
Element 36: (3, (8, 4), ['.', '.', '', '.'], [(16, 6), (16, 12), (17, 7)], [False, False, False, False], 28, False, [True, True, False, True], 4874, 'East', (9, 4))
Element 37: (3, (9, 4), ['', '.', '', '%'], [(17, 6), (16, 11), (16, 7)], [False, False, False, True], 26, False, [False, True, False, False], 4883, 'South', (9, 3))
Element 38: (3, (9, 3), ['.', '%', '', '.'], [(18, 6), (16, 10), (16, 8)], [False, True, False, False], 24, False, [True, False, False, True], 4892, 'East', (10, 3))
Element 39: (3, (10, 3), ['', '%', '%', '.'], [(17, 6), (16, 9), (15, 8)], [False, True, True, False], 22, False, [False, False, False, True], 4901, 'East', (11, 3))
Element 40: (3, (11, 3), ['', '%', '', ''], [(16, 6), (16, 8), (15, 9)], [False, True, False, False], 20, False, [False, False, False, False], 4910, 'East', (12, 3))
