Element 1: (3, (14, 10), ['', '.', '.', '.'], [(7, 2), (13, 4), (13, 11)], [False, False, False, False], 98, False, [False, True, True, True], 29, 'East', (15, 10))
Element 2: (3, (15, 10), ['', '.', '.', '.'], [(8, 2), (14, 4), (14, 11)], [False, False, False, False], 96, False, [False, True, True, True], 68, 'East', (16, 10))
Element 3: (3, (16, 10), ['', 'F', '.', '%'], [(8, 3), (15, 4), (15, 11)], [False, False, False, True], 94, False, [False, False, True, False], 107, 'South', (16, 9))
Element 4: (3, (16, 9), ['.', '.', '', '%'], [(9, 3), (15, 5), (16, 11)], [False, False, False, True], 92, False, [True, True, False, False], 1136, 'South', (16, 8))
Element 5: (3, (16, 8), ['.', '.', '', '.'], [(10, 3), (15, 6), (16, 12)], [False, False, False, False], 90, False, [True, True, False, True], 1175, 'East', (17, 8))
Element 6: (3, (17, 8), ['', '.', '%', '.'], [(11, 3), (16, 6), (17, 12)], [False, False, True, False], 88, False, [False, True, False, True], 1214, 'East', (18, 8))
Element 7: (3, (18, 8), ['', '.', '%', '%'], [(12, 3), (17, 6), (17, 13)], [False, False, True, True], 86, False, [False, True, False, False], 1253, 'South', (18, 7))
Element 8: (3, (18, 7), ['.', 'G', '', '%'], [(12, 4), (18, 6), (18, 13)], [False, False, False, True], 84, False, [True, False, False, False], 1292, 'West', (17, 7))
Element 9: (3, (17, 7), ['.', '', '', 'G'], [(12, 5), (18, 7), (17, 13)], [False, False, False, False], 82, False, [True, False, False, False], 1311, 'West', (16, 7))
Element 10: (3, (16, 7), ['%', '', '', ''], [(11, 5), (18, 8), (16, 13)], [True, False, False, False], 80, False, [False, False, False, False], 2330, 'South', (16, 6))
Element 11: (3, (16, 6), ['', '%', '', ''], [(11, 6), (17, 8), (15, 13)], [False, True, False, False], 78, False, [False, False, False, False], 2349, 'East', (17, 6))
Element 12: (3, (17, 6), ['', '%', 'G', ''], [(12, 6), (17, 7), (15, 12)], [False, True, False, False], 76, False, [False, False, False, False], 2368, 'East', (18, 6))
Element 13: (3, (18, 6), ['', '%', '', '%'], [(12, 7), (16, 7), (14, 12)], [False, True, False, True], 74, False, [False, False, False, False], 2387, 'West', (17, 6))
