Element 1: (3, (11, 6), ['.', 'F', '.', '.'], [(14, 9), (1, 13), (5, 11)], [False, False, False, False], 98, False, [True, False, True, True], 29, 'South', (11, 5))
Element 2: (3, (11, 5), ['.', '.', '', '.'], [(15, 9), (1, 12), (6, 11)], [False, False, False, False], 96, False, [True, True, False, True], 1058, 'East', (12, 5))
Element 3: (3, (12, 5), ['', '.', '.', '.'], [(16, 9), (2, 12), (7, 11)], [False, False, False, False], 94, False, [False, True, True, True], 2087, 'East', (13, 5))
Element 4: (3, (13, 5), ['', '.', '%', '.'], [(16, 10), (3, 12), (8, 11)], [False, False, True, False], 92, False, [False, True, False, True], 2126, 'East', (14, 5))
Element 5: (3, (14, 5), ['', '.', '.', '.'], [(16, 11), (4, 12), (9, 11)], [False, False, False, False], 90, False, [False, True, True, True], 2165, 'East', (15, 5))
Element 6: (3, (15, 5), ['', '.', '.', '%'], [(16, 12), (5, 12), (10, 11)], [False, False, False, True], 88, False, [False, True, True, False], 2204, 'North', (15, 6))
Element 7: (3, (15, 6), ['.', '', '%', '.'], [(17, 12), (6, 12), (11, 11)], [False, False, True, False], 86, False, [True, False, False, True], 2243, 'East', (16, 6))
Element 8: (3, (16, 6), ['', '%', '.', '.'], [(17, 13), (7, 12), (12, 11)], [False, True, False, False], 84, False, [False, False, True, True], 2282, 'East', (17, 6))
Element 9: (3, (17, 6), ['', '%', '.', '.'], [(18, 13), (8, 12), (13, 11)], [False, True, False, False], 82, False, [False, False, True, True], 2321, 'East', (18, 6))
Element 10: (3, (18, 6), ['', '%', '.', '%'], [(17, 13), (9, 12), (14, 11)], [False, True, False, True], 80, False, [False, False, True, False], 2350, 'North', (18, 7))
Element 11: (3, (18, 7), ['.', '', '.', '%'], [(16, 13), (10, 12), (15, 11)], [False, False, False, True], 78, False, [True, False, True, False], 2389, 'North', (18, 8))
Element 12: (3, (18, 8), ['.', '', '%', '%'], [(15, 13), (10, 13), (15, 12)], [False, False, True, True], 76, False, [True, False, False, False], 2428, 'West', (17, 8))
Element 13: (3, (17, 8), ['.', '.', '%', ''], [(14, 13), (11, 13), (14, 12)], [False, False, True, False], 74, False, [True, True, False, False], 2467, 'South', (17, 7))
Element 14: (3, (17, 7), ['.', '', '', ''], [(13, 13), (12, 13), (13, 12)], [False, False, False, False], 72, False, [True, False, False, False], 2506, 'West', (16, 7))
Element 15: (3, (16, 7), ['%', '', '.', ''], [(14, 13), (13, 13), (14, 12)], [True, False, False, False], 70, False, [False, False, True, False], 2515, 'North', (16, 8))
Element 16: (3, (16, 8), ['.', '', '', ''], [(15, 13), (14, 13), (13, 12)], [False, False, False, False], 68, False, [True, False, False, False], 2524, 'West', (15, 8))
Element 17: (3, (15, 8), ['.', '%', '', ''], [(16, 13), (15, 13), (14, 12)], [False, True, False, False], 66, False, [True, False, False, False], 2533, 'West', (14, 8))
Element 18: (3, (14, 8), ['.', '.', '', ''], [(17, 13), (16, 13), (15, 12)], [False, False, False, False], 64, False, [True, True, False, False], 2542, 'South', (14, 7))
Element 19: (3, (14, 7), ['.', '.', '', '%'], [(17, 12), (17, 13), (16, 12)], [False, False, False, True], 62, False, [True, True, False, False], 2551, 'South', (14, 6))
Element 20: (3, (14, 6), ['%', '', '', ''], [(17, 12), (18, 13), (16, 13)], [True, False, False, False], 60, False, [False, False, False, False], 2560, 'North', (14, 7))
Element 21: (3, (14, 7), ['.', '', '', '%'], [(16, 12), (17, 13), (15, 13)], [False, False, False, True], 58, False, [True, False, False, False], 2559, 'West', (13, 7))
Element 22: (3, (13, 7), ['.', '%', '.', ''], [(16, 12), (16, 13), (14, 13)], [False, True, False, False], 56, False, [True, False, True, False], 2568, 'North', (13, 8))
Element 23: (3, (13, 8), ['.', '', '', ''], [(15, 12), (16, 12), (13, 13)], [False, False, False, False], 54, False, [True, False, False, False], 2577, 'West', (12, 8))
Element 24: (3, (12, 8), ['%', '.', '.', ''], [(15, 11), (17, 12), (12, 13)], [True, False, False, False], 52, False, [False, True, True, False], 2586, 'North', (12, 9))
Element 25: (3, (12, 9), ['.', '', '.', ''], [(15, 10), (16, 12), (11, 13)], [False, False, False, False], 50, False, [True, False, True, False], 2605, 'North', (12, 10))
Element 26: (3, (12, 10), ['.', '', '', '.'], [(14, 10), (16, 11), (10, 13)], [False, False, False, False], 48, False, [True, False, False, True], 2624, 'East', (13, 10))
Element 27: (3, (13, 10), ['', '', '', ''], [(14, 11), (16, 10), (9, 13)], [False, False, False, False], 46, False, [False, False, False, False], 2643, 'East', (14, 10))
Element 28: (3, (14, 10), ['', '', '', ''], [(14, 12), (16, 9), (8, 13)], [False, False, False, False], 44, False, [False, False, False, False], 2652, 'East', (15, 10))
Element 29: (3, (15, 10), ['', '', '', ''], [(13, 12), (16, 8), (7, 13)], [False, False, False, False], 42, False, [False, False, False, False], 2661, 'East', (16, 10))
Element 30: (3, (16, 10), ['', '', '', '%'], [(13, 11), (17, 8), (6, 13)], [False, False, False, True], 40, False, [False, False, False, False], 2670, 'North', (16, 11))
Element 31: (3, (16, 11), ['', '', '', '%'], [(13, 10), (18, 8), (5, 13)], [False, False, False, True], 38, False, [False, False, False, False], 2679, 'North', (16, 12))
Element 32: (3, (16, 12), ['', '', '', ''], [(12, 10), (18, 7), (4, 13)], [False, False, False, False], 36, False, [False, False, False, False], 2688, 'East', (17, 12))
Element 33: (3, (17, 12), ['', '%', '', '%'], [(11, 10), (18, 6), (3, 13)], [False, True, False, True], 34, False, [False, False, False, False], 2707, 'North', (17, 13))
Element 34: (3, (17, 13), ['', '', '%', ''], [(11, 9), (17, 6), (3, 12)], [False, False, True, False], 32, False, [False, False, False, False], 2716, 'East', (18, 13))
Element 35: (3, (18, 13), ['', '%', '%', '%'], [(10, 9), (17, 7), (3, 11)], [False, True, True, True], 30, False, [False, False, False, False], 2735, 'West', (17, 13))
Element 36: (3, (17, 13), ['', '', '%', ''], [(10, 10), (16, 7), (3, 10)], [False, False, True, False], 28, False, [False, False, False, False], 2754, 'West', (16, 13))
Element 37: (3, (16, 13), ['', '', '%', ''], [(9, 10), (16, 6), (2, 10)], [False, False, True, False], 26, False, [False, False, False, False], 2773, 'West', (15, 13))
Element 38: (3, (15, 13), ['', '', '%', ''], [(9, 9), (15, 6), (1, 10)], [False, False, True, False], 24, False, [False, False, False, False], 3782, 'South', (15, 12))
Element 39: (3, (15, 12), ['', '', '', ''], [(8, 9), (15, 5), (2, 10)], [False, False, False, False], 22, False, [False, False, False, False], 4781, 'South', (15, 11))
Element 40: (3, (15, 11), ['', '', '', ''], [(8, 10), (15, 4), (3, 10)], [False, False, False, False], 20, False, [False, False, False, False], 4800, 'West', (14, 11))
Element 41: (3, (14, 11), ['', '', '', ''], [(7, 10), (15, 3), (4, 10)], [False, False, False, False], 18, False, [False, False, False, False], 4829, 'North', (14, 12))
Element 42: (3, (14, 12), ['', '', '', ''], [(7, 9), (16, 3), (5, 10)], [False, False, False, False], 16, False, [False, False, False, False], 4858, 'North', (14, 13))
Element 43: #1#
