Element 1: (2, (16, 8), ['.', '.', 'F', '.'], [(2, 12), (11, 1), (17, 3)], [False, False, False, False], 98, False, [True, True, False, True], 19, 'North', (16, 9))
Element 2: (2, (16, 9), ['.', '', '.', '%'], [(3, 12), (12, 1), (18, 3)], [False, False, False, True], 96, False, [True, False, True, False], 1048, 'North', (16, 10))
Element 3: (2, (16, 10), ['.', '', '.', '%'], [(4, 12), (13, 1), (17, 3)], [False, False, False, True], 94, False, [True, False, True, False], 1077, 'North', (16, 11))
Element 4: (2, (16, 11), ['.', '', '.', '%'], [(5, 12), (14, 1), (16, 3)], [False, False, False, True], 92, False, [True, False, True, False], 1116, 'North', (16, 12))
Element 5: (2, (16, 12), ['.', '', '.', '.'], [(6, 12), (15, 1), (16, 2)], [False, False, False, False], 90, False, [True, False, True, True], 2145, 'East', (17, 12))
Element 6: (2, (17, 12), ['', '%', '.', '%'], [(7, 12), (14, 1), (16, 1)], [False, True, False, True], 88, False, [False, False, True, False], 2174, 'North', (17, 13))
Element 7: (2, (17, 13), ['.', '', '%', '.'], [(8, 12), (13, 1), (17, 1)], [False, False, True, False], 86, False, [True, False, False, True], 2203, 'East', (18, 13))
Element 8: (2, (18, 13), ['', '%', '%', '%'], [(9, 12), (12, 1), (16, 1)], [False, True, True, True], 84, False, [False, False, False, False], 2222, 'West', (17, 13))
Element 9: (2, (17, 13), ['.', '', '%', ''], [(10, 12), (11, 1), (15, 1)], [False, False, True, False], 82, False, [True, False, False, False], 2231, 'West', (16, 13))
Element 10: (2, (16, 13), ['.', '', '%', ''], [(10, 13), (10, 1), (14, 1)], [False, False, True, False], 80, False, [True, False, False, False], 2250, 'West', (15, 13))
Element 11: (2, (15, 13), ['.', '.', '%', ''], [(11, 13), (9, 1), (13, 1)], [False, False, True, False], 78, False, [True, True, False, False], 2279, 'South', (15, 12))
Element 12: (2, (15, 12), ['.', '.', '', ''], [(12, 13), (8, 1), (12, 1)], [False, False, False, False], 76, False, [True, True, False, False], 2308, 'South', (15, 11))
Element 13: (2, (15, 11), ['.', '.', '', ''], [(13, 13), (8, 2), (11, 1)], [False, False, False, False], 74, False, [True, True, False, False], 2337, 'South', (15, 10))
Element 14: (2, (15, 10), ['.', '.', '', ''], [(14, 13), (8, 3), (10, 1)], [False, False, False, False], 72, False, [True, True, False, False], 2366, 'South', (15, 9))
Element 15: (2, (15, 9), ['.', '.', '', ''], [(14, 12), (9, 3), (9, 1)], [False, False, False, False], 70, False, [True, True, False, False], 2395, 'South', (15, 8))
Element 16: (2, (15, 8), ['.', '%', '', ''], [(14, 11), (10, 3), (8, 1)], [False, True, False, False], 68, False, [True, False, False, False], 2424, 'West', (14, 8))
Element 17: (2, (14, 8), ['.', '.', '.', ''], [(14, 10), (11, 3), (7, 1)], [False, False, False, False], 66, False, [True, True, True, False], 2463, 'North', (14, 9))
Element 18: (2, (14, 9), ['.', '', '', ''], [(13, 10), (12, 3), (7, 2)], [False, False, False, False], 64, False, [True, False, False, False], 2502, 'West', (13, 9))
Element 19: (2, (13, 9), ['.', '.', '', ''], [(13, 11), (13, 3), (7, 3)], [False, False, False, False], 62, False, [True, True, False, False], 2541, 'South', (13, 8))
