Element 1: (1, (12, 5), ['F', '.', '.', '.'], [(3, 4), (13, 9), (17, 1)], [False, False, False, False], 98, False, [False, True, True, True], 9, 'West', (11, 5))
Element 40: (1, (8, 2), ['.', '.', '', '%'], [(5, 5), (17, 6), (15, 8)], [False, False, False, True], 20, False, [True, True, False, False], 3900, 'South', (8, 1))
Element 41: (1, (8, 1), ['.', '%', '', '.'], [(6, 5), (17, 7), (14, 8)], [False, True, False, False], 18, False, [True, False, False, True], 3909, 'East', (9, 1))
Element 42: (1, (9, 1), ['', '%', '%', '.'], [(6, 6), (16, 7), (14, 9)], [False, True, True, False], 16, False, [False, False, False, True], 3918, 'East', (10, 1))
Element 43: (1, (10, 1), ['', '%', '%', '.'], [(7, 6), (16, 6), (14, 10)], [False, True, True, False], 14, False, [False, False, False, True], 3927, 'East', (11, 1))
Element 44: (1, (11, 1), ['', '%', '%', '.'], [(7, 5), (15, 6), (14, 11)], [False, True, True, False], 12, False, [False, False, False, True], 3936, 'East', (12, 1))
Element 45: (1, (12, 1), ['', '%', '%', '.'], [(6, 5), (15, 5), (14, 12)], [False, True, True, False], 10, False, [False, False, False, True], 3945, 'East', (13, 1))
Element 46: (1, (13, 1), ['', '%', '%', '.'], [(7, 5), (15, 4), (14, 13)], [False, True, True, False], 8, False, [False, False, False, True], 3954, 'East', (14, 1))
Element 47: (1, (14, 1), ['', '%', '%', '.'], [(8, 5), (15, 3), (13, 13)], [False, True, True, False], 6, False, [False, False, False, True], 3963, 'East', (15, 1))
Element 48: (1, (15, 1), ['', '%', '%', ''], [(8, 6), (16, 3), (12, 13)], [False, True, True, False], 4, False, [False, False, False, False], 3982, 'East', (16, 1))
Element 49: (1, (16, 1), ['', '%', '', ''], [(7, 6), (17, 3), (11, 13)], [False, True, False, False], 2, False, [False, False, False, False], 3991, 'East', (17, 1))
Element 50: (1, (17, 1), ['', '%', '%', '%'], [(7, 6), (18, 3), (10, 13)], [False, True, True, True], 0, False, [False, False, False, False], 4000, 'Stop', (17, 1))
Element 51: #0#
