Element 1: (2, (5, 3), ['', '.', '.', '.'], [(10, 11), (4, 4), (6, 11)], [False, False, False, False], 98, False, [False, True, True, True], 19, 'East', (6, 3))
Element 2: (2, (6, 3), ['', '.', '.', '.'], [(11, 11), (5, 4), (7, 11)], [False, False, False, False], 96, False, [False, True, True, True], 58, 'East', (7, 3))
Element 3: (2, (7, 3), ['', '.', '.', '.'], [(12, 11), (6, 4), (8, 11)], [False, False, False, False], 94, False, [False, True, True, True], 97, 'East', (8, 3))
Element 4: (2, (8, 3), ['', '.', '.', '.'], [(13, 11), (7, 4), (8, 12)], [False, False, False, False], 92, False, [False, True, True, True], 136, 'East', (9, 3))
Element 5: (2, (9, 3), ['', '%', '.', '.'], [(14, 11), (8, 4), (9, 12)], [False, True, False, False], 90, False, [False, False, True, True], 175, 'East', (10, 3))
Element 6: (2, (10, 3), ['', '%', '%', '.'], [(15, 11), (9, 4), (10, 12)], [False, True, True, False], 88, False, [False, False, False, True], 214, 'East', (11, 3))
Element 7: (2, (11, 3), ['', '%', '.', '.'], [(16, 11), (9, 5), (10, 13)], [False, True, False, False], 86, False, [False, False, True, True], 253, 'East', (12, 3))
Element 8: (2, (12, 3), ['', '%', '.', '.'], [(16, 12), (10, 5), (11, 13)], [False, True, False, False], 84, False, [False, False, True, True], 292, 'East', (13, 3))
Element 9: (2, (13, 3), ['', '%', '.', '%'], [(17, 12), (11, 5), (12, 13)], [False, True, False, True], 82, False, [False, False, True, False], 1321, 'North', (13, 4))
Element 10: (2, (13, 4), ['.', '', '.', '.'], [(17, 13), (12, 5), (13, 13)], [False, False, False, False], 80, False, [True, False, True, True], 1360, 'East', (14, 4))
Element 11: (2, (14, 4), ['', '%', '.', '.'], [(18, 13), (13, 5), (14, 13)], [False, True, False, False], 78, False, [False, False, True, True], 1399, 'East', (15, 4))
Element 12: (2, (15, 4), ['', '.', '.', '%'], [(17, 13), (14, 5), (15, 13)], [False, False, False, True], 76, False, [False, True, True, False], 1428, 'North', (15, 5))
Element 13: (2, (15, 5), ['', '', '.', '%'], [(17, 12), (14, 6), (16, 13)], [False, False, False, True], 74, False, [False, False, True, False], 1457, 'North', (15, 6))
Element 14: (2, (15, 6), ['', '', '%', '.'], [(16, 12), (14, 7), (17, 13)], [False, False, True, False], 72, False, [False, False, False, True], 1476, 'East', (16, 6))
Element 15: (2, (16, 6), ['', '%', '.', '.'], [(17, 12), (14, 8), (18, 13)], [False, True, False, False], 70, False, [False, False, True, True], 1495, 'East', (17, 6))
Element 16: (2, (17, 6), ['', '%', '.', '.'], [(16, 12), (15, 8), (17, 13)], [False, True, False, False], 68, False, [False, False, True, True], 1514, 'East', (18, 6))
Element 17: (2, (18, 6), ['', '%', '.', '%'], [(16, 13), (16, 8), (17, 12)], [False, True, False, True], 66, False, [False, False, True, False], 1533, 'North', (18, 7))
Element 18: (2, (18, 7), ['.', '', '.', '%'], [(15, 13), (16, 9), (16, 12)], [False, False, False, True], 64, False, [True, False, True, False], 2542, 'North', (18, 8))
Element 19: (2, (18, 8), ['.', '', '%', '%'], [(14, 13), (16, 10), (15, 12)], [False, False, True, True], 62, False, [True, False, False, False], 2571, 'West', (17, 8))
Element 20: (2, (17, 8), ['', '.', '%', ''], [(13, 13), (15, 10), (14, 12)], [False, False, True, False], 60, False, [False, True, False, False], 2600, 'South', (17, 7))
Element 21: (2, (17, 7), ['.', '', '', ''], [(12, 13), (15, 9), (13, 12)], [False, False, False, False], 58, False, [True, False, False, False], 2629, 'West', (16, 7))
Element 22: (2, (16, 7), ['%', '', '', ''], [(11, 13), (14, 9), (13, 11)], [True, False, False, False], 56, False, [False, False, False, False], 2648, 'North', (16, 8))
Element 23: (2, (16, 8), ['', '', '', ''], [(10, 13), (14, 10), (13, 10)], [False, False, False, False], 54, False, [False, False, False, False], 2667, 'North', (16, 9))
Element 24: (2, (16, 9), ['', '', '', '%'], [(9, 13), (14, 11), (13, 9)], [False, False, False, True], 52, False, [False, False, False, False], 2686, 'North', (16, 10))
Element 25: (2, (16, 10), ['', '', '', '%'], [(8, 13), (15, 11), (13, 8)], [False, False, False, True], 50, False, [False, False, False, False], 2705, 'North', (16, 11))
Element 26: (2, (16, 11), ['', '', '', '%'], [(7, 13), (15, 12), (13, 7)], [False, False, False, True], 48, False, [False, False, False, False], 2724, 'North', (16, 12))
Element 27: (2, (16, 12), ['', '', '', ''], [(7, 12), (15, 13), (12, 7)], [False, False, False, False], 46, False, [False, False, False, False], 2743, 'East', (17, 12))
Element 28: (2, (17, 12), ['', '%', '', '%'], [(6, 12), (16, 13), (12, 8)], [False, True, False, True], 44, False, [False, False, False, False], 2762, 'North', (17, 13))
Element 29: (2, (17, 13), ['', '', '%', ''], [(6, 13), (16, 12), (12, 9)], [False, False, True, False], 42, False, [False, False, False, False], 2781, 'East', (18, 13))
Element 30: (2, (18, 13), ['', '%', '%', '%'], [(5, 13), (17, 12), (12, 10)], [False, True, True, True], 40, False, [False, False, False, False], 2800, 'West', (17, 13))
Element 31: (2, (17, 13), ['', '', '%', ''], [(5, 12), (16, 12), (11, 10)], [False, False, True, False], 38, False, [False, False, False, False], 2819, 'West', (16, 13))
Element 32: (2, (16, 13), ['', '', '%', ''], [(5, 11), (16, 11), (11, 9)], [False, False, True, False], 36, False, [False, False, False, False], 2838, 'West', (15, 13))
Element 33: (2, (15, 13), ['', '', '%', ''], [(5, 10), (16, 12), (10, 9)], [False, False, True, False], 34, False, [False, False, False, False], 2857, 'South', (15, 12))
Element 34: (2, (15, 12), ['', '', '', ''], [(6, 10), (16, 13), (10, 10)], [False, False, False, False], 32, False, [False, False, False, False], 2876, 'South', (15, 11))
Element 35: (2, (15, 11), ['', '', '', ''], [(7, 10), (15, 13), (9, 10)], [False, False, False, False], 30, False, [False, False, False, False], 2895, 'South', (15, 10))
Element 36: (2, (15, 10), ['', '', '', ''], [(8, 10), (14, 13), (9, 9)], [False, False, False, False], 28, False, [False, False, False, False], 2914, 'South', (15, 9))
Element 37: (2, (15, 9), ['', '', '', ''], [(9, 10), (14, 12), (8, 9)], [False, False, False, False], 26, False, [False, False, False, False], 3913, 'South', (15, 8))
Element 38: (2, (15, 8), ['', '%', '', ''], [(10, 10), (13, 12), (8, 8)], [False, True, False, False], 24, False, [False, False, False, False], 3922, 'West', (14, 8))
Element 39: (2, (14, 8), ['', '', '', ''], [(11, 10), (13, 13), (7, 8)], [False, False, False, False], 22, False, [False, False, False, False], 3931, 'North', (14, 9))
