Element 1: (1, (5, 3), ['.', '.', '.', 'G'], [(15, 11), (6, 3), (16, 8)], [False, False, False, False], 98, False, [True, True, True, False], 9, 'North', (5, 4))
Element 2: (1, (5, 4), ['.', '', '.', '.'], [(16, 11), (7, 3), (16, 9)], [False, False, False, False], 96, False, [True, False, True, True], 1038, 'East', (6, 4))
Element 3: (1, (6, 4), ['', '', '.', '.'], [(16, 12), (8, 3), (16, 10)], [False, False, False, False], 94, False, [False, False, True, True], 1077, 'East', (7, 4))
Element 4: (1, (7, 4), ['', '', '.', '.'], [(17, 12), (9, 3), (15, 10)], [False, False, False, False], 92, False, [False, False, True, True], 1116, 'East', (8, 4))
Element 5: (1, (8, 4), ['', '', '.', '.'], [(17, 13), (10, 3), (15, 9)], [False, False, False, False], 90, False, [False, False, True, True], 1155, 'East', (9, 4))
Element 6: (1, (9, 4), ['', '', '.', '%'], [(18, 13), (11, 3), (15, 8)], [False, False, False, True], 88, False, [False, False, True, False], 1194, 'North', (9, 5))
Element 7: (1, (9, 5), ['.', '', '.', '.'], [(17, 13), (12, 3), (14, 8)], [False, False, False, False], 86, False, [True, False, True, True], 1223, 'East', (10, 5))
Element 8: (1, (10, 5), ['', '%', '.', 'F'], [(16, 13), (13, 3), (14, 9)], [False, True, False, False], 84, False, [False, False, True, False], 1262, 'East', (11, 5))
Element 9: (1, (11, 5), ['', '.', '.', '.'], [(15, 13), (13, 4), (14, 10)], [False, False, False, False], 82, False, [False, True, True, True], 2291, 'East', (12, 5))
Element 10: (1, (12, 5), ['', '.', '.', '.'], [(15, 12), (14, 4), (13, 10)], [False, False, False, False], 80, False, [False, True, True, True], 2330, 'East', (13, 5))
Element 11: (1, (13, 5), ['', '', '%', '.'], [(14, 12), (15, 4), (13, 11)], [False, False, True, False], 78, False, [False, False, False, True], 2369, 'East', (14, 5))
Element 12: (1, (14, 5), ['', '', '.', 'G'], [(14, 13), (15, 5), (13, 12)], [False, False, False, False], 76, False, [False, False, True, False], 2408, 'North', (14, 6))
Element 13: (1, (14, 6), ['%', '', '.', 'G'], [(14, 12), (15, 6), (13, 13)], [True, False, False, False], 74, False, [False, False, True, False], 2437, 'North', (14, 7))
Element 14: (1, (14, 7), ['.', '', '', '%'], [(15, 12), (16, 6), (12, 13)], [False, False, False, True], 72, False, [True, False, False, False], 2466, 'West', (13, 7))
Element 15: (1, (13, 7), ['.', '%', '.', ''], [(15, 13), (17, 6), (11, 13)], [False, True, False, False], 70, False, [True, False, True, False], 2495, 'North', (13, 8))
Element 16: (1, (13, 8), ['.', '', '.', ''], [(14, 13), (18, 6), (10, 13)], [False, False, False, False], 68, False, [True, False, True, False], 2524, 'North', (13, 9))
Element 17: (1, (13, 9), ['.', '', '', ''], [(15, 13), (18, 7), (10, 12)], [False, False, False, False], 66, False, [True, False, False, False], 2553, 'West', (12, 9))
Element 18: (1, (12, 9), ['.', '.', '.', ''], [(16, 13), (18, 8), (10, 11)], [False, False, False, False], 64, False, [True, True, True, False], 2582, 'North', (12, 10))
Element 19: (1, (12, 10), ['.', '', '.', ''], [(17, 13), (17, 8), (11, 11)], [False, False, False, False], 62, False, [True, False, True, False], 2611, 'North', (12, 11))
Element 20: (1, (12, 11), ['', '', '%', ''], [(17, 12), (17, 7), (11, 10)], [False, False, True, False], 60, False, [False, False, False, False], 2640, 'East', (13, 11))
Element 21: (1, (13, 11), ['', '', '', ''], [(16, 12), (16, 7), (11, 9)], [False, False, False, False], 58, False, [False, False, False, False], 2659, 'East', (14, 11))
Element 22: (1, (14, 11), ['', '', '', ''], [(16, 13), (16, 8), (10, 9)], [False, False, False, False], 56, False, [False, False, False, False], 2668, 'East', (15, 11))
