Element 1: (3, (16, 7), ['%', '.', '.', '.'], [(14, 12), (10, 5), (13, 9)], [True, False, False, False], 98, False, [False, True, True, True], 29, 'East', (17, 7))
Element 2: (3, (17, 7), ['', '.', '.', '.'], [(15, 12), (11, 5), (14, 9)], [False, False, False, False], 96, False, [False, True, True, True], 1058, 'East', (18, 7))
Element 3: (3, (18, 7), ['', '.', '.', '%'], [(16, 12), (12, 5), (15, 9)], [False, False, False, True], 94, False, [False, True, True, False], 1097, 'North', (18, 8))
Element 4: (3, (18, 8), ['.', '', '%', '%'], [(17, 12), (13, 5), (16, 9)], [False, False, True, True], 92, False, [True, False, False, False], 2126, 'West', (17, 8))
Element 5: (3, (17, 8), ['.', '', '%', ''], [(17, 13), (14, 5), (16, 10)], [False, False, True, False], 90, False, [True, False, False, False], 2165, 'West', (16, 8))
Element 6: (3, (16, 8), ['.', '', '', ''], [(18, 13), (15, 5), (16, 11)], [False, False, False, False], 88, False, [True, False, False, False], 2204, 'West', (15, 8))
Element 7: (3, (15, 8), ['.', '%', '', ''], [(17, 13), (15, 6), (15, 11)], [False, True, False, False], 86, False, [True, False, False, False], 2233, 'West', (14, 8))
Element 8: (3, (14, 8), ['.', '.', '', ''], [(16, 13), (16, 6), (15, 10)], [False, False, False, False], 84, False, [True, True, False, False], 2272, 'South', (14, 7))
Element 9: (3, (14, 7), ['.', '.', '', '%'], [(15, 13), (17, 6), (14, 10)], [False, False, False, True], 82, False, [True, True, False, False], 2311, 'South', (14, 6))
Element 10: (3, (14, 6), ['%', '', '', ''], [(14, 13), (18, 6), (14, 11)], [True, False, False, False], 80, False, [False, False, False, False], 2350, 'East', (15, 6))
Element 11: (3, (15, 6), ['', '', '%', ''], [(13, 13), (18, 7), (13, 11)], [False, False, True, False], 78, False, [False, False, False, False], 2369, 'East', (16, 6))
Element 12: (3, (16, 6), ['', '%', '', ''], [(12, 13), (18, 8), (13, 10)], [False, True, False, False], 76, False, [False, False, False, False], 2388, 'East', (17, 6))
Element 13: (3, (17, 6), ['', '%', '', ''], [(11, 13), (17, 8), (12, 10)], [False, True, False, False], 74, False, [False, False, False, False], 2407, 'East', (18, 6))
Element 14: (3, (18, 6), ['', '%', '', '%'], [(10, 13), (17, 7), (12, 11)], [False, True, False, True], 72, False, [False, False, False, False], 2426, 'West', (17, 6))
Element 15: (3, (17, 6), ['', '%', '', ''], [(10, 12), (16, 7), (11, 11)], [False, True, False, False], 70, False, [False, False, False, False], 2445, 'West', (16, 6))
Element 16: (3, (16, 6), ['', '%', '', ''], [(10, 11), (16, 8), (11, 10)], [False, True, False, False], 68, False, [False, False, False, False], 2464, 'West', (15, 6))
Element 17: (3, (15, 6), ['', '', '%', ''], [(10, 10), (16, 9), (11, 9)], [False, False, True, False], 66, False, [False, False, False, False], 2483, 'South', (15, 5))
Element 18: (3, (15, 5), ['', '.', '', '%'], [(10, 9), (16, 10), (11, 10)], [False, False, False, True], 64, False, [False, True, False, False], 2492, 'South', (15, 4))
Element 19: (3, (15, 4), ['.', '.', '', '%'], [(9, 9), (16, 11), (11, 11)], [False, False, False, True], 62, False, [True, True, False, False], 2511, 'South', (15, 3))
Element 20: (3, (15, 3), ['%', '%', '', '.'], [(8, 9), (16, 12), (12, 11)], [True, True, False, False], 60, False, [False, False, False, True], 3520, 'East', (16, 3))
Element 21: (3, (16, 3), ['', 'F', '%', '.'], [(8, 10), (17, 12), (12, 10)], [False, False, True, False], 58, False, [False, False, False, True], 3539, 'South', (16, 2))
Element 22: (3, (16, 2), ['%', '.', '', '%'], [(9, 10), (17, 13), (11, 10)], [True, False, False, True], 56, False, [False, True, False, False], 4548, 'South', (16, 1))
Element 23: (3, (16, 1), ['.', '%', '', '.'], [(9, 11), (18, 13), (12, 10)], [False, True, False, False], 54, False, [True, False, False, True], 4567, 'East', (17, 1))
Element 24: (3, (17, 1), ['', '%', '%', '%'], [(9, 12), (17, 13), (13, 10)], [False, True, True, True], 52, False, [False, False, False, False], 4586, 'West', (16, 1))
Element 25: (3, (16, 1), ['.', '%', '', ''], [(9, 13), (16, 13), (13, 11)], [False, True, False, False], 50, False, [True, False, False, False], 4595, 'West', (15, 1))
Element 26: (3, (15, 1), ['.', '%', '%', ''], [(8, 13), (15, 13), (12, 11)], [False, True, True, False], 48, False, [True, False, False, False], 4614, 'West', (14, 1))
Element 27: (3, (14, 1), ['.', '%', '%', ''], [(8, 12), (15, 12), (13, 11)], [False, True, True, False], 46, False, [True, False, False, False], 4633, 'West', (13, 1))
Element 28: (3, (13, 1), ['.', '%', '%', ''], [(8, 11), (15, 11), (13, 12)], [False, True, True, False], 44, False, [True, False, False, False], 4652, 'West', (12, 1))
Element 29: (3, (12, 1), ['.', '%', '%', ''], [(7, 11), (15, 10), (14, 12)], [False, True, True, False], 42, False, [True, False, False, False], 4671, 'West', (11, 1))
Element 30: (3, (11, 1), ['.', '%', '%', ''], [(7, 12), (15, 9), (15, 12)], [False, True, True, False], 40, False, [True, False, False, False], 4690, 'West', (10, 1))
Element 31: (3, (10, 1), ['.', '%', '%', ''], [(7, 13), (15, 8), (16, 12)], [False, True, True, False], 38, False, [True, False, False, False], 4709, 'West', (9, 1))
Element 32: (3, (9, 1), ['.', '%', '%', ''], [(6, 13), (14, 8), (17, 12)], [False, True, True, False], 36, False, [True, False, False, False], 4728, 'West', (8, 1))
Element 33: (3, (8, 1), ['.', '%', '.', ''], [(6, 12), (13, 8), (17, 13)], [False, True, False, False], 34, False, [True, False, True, False], 4757, 'North', (8, 2))
Element 34: (3, (8, 2), ['.', '', '.', '%'], [(6, 11), (13, 7), (18, 13)], [False, False, False, True], 32, False, [True, False, True, False], 4786, 'North', (8, 3))
Element 35: (3, (8, 3), ['.', '', '.', '.'], [(6, 10), (12, 7), (17, 13)], [False, False, False, False], 30, False, [True, False, True, True], 4815, 'East', (9, 3))
