Element 1: (3, (16, 3), ['.', 'F', '%', '.'], [(10, 13), (6, 8), (15, 10)], [False, False, True, False], 98, False, [True, False, False, True], 29, 'South', (16, 2))
Element 2: (3, (16, 2), ['%', '.', '', '%'], [(11, 13), (7, 8), (16, 10)], [True, False, False, True], 96, False, [False, True, False, False], 1058, 'South', (16, 1))
Element 3: (3, (16, 1), ['.', '%', '', '.'], [(12, 13), (8, 8), (16, 9)], [False, True, False, False], 94, False, [True, False, False, True], 2087, 'East', (17, 1))
Element 4: (3, (17, 1), ['', '%', '%', '%'], [(13, 13), (8, 9), (16, 8)], [False, True, True, True], 92, False, [False, False, False, False], 3116, 'West', (16, 1))
Element 5: (3, (16, 1), ['.', '%', '', ''], [(14, 13), (9, 9), (17, 8)], [False, True, False, False], 90, False, [True, False, False, False], 3145, 'West', (15, 1))
Element 6: (3, (15, 1), ['.', '%', '%', ''], [(15, 13), (10, 9), (18, 8)], [False, True, True, False], 88, False, [True, False, False, False], 3184, 'West', (14, 1))
Element 7: (3, (14, 1), ['.', '%', '%', ''], [(16, 13), (11, 9), (18, 7)], [False, True, True, False], 86, False, [True, False, False, False], 3223, 'West', (13, 1))
Element 8: (3, (13, 1), ['.', '%', '%', ''], [(17, 13), (12, 9), (18, 6)], [False, True, True, False], 84, False, [True, False, False, False], 3262, 'West', (12, 1))
Element 9: (3, (12, 1), ['.', '%', '%', ''], [(18, 13), (13, 9), (17, 6)], [False, True, True, False], 82, False, [True, False, False, False], 3301, 'West', (11, 1))
Element 10: (3, (11, 1), ['.', '%', '%', ''], [(17, 13), (14, 9), (17, 7)], [False, True, True, False], 80, False, [True, False, False, False], 3330, 'West', (10, 1))
Element 11: (3, (10, 1), ['.', '%', '%', ''], [(17, 12), (15, 9), (16, 7)], [False, True, True, False], 78, False, [True, False, False, False], 3369, 'West', (9, 1))
Element 12: (3, (9, 1), ['.', '%', '%', ''], [(16, 12), (15, 8), (16, 6)], [False, True, True, False], 76, False, [True, False, False, False], 3408, 'West', (8, 1))
