Element 1: (1, (9, 11), ['.', '', '.', '.'], [(10, 10), (14, 11), (15, 12)], [False, False, False, False], 98, False, [True, False, True, True], 9, 'East', (10, 11))
Element 2: (1, (10, 11), ['', '', '.', '.'], [(11, 10), (15, 11), (16, 12)], [False, False, False, False], 96, False, [False, False, True, True], 48, 'East', (11, 11))
Element 3: (1, (11, 11), ['', '', '%', '.'], [(12, 10), (16, 11), (17, 12)], [False, False, True, False], 94, False, [False, False, False, True], 87, 'East', (12, 11))
Element 4: (1, (12, 11), ['', '', '%', '.'], [(13, 10), (16, 10), (17, 13)], [False, False, True, False], 92, False, [False, False, False, True], 126, 'East', (13, 11))
Element 5: (1, (13, 11), ['', '', '.', ''], [(14, 10), (16, 9), (18, 13)], [False, False, False, False], 90, False, [False, False, True, False], 1155, 'North', (13, 12))
Element 6: (1, (13, 12), ['%', '', '.', '.'], [(15, 10), (16, 8), (17, 13)], [True, False, False, False], 88, False, [False, False, True, True], 1184, 'East', (14, 12))
Element 7: (1, (14, 12), ['', '', '.', ''], [(15, 9), (17, 8), (16, 13)], [False, False, False, False], 86, False, [False, False, True, False], 1223, 'North', (14, 13))
Element 8: (1, (14, 13), ['.', '', '%', 'G'], [(15, 8), (18, 8), (15, 13)], [False, False, True, False], 84, False, [True, False, False, False], 1262, 'West', (13, 13))
Element 9: (1, (13, 13), ['.', '', '%', 'G'], [(14, 8), (18, 7), (14, 13)], [False, False, True, False], 82, False, [True, False, False, False], 1291, 'West', (12, 13))
Element 10: (1, (12, 13), ['.', '%', '%', ''], [(14, 9), (18, 6), (14, 12)], [False, True, True, False], 80, False, [True, False, False, False], 1320, 'West', (11, 13))
Element 11: (1, (11, 13), ['.', '%', '%', ''], [(13, 9), (17, 6), (14, 11)], [False, True, True, False], 78, False, [True, False, False, False], 1349, 'West', (10, 13))
Element 12: (1, (10, 13), ['.', '.', '%', ''], [(13, 8), (17, 7), (15, 11)], [False, False, True, False], 76, False, [True, True, False, False], 1378, 'South', (10, 12))
Element 13: (1, (10, 12), ['.', '', '', '%'], [(13, 7), (16, 7), (16, 11)], [False, False, False, True], 74, False, [True, False, False, False], 1407, 'West', (9, 12))
