Element 1: (1, (9, 11), ['.', '', '.', '.'], [(10, 10), (14, 11), (15, 12)], [False, False, False, False], 98, False, [True, False, True, True], 9, 'East', (10, 11))
Element 14: (1, (9, 12), ['.', '', '.', ''], [(14, 7), (16, 6), (16, 10)], [False, False, False, False], 72, False, [True, False, True, False], 1436, 'North', (9, 13))
Element 15: (1, (9, 13), ['.', '', '%', ''], [(14, 6), (15, 6), (16, 9)], [False, False, True, False], 70, False, [True, False, False, False], 1465, 'West', (8, 13))
Element 16: (1, (8, 13), ['.', '.', '%', ''], [(14, 5), (15, 5), (16, 8)], [False, False, True, False], 68, False, [True, True, False, False], 1494, 'South', (8, 12))
Element 17: (1, (8, 12), ['.', '.', '', ''], [(14, 4), (15, 4), (17, 8)], [False, False, False, False], 66, False, [True, True, False, False], 1523, 'South', (8, 11))
Element 18: (1, (8, 11), ['.', '.', '', ''], [(13, 4), (15, 3), (18, 8)], [False, False, False, False], 64, False, [True, True, False, False], 1552, 'South', (8, 10))
Element 19: (1, (8, 10), ['.', 'F', '', ''], [(13, 5), (16, 3), (18, 7)], [False, False, False, False], 62, False, [True, False, False, False], 1581, 'South', (8, 9))
Element 20: (1, (8, 9), ['.', '.', '', '.'], [(12, 5), (16, 2), (18, 6)], [False, False, False, False], 60, False, [True, True, False, True], 3590, 'East', (9, 9))
Element 21: (1, (9, 9), ['', '%', '', '.'], [(11, 5), (16, 1), (17, 6)], [False, True, False, False], 58, False, [False, False, False, True], 4609, 'East', (10, 9))
Element 22: (1, (10, 9), ['', '%', '', '.'], [(11, 6), (17, 1), (17, 7)], [False, True, False, False], 56, False, [False, False, False, True], 4638, 'East', (11, 9))
Element 23: (1, (11, 9), ['', '%', '', '.'], [(12, 6), (16, 1), (16, 7)], [False, True, False, False], 54, False, [False, False, False, True], 4657, 'East', (12, 9))
Element 24: (1, (12, 9), ['', '.', '', ''], [(12, 7), (15, 1), (16, 6)], [False, False, False, False], 52, False, [False, True, False, False], 4686, 'South', (12, 8))
Element 25: (1, (12, 8), ['%', '', '', ''], [(11, 7), (14, 1), (15, 6)], [True, False, False, False], 50, False, [False, False, False, False], 4715, 'East', (13, 8))
Element 26: (1, (13, 8), ['', '', '', ''], [(12, 7), (13, 1), (15, 5)], [False, False, False, False], 48, False, [False, False, False, False], 4724, 'East', (14, 8))
Element 27: (1, (14, 8), ['', '', '', ''], [(12, 6), (12, 1), (15, 4)], [False, False, False, False], 46, False, [False, False, False, False], 4733, 'East', (15, 8))
Element 28: (1, (15, 8), ['', '%', '', ''], [(11, 6), (11, 1), (15, 3)], [False, True, False, False], 44, False, [False, False, False, False], 4742, 'East', (16, 8))
Element 29: (1, (16, 8), ['', '', '', ''], [(11, 7), (10, 1), (16, 3)], [False, False, False, False], 42, False, [False, False, False, False], 4751, 'East', (17, 8))
Element 30: (1, (17, 8), ['', '', '%', ''], [(11, 6), (9, 1), (17, 3)], [False, False, True, False], 40, False, [False, False, False, False], 4770, 'East', (18, 8))
Element 31: (1, (18, 8), ['', '', '%', '%'], [(10, 6), (8, 1), (18, 3)], [False, False, True, True], 38, False, [False, False, False, False], 4799, 'South', (18, 7))
Element 32: (1, (18, 7), ['', '', '', '%'], [(10, 5), (8, 2), (17, 3)], [False, False, False, True], 36, False, [False, False, False, False], 4818, 'South', (18, 6))
Element 33: (1, (18, 6), ['', '%', '', '%'], [(9, 5), (8, 3), (16, 3)], [False, True, False, True], 34, False, [False, False, False, False], 4837, 'West', (17, 6))
Element 34: (1, (17, 6), ['', '%', '', ''], [(9, 6), (9, 3), (16, 2)], [False, True, False, False], 32, False, [False, False, False, False], 4856, 'North', (17, 7))
Element 35: (1, (17, 7), ['', '', '', ''], [(8, 6), (10, 3), (16, 1)], [False, False, False, False], 30, False, [False, False, False, False], 4875, 'West', (16, 7))
Element 36: (1, (16, 7), ['%', '', '', ''], [(8, 5), (11, 3), (17, 1)], [True, False, False, False], 28, False, [False, False, False, False], 4894, 'South', (16, 6))
Element 37: (1, (16, 6), ['', '%', '', ''], [(8, 4), (12, 3), (16, 1)], [False, True, False, False], 26, False, [False, False, False, False], 4913, 'West', (15, 6))
Element 38: (1, (15, 6), ['', '', '%', ''], [(9, 4), (13, 3), (15, 1)], [False, False, True, False], 24, False, [False, False, False, False], 4932, 'South', (15, 5))
Element 39: (1, (15, 5), ['', '', '', '%'], [(9, 3), (13, 4), (14, 1)], [False, False, False, True], 22, False, [False, False, False, False], 4931, 'South', (15, 4))
Element 40: (1, (15, 4), ['', '', '', '%'], [(10, 3), (12, 4), (13, 1)], [False, False, False, True], 20, False, [False, False, False, False], 4940, 'South', (15, 3))
Element 41: (1, (15, 3), ['%', '%', '', ''], [(11, 3), (11, 4), (12, 1)], [True, True, False, False], 18, False, [False, False, False, False], 4949, 'East', (16, 3))
Element 42: (1, (16, 3), ['', '', '%', ''], [(12, 3), (11, 5), (11, 1)], [False, False, True, False], 16, False, [False, False, False, False], 4948, 'East', (17, 3))
Element 43: (1, (17, 3), ['', '%', '%', ''], [(13, 3), (12, 5), (10, 1)], [False, True, True, False], 14, False, [False, False, False, False], 4947, 'East', (18, 3))
Element 44: (1, (18, 3), ['', '%', '%', '%'], [(12, 3), (13, 5), (9, 1)], [False, True, True, True], 12, False, [False, False, False, False], 4946, 'West', (17, 3))
Element 45: (1, (17, 3), ['', '%', '%', ''], [(12, 4), (14, 5), (8, 1)], [False, True, True, False], 10, False, [False, False, False, False], 4945, 'West', (16, 3))
Element 46: (1, (16, 3), ['', '', '%', ''], [(11, 4), (14, 6), (7, 1)], [False, False, True, False], 8, False, [False, False, False, False], 4954, 'South', (16, 2))
Element 47: (1, (16, 2), ['%', '', '', '%'], [(12, 4), (14, 7), (7, 2)], [True, False, False, True], 6, False, [False, False, False, False], 4963, 'South', (16, 1))
Element 48: (1, (16, 1), ['', '%', '', ''], [(12, 3), (14, 8), (7, 3)], [False, True, False, False], 4, False, [False, False, False, False], 4972, 'East', (17, 1))
Element 49: (1, (17, 1), ['', '%', '%', '%'], [(11, 3), (15, 8), (7, 4)], [False, True, True, True], 2, False, [False, False, False, False], 4981, 'West', (16, 1))
Element 50: (1, (16, 1), ['', '%', '', ''], [(11, 3), (15, 9), (7, 5)], [False, True, False, False], 0, False, [False, False, False, False], 4990, 'Stop', (16, 1))
Element 51: #0#
