Element 1: (3, (7, 3), ['', '.', '.', '.'], [(16, 2), (5, 11), (6, 4)], [False, False, False, False], 98, False, [False, True, True, True], 1019, 'East', (8, 3))
Element 2: (3, (8, 3), ['', '.', '.', '.'], [(16, 1), (6, 11), (7, 4)], [False, False, False, False], 96, False, [False, True, True, True], 1058, 'East', (9, 3))
Element 3: (3, (9, 3), ['', '%', '.', '.'], [(17, 1), (7, 11), (8, 4)], [False, True, False, False], 94, False, [False, False, True, True], 1097, 'East', (10, 3))
Element 4: (3, (10, 3), ['', '%', '%', '.'], [(16, 1), (8, 11), (9, 4)], [False, True, True, False], 92, False, [False, False, False, True], 1126, 'East', (11, 3))
Element 5: (3, (11, 3), ['', '%', '.', '.'], [(15, 1), (9, 11), (9, 5)], [False, True, False, False], 90, False, [False, False, True, True], 1165, 'East', (12, 3))
Element 6: (3, (12, 3), ['', '%', '.', '.'], [(14, 1), (10, 11), (10, 5)], [False, True, False, False], 88, False, [False, False, True, True], 1204, 'East', (13, 3))
Element 7: (3, (13, 3), ['', '%', '.', '%'], [(13, 1), (11, 11), (11, 5)], [False, True, False, True], 86, False, [False, False, True, False], 2233, 'North', (13, 4))
Element 8: (3, (13, 4), ['.', '', '.', '.'], [(12, 1), (12, 11), (12, 5)], [False, False, False, False], 84, False, [True, False, True, True], 2272, 'East', (14, 4))
Element 9: (3, (14, 4), ['', '%', '.', '.'], [(11, 1), (13, 11), (13, 5)], [False, True, False, False], 82, False, [False, False, True, True], 2311, 'East', (15, 4))
Element 10: (3, (15, 4), ['', '.', '.', '%'], [(10, 1), (14, 11), (14, 5)], [False, False, False, True], 80, False, [False, True, True, False], 2350, 'North', (15, 5))
Element 11: (3, (15, 5), ['', '', '.', '%'], [(9, 1), (15, 11), (14, 6)], [False, False, False, True], 78, False, [False, False, True, False], 2389, 'North', (15, 6))
Element 12: (3, (15, 6), ['', '', '%', '.'], [(8, 1), (16, 11), (14, 7)], [False, False, True, False], 76, False, [False, False, False, True], 2428, 'East', (16, 6))
Element 13: (3, (16, 6), ['', '%', '.', '.'], [(8, 2), (16, 12), (14, 8)], [False, True, False, False], 74, False, [False, False, True, True], 2467, 'East', (17, 6))
Element 14: (3, (17, 6), ['', '%', '.', '.'], [(7, 2), (17, 12), (15, 8)], [False, True, False, False], 72, False, [False, False, True, True], 2506, 'East', (18, 6))
Element 15: (3, (18, 6), ['', '%', '.', '%'], [(7, 1), (17, 13), (16, 8)], [False, True, False, True], 70, False, [False, False, True, False], 2545, 'North', (18, 7))
Element 16: (3, (18, 7), ['.', '', '.', '%'], [(6, 1), (18, 13), (16, 9)], [False, False, False, True], 68, False, [True, False, True, False], 3574, 'North', (18, 8))
Element 17: (3, (18, 8), ['.', '', '%', '%'], [(6, 2), (17, 13), (16, 10)], [False, False, True, True], 66, False, [True, False, False, False], 3603, 'West', (17, 8))
Element 18: (3, (17, 8), ['', '.', '%', ''], [(5, 2), (16, 13), (15, 10)], [False, False, True, False], 64, False, [False, True, False, False], 3642, 'South', (17, 7))
