Element 1: (2, (12, 5), ['F', '.', '.', '.'], [(2, 6), (10, 12), (12, 7)], [False, False, False, False], 98, False, [False, True, True, True], 19, 'West', (11, 5))
Element 41: (2, (15, 6), ['', '', '%', ''], [(11, 5), (9, 1), (8, 9)], [False, False, True, False], 18, False, [False, False, False, False], 4909, 'South', (15, 5))
Element 42: (2, (15, 5), ['', '', '', '%'], [(11, 4), (8, 1), (8, 10)], [False, False, False, True], 16, False, [False, False, False, False], 4928, 'South', (15, 4))
Element 43: (2, (15, 4), ['', '', '', '%'], [(11, 3), (8, 2), (9, 10)], [False, False, False, True], 14, False, [False, False, False, False], 4947, 'South', (15, 3))
Element 44: (2, (15, 3), ['%', '%', '', ''], [(10, 3), (8, 3), (9, 11)], [True, True, False, False], 12, False, [False, False, False, False], 4976, 'East', (16, 3))
Element 45: (2, (16, 3), ['', '', '%', '.'], [(9, 3), (8, 4), (8, 11)], [False, False, True, False], 10, False, [False, False, False, True], 5005, 'East', (17, 3))
Element 46: (2, (17, 3), ['', '%', '%', '.'], [(9, 4), (7, 4), (8, 12)], [False, True, True, False], 8, False, [False, False, False, True], 5044, 'East', (18, 3))
Element 47: (2, (18, 3), ['', '%', '%', '%'], [(8, 4), (7, 3), (8, 13)], [False, True, True, True], 6, False, [False, False, False, False], 5073, 'West', (17, 3))
Element 48: (2, (17, 3), ['', '%', '%', ''], [(8, 3), (7, 2), (9, 13)], [False, True, True, False], 4, False, [False, False, False, False], 5092, 'West', (16, 3))
Element 49: (2, (16, 3), ['', '', '%', ''], [(8, 2), (7, 1), (10, 13)], [False, False, True, False], 2, False, [False, False, False, False], 5101, 'South', (16, 2))
Element 50: (2, (16, 2), ['%', '', '', '%'], [(8, 2), (7, 1), (11, 13)], [True, False, False, True], 0, False, [False, False, False, False], 5100, 'Stop', (16, 2))
Element 51: #0#
