Element 1: (2, (4, 5), ['.', '', '%', '.'], [(5, 10), (5, 4), (8, 10)], [False, False, True, False], 98, False, [True, False, False, True], 19, 'East', (5, 5))
Element 32: (2, (12, 6), ['.', '', '', '%'], [(13, 9), (7, 1), (8, 12)], [False, False, False, True], 36, False, [True, False, False, False], 5028, 'West', (11, 6))
Element 33: (2, (11, 6), ['.', '', '.', ''], [(14, 9), (6, 1), (7, 12)], [False, False, False, False], 34, False, [True, False, True, False], 5057, 'North', (11, 7))
Element 34: (2, (11, 7), ['%', '', '%', ''], [(15, 9), (6, 2), (7, 13)], [True, False, True, False], 32, False, [False, False, False, False], 5086, 'South', (11, 6))
Element 35: (2, (11, 6), ['.', '', '', ''], [(16, 9), (6, 3), (6, 13)], [False, False, False, False], 30, False, [True, False, False, False], 5105, 'West', (10, 6))
Element 36: (2, (10, 6), ['.', '', '%', ''], [(16, 8), (5, 3), (6, 12)], [False, False, True, False], 28, False, [True, False, False, False], 5134, 'West', (9, 6))
Element 37: (2, (9, 6), ['.', '', '%', ''], [(17, 8), (5, 2), (6, 11)], [False, False, True, False], 26, False, [True, False, False, False], 5163, 'West', (8, 6))
Element 38: (2, (8, 6), ['.', '', '%', ''], [(18, 8), (5, 1), (5, 11)], [False, False, True, False], 24, False, [True, False, False, False], 5192, 'West', (7, 6))
Element 39: (2, (7, 6), ['.', '', '%', ''], [(18, 7), (5, 2), (5, 12)], [False, False, True, False], 22, False, [True, False, False, False], 5211, 'West', (6, 6))
Element 40: (2, (6, 6), ['%', '', '%', ''], [(18, 6), (4, 2), (5, 13)], [True, False, True, False], 20, False, [False, False, False, False], 5240, 'East', (7, 6))
Element 41: (2, (7, 6), ['', '', '%', ''], [(17, 6), (4, 3), (4, 13)], [False, False, True, False], 18, False, [False, False, False, False], 5259, 'East', (8, 6))
Element 42: (2, (8, 6), ['', '', '%', ''], [(17, 7), (3, 3), (4, 12)], [False, False, True, False], 16, False, [False, False, False, False], 5278, 'East', (9, 6))
Element 43: (2, (9, 6), ['', '', '%', ''], [(16, 7), (3, 4), (4, 11)], [False, False, True, False], 14, False, [False, False, False, False], 5297, 'East', (10, 6))
Element 44: (2, (10, 6), ['', '', '%', ''], [(16, 6), (3, 5), (3, 11)], [False, False, True, False], 12, False, [False, False, False, False], 5316, 'East', (11, 6))
Element 45: (2, (11, 6), ['', '', '', ''], [(15, 6), (2, 5), (3, 12)], [False, False, False, False], 10, False, [False, False, False, False], 5335, 'East', (12, 6))
Element 46: (2, (12, 6), ['', '', '', '%'], [(15, 5), (2, 6), (3, 13)], [False, False, False, True], 8, False, [False, False, False, False], 5354, 'North', (12, 7))
Element 47: (2, (12, 7), ['', '', '', ''], [(15, 4), (2, 7), (2, 13)], [False, False, False, False], 6, False, [False, False, False, False], 5373, 'West', (11, 7))
Element 48: (2, (11, 7), ['%', '', '%', ''], [(15, 3), (1, 7), (2, 12)], [True, False, True, False], 4, False, [False, False, False, False], 5392, 'East', (12, 7))
Element 49: (2, (12, 7), ['', '', '', ''], [(16, 3), (1, 6), (1, 12)], [False, False, False, False], 2, False, [False, False, False, False], 5411, 'North', (12, 8))
Element 50: (2, (12, 8), ['%', '', '', ''], [(16, 3), (1, 6), (1, 13)], [True, False, False, False], 0, False, [False, False, False, False], 5420, 'Stop', (12, 8))
Element 51: #0#
