Element 1: (1, (8, 4), ['.', '.', 'G', '.'], [(8, 5), (12, 1), (13, 5)], [False, False, False, False], 98, False, [True, True, False, True], 9, 'East', (9, 4))
Element 2: (1, (9, 4), ['', '.', 'G', '%'], [(9, 5), (13, 1), (14, 5)], [False, False, False, True], 96, False, [False, True, False, False], 48, 'South', (9, 3))
Element 3: (1, (9, 3), ['.', '%', '', '.'], [(10, 5), (14, 1), (15, 5)], [False, True, False, False], 94, False, [True, False, False, True], 87, 'East', (10, 3))
Element 4: (1, (10, 3), ['', '%', '%', '.'], [(11, 5), (15, 1), (15, 6)], [False, True, True, False], 92, False, [False, False, False, True], 1116, 'East', (11, 3))
Element 5: (1, (11, 3), ['', '%', '.', '.'], [(12, 5), (16, 1), (16, 6)], [False, True, False, False], 90, False, [False, False, True, True], 1155, 'East', (12, 3))
Element 6: (1, (12, 3), ['', '%', '.', '.'], [(12, 6), (16, 2), (17, 6)], [False, True, False, False], 88, False, [False, False, True, True], 2184, 'East', (13, 3))
Element 7: (1, (13, 3), ['', '%', '.', '%'], [(12, 7), (16, 3), (18, 6)], [False, True, False, True], 86, False, [False, False, True, False], 2223, 'North', (13, 4))
Element 8: (1, (13, 4), ['.', '', '', '.'], [(13, 7), (17, 3), (18, 7)], [False, False, False, False], 84, False, [True, False, False, True], 2262, 'East', (14, 4))
Element 9: (1, (14, 4), ['', '%', '', '.'], [(14, 7), (18, 3), (18, 8)], [False, True, False, False], 82, False, [False, False, False, True], 2301, 'East', (15, 4))
Element 10: (1, (15, 4), ['', '.', '', '%'], [(14, 8), (17, 3), (17, 8)], [False, False, False, True], 80, False, [False, True, False, False], 2330, 'South', (15, 3))
Element 11: (1, (15, 3), ['%', '%', '', 'G'], [(15, 8), (16, 3), (17, 7)], [True, True, False, False], 78, False, [False, False, False, False], 2359, 'North', (15, 4))
Element 12: (1, (15, 4), ['', 'G', '', '%'], [(16, 8), (15, 3), (16, 7)], [False, False, False, True], 76, False, [False, False, False, False], 2378, 'North', (15, 5))
Element 13: (1, (15, 5), ['', 'G', '', '%'], [(16, 9), (15, 4), (17, 7)], [False, False, False, True], 74, False, [False, False, False, False], 3377, 'North', (15, 6))
Element 14: (1, (15, 6), ['.', 'G', '%', ''], [(16, 10), (15, 5), (17, 8)], [False, False, True, False], 72, False, [True, False, False, False], 3386, 'West', (14, 6))
Element 15: (1, (14, 6), ['%', '', '', 'G'], [(16, 11), (15, 6), (16, 8)], [True, False, False, False], 70, False, [False, False, False, False], 3405, 'North', (14, 7))
Element 16: (1, (14, 7), ['', '', '', '%'], [(16, 12), (16, 6), (16, 9)], [False, False, False, True], 68, False, [False, False, False, False], 3414, 'North', (14, 8))
Element 17: (1, (14, 8), ['.', '', '.', ''], [(17, 12), (17, 6), (15, 9)], [False, False, False, False], 66, False, [True, False, True, False], 3433, 'North', (14, 9))
Element 18: (1, (14, 9), ['.', '', '.', ''], [(17, 13), (18, 6), (15, 10)], [False, False, False, False], 64, False, [True, False, True, False], 3462, 'North', (14, 10))
Element 19: (1, (14, 10), ['.', '', '.', ''], [(18, 13), (18, 7), (15, 11)], [False, False, False, False], 62, False, [True, False, True, False], 3491, 'North', (14, 11))
Element 20: (1, (14, 11), ['.', '', '.', ''], [(17, 13), (18, 8), (15, 12)], [False, False, False, False], 60, False, [True, False, True, False], 3510, 'North', (14, 12))
Element 21: (1, (14, 12), ['.', '', '.', ''], [(16, 13), (17, 8), (15, 13)], [False, False, False, False], 58, False, [True, False, True, False], 3539, 'North', (14, 13))
Element 22: (1, (14, 13), ['.', '', '%', 'G'], [(15, 13), (17, 7), (15, 12)], [False, False, True, False], 56, False, [True, False, False, False], 3548, 'West', (13, 13))
Element 23: (1, (13, 13), ['.', '.', '%', ''], [(15, 12), (16, 7), (16, 12)], [False, False, True, False], 54, False, [True, True, False, False], 3557, 'South', (13, 12))
Element 24: (1, (13, 12), ['%', '.', '', ''], [(15, 11), (16, 8), (17, 12)], [True, False, False, False], 52, False, [False, True, False, False], 3566, 'South', (13, 11))
Element 25: (1, (13, 11), ['.', '.', '', ''], [(15, 10), (16, 9), (17, 13)], [False, False, False, False], 50, False, [True, True, False, False], 3575, 'South', (13, 10))
Element 26: (1, (13, 10), ['.', '.', '', ''], [(15, 9), (16, 10), (18, 13)], [False, False, False, False], 48, False, [True, True, False, False], 3584, 'South', (13, 9))
Element 27: (1, (13, 9), ['.', '.', '', 'G'], [(14, 9), (16, 11), (17, 13)], [False, False, False, False], 46, False, [True, True, False, False], 3593, 'South', (13, 8))
Element 28: (1, (13, 8), ['.', '', '', ''], [(14, 10), (16, 12), (16, 13)], [False, False, False, False], 44, False, [True, False, False, False], 3602, 'West', (12, 8))
Element 29: (1, (12, 8), ['%', '', '.', ''], [(14, 11), (17, 12), (17, 13)], [True, False, False, False], 42, False, [False, False, True, False], 3611, 'North', (12, 9))
Element 30: (1, (12, 9), ['.', '', '.', ''], [(14, 12), (16, 12), (17, 12)], [False, False, False, False], 40, False, [True, False, True, False], 3620, 'North', (12, 10))
Element 31: (1, (12, 10), ['.', '', '.', ''], [(14, 13), (15, 12), (16, 12)], [False, False, False, False], 38, False, [True, False, True, False], 3629, 'North', (12, 11))
Element 32: (1, (12, 11), ['.', '', '%', ''], [(13, 13), (15, 13), (16, 13)], [False, False, True, False], 36, False, [True, False, False, False], 3638, 'West', (11, 11))
Element 33: (1, (11, 11), ['.', '.', '%', ''], [(12, 13), (14, 13), (16, 12)], [False, False, True, False], 34, False, [True, True, False, False], 3657, 'South', (11, 10))
Element 34: (1, (11, 10), ['.', '.', '', ''], [(11, 13), (14, 12), (16, 11)], [False, False, False, False], 32, False, [True, True, False, False], 3676, 'South', (11, 9))
Element 35: (1, (11, 9), ['.', '%', '', ''], [(10, 13), (14, 11), (16, 10)], [False, True, False, False], 30, False, [True, False, False, False], 3695, 'West', (10, 9))
Element 36: (1, (10, 9), ['.', '%', '.', ''], [(10, 12), (15, 11), (16, 11)], [False, True, False, False], 28, False, [True, False, True, False], 3714, 'North', (10, 10))
Element 37: (1, (10, 10), ['.', '', 'G', ''], [(10, 11), (15, 10), (16, 12)], [False, False, False, False], 26, False, [True, False, False, False], 3733, 'West', (9, 10))
Element 38: (1, (9, 10), ['.', '.', 'G', ''], [(9, 11), (15, 9), (15, 12)], [False, False, False, False], 24, False, [True, True, False, False], 3752, 'South', (9, 9))
Element 39: (1, (9, 9), ['F', '%', '', ''], [(9, 12), (15, 8), (15, 11)], [False, True, False, False], 22, False, [False, False, False, False], 3771, 'West', (8, 9))
Element 40: (1, (8, 9), ['.', '.', '.', ''], [(9, 13), (14, 8), (16, 11)], [False, False, False, False], 20, False, [True, True, True, False], 4780, 'North', (8, 10))
