Element 1: (0, (16, 12), ['.', '.', '.', '.'], [(1, 4), (11, 6), (14, 1)], [False, False, False, False], 98, False, [True, True, True, True], 0, 'East', (17, 12))
Element 2: (0, (17, 12), ['', '%', '.', '%'], [(2, 4), (11, 5), (15, 1)], [False, True, False, True], 96, False, [False, False, True, False], 1029, 'North', (17, 13))
Element 3: (0, (17, 13), ['.', '', '%', '.'], [(3, 4), (12, 5), (16, 1)], [False, False, True, False], 94, False, [True, False, False, True], 1068, 'East', (18, 13))
Element 4: (0, (18, 13), ['', '%', '%', '%'], [(4, 4), (13, 5), (16, 2)], [False, True, True, True], 92, False, [False, False, False, False], 2097, 'West', (17, 13))
Element 5: (0, (17, 13), ['.', '', '%', ''], [(5, 4), (14, 5), (16, 3)], [False, False, True, False], 90, False, [True, False, False, False], 2126, 'West', (16, 13))
Element 6: (0, (16, 13), ['.', '', '%', ''], [(6, 4), (15, 5), (17, 3)], [False, False, True, False], 88, False, [True, False, False, False], 2165, 'West', (15, 13))
Element 7: (0, (15, 13), ['.', '.', '%', ''], [(7, 4), (15, 6), (18, 3)], [False, False, True, False], 86, False, [True, True, False, False], 2204, 'South', (15, 12))
Element 8: (0, (15, 12), ['.', '.', '', ''], [(8, 4), (16, 6), (17, 3)], [False, False, False, False], 84, False, [True, True, False, False], 2233, 'South', (15, 11))
Element 9: (0, (15, 11), ['.', '.', '', '.'], [(9, 4), (17, 6), (16, 3)], [False, False, False, False], 82, False, [True, True, False, True], 2262, 'East', (16, 11))
Element 10: (0, (16, 11), ['', '.', '', '%'], [(9, 5), (18, 6), (15, 3)], [False, False, False, True], 80, False, [False, True, False, False], 2301, 'South', (16, 10))
Element 11: (0, (16, 10), ['.', 'F', '', '%'], [(10, 5), (18, 7), (15, 4)], [False, False, False, True], 78, False, [True, False, False, False], 2340, 'South', (16, 9))
Element 12: (0, (16, 9), ['.', '.', '', '%'], [(10, 6), (18, 8), (14, 4)], [False, False, False, True], 76, False, [True, True, False, False], 3369, 'South', (16, 8))
Element 13: (0, (16, 8), ['.', '.', '', 'G'], [(9, 6), (17, 8), (13, 4)], [False, False, False, False], 74, False, [True, True, False, False], 3408, 'South', (16, 7))
Element 14: (0, (16, 7), ['%', '', '', 'G'], [(8, 6), (17, 7), (13, 3)], [True, False, False, False], 72, False, [False, False, False, False], 3447, 'South', (16, 6))
Element 15: (0, (16, 6), ['', '%', 'G', ''], [(8, 5), (16, 7), (12, 3)], [False, True, False, False], 70, False, [False, False, False, False], 3466, 'East', (17, 6))
Element 16: (0, (17, 6), ['', '%', '', ''], [(7, 5), (16, 8), (12, 4)], [False, True, False, False], 68, False, [False, False, False, False], 3485, 'East', (18, 6))
Element 17: (0, (18, 6), ['', '%', '', '%'], [(7, 6), (15, 8), (11, 4)], [False, True, False, True], 66, False, [False, False, False, False], 3514, 'North', (18, 7))
