Element 1: (3, (16, 3), ['.', 'F', '%', '.'], [(9, 5), (15, 10), (16, 6)], [False, False, True, False], 98, False, [True, False, False, True], 29, 'South', (16, 2))
Element 2: (3, (16, 2), ['%', '.', '', '%'], [(10, 5), (16, 10), (17, 6)], [True, False, False, True], 96, False, [False, True, False, False], 1058, 'South', (16, 1))
Element 3: (3, (16, 1), ['.', '%', '', '.'], [(11, 5), (16, 9), (18, 6)], [False, True, False, False], 94, False, [True, False, False, True], 3077, 'East', (17, 1))
Element 4: (3, (17, 1), ['', '%', '%', '%'], [(12, 5), (16, 8), (18, 7)], [False, True, True, True], 92, False, [False, False, False, False], 3116, 'West', (16, 1))
Element 5: (3, (16, 1), ['.', '%', '', ''], [(13, 5), (17, 8), (18, 8)], [False, True, False, False], 90, False, [True, False, False, False], 3145, 'West', (15, 1))
Element 6: (3, (15, 1), ['.', '%', '%', ''], [(14, 5), (17, 7), (17, 8)], [False, True, True, False], 88, False, [True, False, False, False], 3174, 'West', (14, 1))
Element 7: (3, (14, 1), ['.', '%', '%', ''], [(15, 5), (16, 7), (17, 7)], [False, True, True, False], 86, False, [True, False, False, False], 3203, 'West', (13, 1))
Element 8: (3, (13, 1), ['.', '%', '%', ''], [(15, 4), (16, 6), (16, 7)], [False, True, True, False], 84, False, [True, False, False, False], 3222, 'West', (12, 1))
Element 9: (3, (12, 1), ['.', '%', '%', ''], [(15, 3), (17, 6), (16, 8)], [False, True, True, False], 82, False, [True, False, False, False], 3241, 'West', (11, 1))
Element 10: (3, (11, 1), ['.', '%', '%', ''], [(16, 3), (18, 6), (15, 8)], [False, True, True, False], 80, False, [True, False, False, False], 3260, 'West', (10, 1))
Element 11: (3, (10, 1), ['.', '%', '%', ''], [(17, 3), (18, 7), (15, 9)], [False, True, True, False], 78, False, [True, False, False, False], 3289, 'West', (9, 1))
Element 12: (3, (9, 1), ['.', '%', '%', ''], [(18, 3), (18, 8), (14, 9)], [False, True, True, False], 76, False, [True, False, False, False], 3318, 'West', (8, 1))
Element 13: (3, (8, 1), ['.', '%', '.', ''], [(17, 3), (18, 7), (14, 8)], [False, True, False, False], 74, False, [True, False, True, False], 3337, 'North', (8, 2))
Element 14: (3, (8, 2), ['.', '', '.', '%'], [(16, 3), (18, 6), (14, 7)], [False, False, False, True], 72, False, [True, False, True, False], 3356, 'North', (8, 3))
Element 15: (3, (8, 3), ['.', '', '.', '.'], [(16, 2), (17, 6), (14, 6)], [False, False, False, False], 70, False, [True, False, True, True], 3375, 'East', (9, 3))
Element 16: (3, (9, 3), ['', '%', '', '.'], [(16, 1), (16, 6), (14, 5)], [False, True, False, False], 68, False, [False, False, False, True], 3384, 'East', (10, 3))
Element 17: (3, (10, 3), ['', '%', '%', '.'], [(17, 1), (15, 6), (14, 4)], [False, True, True, False], 66, False, [False, False, False, True], 3403, 'East', (11, 3))
Element 18: (3, (11, 3), ['', '%', '.', '.'], [(16, 1), (15, 5), (13, 4)], [False, True, False, False], 64, False, [False, False, True, True], 3422, 'East', (12, 3))
Element 19: (3, (12, 3), ['', '%', '.', 'G'], [(15, 1), (15, 4), (13, 3)], [False, True, False, False], 62, False, [False, False, True, False], 3441, 'North', (12, 4))
Element 20: (3, (12, 4), ['.', 'G', '', ''], [(14, 1), (15, 3), (12, 3)], [False, False, False, False], 60, False, [True, False, False, False], 3450, 'West', (11, 4))
Element 21: (3, (11, 4), ['%', '', '', 'G'], [(13, 1), (16, 3), (12, 4)], [True, False, False, False], 58, False, [False, False, False, False], 3459, 'North', (11, 5))
Element 22: (3, (11, 5), ['', '', '.', 'G'], [(12, 1), (17, 3), (12, 5)], [False, False, False, False], 56, False, [False, False, True, False], 3458, 'North', (11, 6))
Element 23: (3, (11, 6), ['.', '', '.', 'G'], [(11, 1), (18, 3), (12, 6)], [False, False, False, False], 54, False, [True, False, True, False], 3477, 'North', (11, 7))
Element 24: (3, (11, 7), ['%', '', '%', 'G'], [(10, 1), (17, 3), (12, 7)], [True, False, True, False], 52, False, [False, False, False, False], 3496, 'South', (11, 6))
Element 25: (3, (11, 6), ['.', '', '', ''], [(9, 1), (16, 3), (13, 7)], [False, False, False, False], 50, False, [True, False, False, False], 3505, 'West', (10, 6))
Element 26: (3, (10, 6), ['.', '', '%', ''], [(8, 1), (16, 2), (13, 8)], [False, False, True, False], 48, False, [True, False, False, False], 3524, 'West', (9, 6))
Element 27: (3, (9, 6), ['.', '', '%', ''], [(7, 1), (16, 1), (13, 9)], [False, False, True, False], 46, False, [True, False, False, False], 3553, 'West', (8, 6))
Element 28: (3, (8, 6), ['.', '.', '%', ''], [(7, 2), (17, 1), (13, 10)], [False, False, True, False], 44, False, [True, True, False, False], 3582, 'South', (8, 5))
Element 29: (3, (8, 5), ['.', '.', '', ''], [(7, 3), (16, 1), (13, 11)], [False, False, False, False], 42, False, [True, True, False, False], 3611, 'South', (8, 4))
Element 30: (3, (8, 4), ['G', '', '', ''], [(7, 4), (15, 1), (14, 11)], [False, False, False, False], 40, False, [False, False, False, False], 3640, 'East', (9, 4))
Element 31: (3, (9, 4), ['', '', '', '%'], [(7, 5), (14, 1), (15, 11)], [False, False, False, True], 38, False, [False, False, False, False], 3659, 'North', (9, 5))
Element 32: (3, (9, 5), ['', '', '', ''], [(7, 6), (13, 1), (16, 11)], [False, False, False, False], 36, False, [False, False, False, False], 3678, 'East', (10, 5))
Element 33: (3, (10, 5), ['', '%', '', ''], [(6, 6), (12, 1), (16, 12)], [False, True, False, False], 34, False, [False, False, False, False], 3697, 'West', (9, 5))
Element 34: (3, (9, 5), ['', '', '', ''], [(6, 5), (11, 1), (17, 12)], [False, False, False, False], 32, False, [False, False, False, False], 3716, 'South', (9, 4))
Element 35: (3, (9, 4), ['', '', '', '%'], [(6, 4), (10, 1), (17, 13)], [False, False, False, True], 30, False, [False, False, False, False], 3735, 'West', (8, 4))
Element 36: (3, (8, 4), ['', '', '', ''], [(6, 3), (9, 1), (18, 13)], [False, False, False, False], 28, False, [False, False, False, False], 3754, 'North', (8, 5))
Element 37: (3, (8, 5), ['', '', '', ''], [(6, 2), (8, 1), (17, 13)], [False, False, False, False], 26, False, [False, False, False, False], 3763, 'West', (7, 5))
