Element 1: (2, (14, 4), ['.', '%', '.', '.'], [(15, 8), (8, 8), (16, 1)], [False, True, False, False], 98, False, [True, False, True, True], 19, 'East', (15, 4))
Element 2: (2, (15, 4), ['', '.', '.', '%'], [(16, 8), (8, 9), (16, 2)], [False, False, False, True], 96, False, [False, True, True, False], 2038, 'North', (15, 5))
Element 3: (2, (15, 5), ['.', '', '.', '%'], [(16, 9), (9, 9), (16, 3)], [False, False, False, True], 94, False, [True, False, True, False], 3067, 'North', (15, 6))
Element 4: (2, (15, 6), ['.', '', '%', '.'], [(16, 10), (10, 9), (17, 3)], [False, False, True, False], 92, False, [True, False, False, True], 3106, 'East', (16, 6))
Element 5: (2, (16, 6), ['', '%', '.', '.'], [(16, 11), (11, 9), (18, 3)], [False, True, False, False], 90, False, [False, False, True, True], 3145, 'East', (17, 6))
Element 6: (2, (17, 6), ['', '%', '.', '.'], [(16, 12), (12, 9), (17, 3)], [False, True, False, False], 88, False, [False, False, True, True], 3174, 'East', (18, 6))
Element 7: (2, (18, 6), ['', '%', '.', '%'], [(17, 12), (13, 9), (16, 3)], [False, True, False, True], 86, False, [False, False, True, False], 3203, 'North', (18, 7))
Element 8: (2, (18, 7), ['.', '', '.', '%'], [(17, 13), (14, 9), (15, 3)], [False, False, False, True], 84, False, [True, False, True, False], 3242, 'North', (18, 8))
Element 9: (2, (18, 8), ['.', '', '%', '%'], [(18, 13), (15, 9), (15, 4)], [False, False, True, True], 82, False, [True, False, False, False], 3271, 'West', (17, 8))
Element 10: (2, (17, 8), ['', '.', '%', ''], [(17, 13), (15, 10), (15, 5)], [False, False, True, False], 80, False, [False, True, False, False], 3290, 'South', (17, 7))
Element 11: (2, (17, 7), ['.', '', '', ''], [(16, 13), (15, 11), (14, 5)], [False, False, False, False], 78, False, [True, False, False, False], 3329, 'West', (16, 7))
Element 12: (2, (16, 7), ['%', '', '', ''], [(15, 13), (15, 12), (14, 6)], [True, False, False, False], 76, False, [False, False, False, False], 3368, 'North', (16, 8))
Element 13: (2, (16, 8), ['', '', '', ''], [(14, 13), (14, 12), (14, 7)], [False, False, False, False], 74, False, [False, False, False, False], 3397, 'North', (16, 9))
Element 14: (2, (16, 9), ['', '', '', '%'], [(13, 13), (14, 11), (13, 7)], [False, False, False, True], 72, False, [False, False, False, False], 3426, 'North', (16, 10))
Element 15: (2, (16, 10), ['', '', '', '%'], [(13, 12), (14, 10), (13, 8)], [False, False, False, True], 70, False, [False, False, False, False], 3455, 'North', (16, 11))
Element 16: (2, (16, 11), ['', '', '', '%'], [(13, 11), (13, 10), (12, 8)], [False, False, False, True], 68, False, [False, False, False, False], 3484, 'North', (16, 12))
Element 17: (2, (16, 12), ['', '', '', ''], [(12, 11), (12, 10), (12, 7)], [False, False, False, False], 66, False, [False, False, False, False], 3513, 'East', (17, 12))
Element 18: (2, (17, 12), ['', '%', '', '%'], [(11, 11), (11, 10), (12, 6)], [False, True, False, True], 64, False, [False, False, False, False], 3542, 'North', (17, 13))
Element 19: (2, (17, 13), ['', '', '%', ''], [(10, 11), (10, 10), (12, 5)], [False, False, True, False], 62, False, [False, False, False, False], 3571, 'East', (18, 13))
