Element 1: (3, (16, 8), ['.', '.', 'F', '.'], [(11, 3), (10, 6), (16, 2)], [False, False, False, False], 98, False, [True, True, False, True], 1019, 'North', (16, 9))
Element 2: (3, (16, 9), ['.', '', '.', '%'], [(12, 3), (11, 6), (16, 1)], [False, False, False, True], 96, False, [True, False, True, False], 2048, 'North', (16, 10))
Element 3: (3, (16, 10), ['.', '', '.', '%'], [(13, 3), (11, 5), (17, 1)], [False, False, False, True], 94, False, [True, False, True, False], 3077, 'North', (16, 11))
Element 4: (3, (16, 11), ['.', '', '.', '%'], [(13, 4), (12, 5), (16, 1)], [False, False, False, True], 92, False, [True, False, True, False], 3106, 'North', (16, 12))
Element 5: (3, (16, 12), ['.', '', '.', '.'], [(14, 4), (13, 5), (15, 1)], [False, False, False, False], 90, False, [True, False, True, True], 3145, 'East', (17, 12))
Element 6: (3, (17, 12), ['', '%', '.', '%'], [(15, 4), (14, 5), (14, 1)], [False, True, False, True], 88, False, [False, False, True, False], 3184, 'North', (17, 13))
Element 7: (3, (17, 13), ['.', '', '%', '.'], [(15, 5), (14, 6), (13, 1)], [False, False, True, False], 86, False, [True, False, False, True], 3223, 'East', (18, 13))
Element 8: (3, (18, 13), ['', '%', '%', '%'], [(15, 6), (14, 7), (12, 1)], [False, True, True, True], 84, False, [False, False, False, False], 3262, 'West', (17, 13))
Element 9: (3, (17, 13), ['.', '', '%', ''], [(16, 6), (14, 8), (11, 1)], [False, False, True, False], 82, False, [True, False, False, False], 3291, 'West', (16, 13))
Element 10: (3, (16, 13), ['.', '', '%', ''], [(17, 6), (15, 8), (10, 1)], [False, False, True, False], 80, False, [True, False, False, False], 3330, 'West', (15, 13))
Element 11: (3, (15, 13), ['.', '.', '%', ''], [(18, 6), (15, 9), (9, 1)], [False, False, True, False], 78, False, [True, True, False, False], 3369, 'South', (15, 12))
Element 12: (3, (15, 12), ['.', '.', '', ''], [(18, 7), (15, 10), (8, 1)], [False, False, False, False], 76, False, [True, True, False, False], 3408, 'South', (15, 11))
Element 13: (3, (15, 11), ['.', '', '', ''], [(18, 8), (14, 10), (8, 2)], [False, False, False, False], 74, False, [True, False, False, False], 3447, 'West', (14, 11))
Element 14: (3, (14, 11), ['.', '', '.', ''], [(17, 8), (14, 9), (8, 3)], [False, False, False, False], 72, False, [True, False, True, False], 3486, 'North', (14, 12))
Element 15: (3, (14, 12), ['.', '', '.', ''], [(17, 7), (13, 9), (9, 3)], [False, False, False, False], 70, False, [True, False, True, False], 3525, 'North', (14, 13))
Element 16: (3, (14, 13), ['.', '', '%', ''], [(16, 7), (13, 10), (9, 4)], [False, False, True, False], 68, False, [True, False, False, False], 3564, 'West', (13, 13))
Element 17: (3, (13, 13), ['.', '.', '%', ''], [(16, 8), (13, 11), (9, 5)], [False, False, True, False], 66, False, [True, True, False, False], 3593, 'South', (13, 12))
Element 18: (3, (13, 12), ['%', '', '', ''], [(16, 9), (12, 11), (10, 5)], [True, False, False, False], 64, False, [False, False, False, False], 3622, 'South', (13, 11))
Element 19: (3, (13, 11), ['', '', '', ''], [(16, 10), (12, 10), (11, 5)], [False, False, False, False], 62, False, [False, False, False, False], 3631, 'South', (13, 10))
Element 20: (3, (13, 10), ['', '', '', ''], [(16, 11), (12, 9), (11, 4)], [False, False, False, False], 60, False, [False, False, False, False], 3650, 'East', (14, 10))
Element 21: (3, (14, 10), ['', '', '', ''], [(16, 12), (12, 8), (12, 4)], [False, False, False, False], 58, False, [False, False, False, False], 3669, 'East', (15, 10))
Element 22: (3, (15, 10), ['', '', '', ''], [(17, 12), (13, 8), (13, 4)], [False, False, False, False], 56, False, [False, False, False, False], 3678, 'South', (15, 9))
Element 23: (3, (15, 9), ['', '', '', ''], [(17, 13), (13, 7), (14, 4)], [False, False, False, False], 54, False, [False, False, False, False], 3687, 'South', (15, 8))
Element 24: (3, (15, 8), ['', '%', '', ''], [(18, 13), (12, 7), (15, 4)], [False, True, False, False], 52, False, [False, False, False, False], 3696, 'West', (14, 8))
Element 25: (3, (14, 8), ['', '', '', ''], [(17, 13), (12, 6), (15, 3)], [False, False, False, False], 50, False, [False, False, False, False], 3715, 'North', (14, 9))
Element 26: (3, (14, 9), ['', '', '', ''], [(16, 13), (12, 7), (15, 4)], [False, False, False, False], 48, False, [False, False, False, False], 3714, 'West', (13, 9))
Element 27: (3, (13, 9), ['', '', '', ''], [(15, 13), (11, 7), (15, 5)], [False, False, False, False], 46, False, [False, False, False, False], 3723, 'South', (13, 8))
Element 28: (3, (13, 8), ['', '', '', ''], [(15, 12), (12, 7), (15, 6)], [False, False, False, False], 44, False, [False, False, False, False], 3722, 'South', (13, 7))
Element 29: (3, (13, 7), ['', '%', '', ''], [(15, 11), (11, 7), (16, 6)], [False, True, False, False], 42, False, [False, False, False, False], 3721, 'East', (14, 7))
Element 30: (3, (14, 7), ['', '', '', '%'], [(15, 10), (11, 7), (17, 6)], [False, False, False, True], 40, False, [False, False, False, False], 3720, 'South', (14, 6))
