Element 1: (3, (16, 8), ['.', '.', 'F', '.'], [(14, 7), (5, 5), (11, 9)], [False, False, False, False], 98, False, [True, True, False, True], 29, 'North', (16, 9))
Element 2: (3, (16, 9), ['.', '', '.', '%'], [(14, 8), (6, 5), (12, 9)], [False, False, False, True], 96, False, [True, False, True, False], 1058, 'North', (16, 10))
Element 3: (3, (16, 10), ['.', '', '.', '%'], [(15, 8), (7, 5), (13, 9)], [False, False, False, True], 94, False, [True, False, True, False], 1097, 'North', (16, 11))
Element 4: (3, (16, 11), ['.', '', '.', '%'], [(15, 9), (8, 5), (14, 9)], [False, False, False, True], 92, False, [True, False, True, False], 1136, 'North', (16, 12))
Element 5: (3, (16, 12), ['.', '', '.', '.'], [(15, 10), (9, 5), (14, 10)], [False, False, False, False], 90, False, [True, False, True, True], 1175, 'East', (17, 12))
Element 6: (3, (17, 12), ['', '%', '.', '%'], [(15, 11), (10, 5), (14, 11)], [False, True, False, True], 88, False, [False, False, True, False], 1214, 'North', (17, 13))
Element 7: (3, (17, 13), ['.', '', '%', '.'], [(15, 12), (11, 5), (14, 12)], [False, False, True, False], 86, False, [True, False, False, True], 2243, 'East', (18, 13))
Element 8: (3, (18, 13), ['', '%', '%', '%'], [(15, 13), (12, 5), (14, 13)], [False, True, True, True], 84, False, [False, False, False, False], 2282, 'West', (17, 13))
Element 9: (3, (17, 13), ['G', '', '%', ''], [(16, 13), (13, 5), (13, 13)], [False, False, True, False], 82, False, [False, False, False, False], 2311, 'South', (17, 12))
Element 10: (3, (17, 12), ['', '%', 'G', '%'], [(17, 13), (14, 5), (13, 12)], [False, True, False, True], 80, False, [False, False, False, False], 2330, 'West', (16, 12))
Element 11: (3, (16, 12), ['', '', '', ''], [(18, 13), (15, 5), (13, 11)], [False, False, False, False], 78, False, [False, False, False, False], 2349, 'East', (17, 12))
Element 12: (3, (17, 12), ['', '%', 'G', '%'], [(17, 13), (15, 6), (13, 10)], [False, True, False, True], 76, False, [False, False, False, False], 2368, 'West', (16, 12))
Element 13: (3, (16, 12), ['', '', '', 'G'], [(17, 12), (16, 6), (12, 10)], [False, False, False, False], 74, False, [False, False, False, False], 2387, 'North', (16, 13))
Element 14: (3, (16, 13), ['', 'G', '%', ''], [(16, 12), (17, 6), (12, 11)], [False, False, True, False], 72, False, [False, False, False, False], 2406, 'West', (15, 13))
Element 15: (3, (15, 13), ['', '', '%', ''], [(16, 11), (18, 6), (11, 11)], [False, False, True, False], 70, False, [False, False, False, False], 2425, 'South', (15, 12))
Element 16: (3, (15, 12), ['', '', '', ''], [(16, 10), (18, 7), (11, 10)], [False, False, False, False], 68, False, [False, False, False, False], 2444, 'South', (15, 11))
Element 17: (3, (15, 11), ['', '', '', ''], [(16, 9), (18, 8), (10, 10)], [False, False, False, False], 66, False, [False, False, False, False], 2463, 'South', (15, 10))
Element 18: (3, (15, 10), ['', '', '', ''], [(16, 8), (17, 8), (10, 11)], [False, False, False, False], 64, False, [False, False, False, False], 2482, 'South', (15, 9))
Element 19: (3, (15, 9), ['', '', '', ''], [(16, 7), (17, 7), (10, 12)], [False, False, False, False], 62, False, [False, False, False, False], 2511, 'South', (15, 8))
Element 20: (3, (15, 8), ['', '%', '', ''], [(16, 6), (16, 7), (10, 13)], [False, True, False, False], 60, False, [False, False, False, False], 2520, 'West', (14, 8))
Element 21: (3, (14, 8), ['.', '', '', ''], [(17, 6), (16, 8), (11, 13)], [False, False, False, False], 58, False, [True, False, False, False], 2529, 'West', (13, 8))
Element 22: (3, (13, 8), ['.', '', '', ''], [(18, 6), (16, 9), (12, 13)], [False, False, False, False], 56, False, [True, False, False, False], 2548, 'West', (12, 8))
Element 23: (3, (12, 8), ['%', '.', '', ''], [(18, 7), (16, 10), (11, 13)], [True, False, False, False], 54, False, [False, True, False, False], 2557, 'South', (12, 7))
Element 24: (3, (12, 7), ['.', '.', '', ''], [(18, 8), (16, 11), (10, 13)], [False, False, False, False], 52, False, [True, True, False, False], 2566, 'South', (12, 6))
Element 25: (3, (12, 6), ['.', '', '', '%'], [(17, 8), (16, 12), (9, 13)], [False, False, False, True], 50, False, [True, False, False, False], 2585, 'West', (11, 6))
Element 26: (3, (11, 6), ['.', '', '.', ''], [(17, 7), (17, 12), (9, 12)], [False, False, False, False], 48, False, [True, False, True, False], 2604, 'North', (11, 7))
Element 27: (3, (11, 7), ['%', '', '%', ''], [(17, 8), (17, 13), (9, 11)], [True, False, True, False], 46, False, [False, False, False, False], 2623, 'South', (11, 6))
Element 28: (3, (11, 6), ['.', '', '', ''], [(18, 8), (18, 13), (9, 10)], [False, False, False, False], 44, False, [True, False, False, False], 2632, 'West', (10, 6))
Element 29: (3, (10, 6), ['.', '', '%', ''], [(18, 7), (17, 13), (9, 9)], [False, False, True, False], 42, False, [True, False, False, False], 2651, 'West', (9, 6))
Element 30: (3, (9, 6), ['.', '', '%', ''], [(17, 7), (16, 13), (8, 9)], [False, False, True, False], 40, False, [True, False, False, False], 3660, 'West', (8, 6))
Element 31: (3, (8, 6), ['.', '', '%', ''], [(18, 7), (15, 13), (8, 10)], [False, False, True, False], 38, False, [True, False, False, False], 3679, 'West', (7, 6))
Element 32: (3, (7, 6), ['.', '', '%', ''], [(18, 6), (15, 12), (8, 11)], [False, False, True, False], 36, False, [True, False, False, False], 3698, 'West', (6, 6))
Element 33: (3, (6, 6), ['%', '', '%', ''], [(17, 6), (15, 11), (8, 12)], [True, False, True, False], 34, False, [False, False, False, False], 3717, 'South', (6, 5))
Element 34: (3, (6, 5), ['', '.', '', ''], [(17, 7), (15, 10), (8, 13)], [False, False, False, False], 32, False, [False, True, False, False], 3726, 'South', (6, 4))
Element 35: (3, (6, 4), ['.', '.', '', '.'], [(17, 6), (15, 9), (7, 13)], [False, False, False, False], 30, False, [True, True, False, True], 3745, 'East', (7, 4))
Element 36: (3, (7, 4), ['', '.', '', '.'], [(16, 6), (15, 8), (7, 12)], [False, False, False, False], 28, False, [False, True, False, True], 3764, 'East', (8, 4))
Element 37: (3, (8, 4), ['', '.', '', '.'], [(15, 6), (14, 8), (7, 11)], [False, False, False, False], 26, False, [False, True, False, True], 3783, 'East', (9, 4))
Element 38: (3, (9, 4), ['', '.', '', '%'], [(14, 6), (14, 9), (7, 10)], [False, False, False, True], 24, False, [False, True, False, False], 3812, 'South', (9, 3))
Element 39: (3, (9, 3), ['.', '%', '', '.'], [(14, 5), (14, 10), (7, 9)], [False, True, False, False], 22, False, [True, False, False, True], 3831, 'East', (10, 3))
Element 40: (3, (10, 3), ['', '%', '%', '.'], [(14, 4), (14, 11), (7, 8)], [False, True, True, False], 20, False, [False, False, False, True], 3860, 'East', (11, 3))
Element 41: (3, (11, 3), ['', '%', '.', '.'], [(15, 4), (14, 12), (8, 8)], [False, True, False, False], 18, False, [False, False, True, True], 3889, 'East', (12, 3))
Element 42: (3, (12, 3), ['', '%', '.', '.'], [(15, 3), (14, 13), (7, 8)], [False, True, False, False], 16, False, [False, False, True, True], 3908, 'East', (13, 3))
Element 43: (3, (13, 3), ['', '%', '.', '%'], [(16, 3), (13, 13), (6, 8)], [False, True, False, True], 14, False, [False, False, True, False], 3937, 'North', (13, 4))
Element 44: (3, (13, 4), ['.', '', '', ''], [(16, 2), (13, 12), (6, 9)], [False, False, False, False], 12, False, [True, False, False, False], 4956, 'West', (12, 4))
Element 45: (3, (12, 4), ['.', '', '', ''], [(16, 1), (13, 11), (6, 10)], [False, False, False, False], 10, False, [True, False, False, False], 4985, 'West', (11, 4))
Element 46: (3, (11, 4), ['%', '', '', ''], [(17, 1), (13, 10), (6, 11)], [True, False, False, False], 8, False, [False, False, False, False], 5014, 'North', (11, 5))
Element 47: (3, (11, 5), ['', '', '', ''], [(16, 1), (13, 9), (6, 12)], [False, False, False, False], 6, False, [False, False, False, False], 5023, 'East', (12, 5))
Element 48: (3, (12, 5), ['', '', '', ''], [(15, 1), (13, 8), (6, 13)], [False, False, False, False], 4, False, [False, False, False, False], 5042, 'East', (13, 5))
Element 49: (3, (13, 5), ['', '', '%', ''], [(14, 1), (13, 7), (5, 13)], [False, False, True, False], 2, False, [False, False, False, False], 5061, 'East', (14, 5))
Element 50: (3, (14, 5), ['', '', '', ''], [(14, 1), (13, 7), (5, 13)], [False, False, False, False], 0, False, [False, False, False, False], 5060, 'Stop', (14, 5))
Element 51: #0#
