Element 1: (1, (10, 9), ['.', '%', 'G', '.'], [(8, 12), (10, 10), (14, 8)], [False, True, False, False], 98, False, [True, False, False, True], 9, 'East', (11, 9))
Element 28: (1, (9, 13), ['.', '', '%', ''], [(7, 8), (15, 4), (14, 9)], [False, False, True, False], 44, False, [True, False, False, False], 2562, 'West', (8, 13))
Element 29: (1, (8, 13), ['.', '', '%', ''], [(6, 8), (15, 3), (13, 9)], [False, False, True, False], 42, False, [True, False, False, False], 2591, 'West', (7, 13))
Element 30: (1, (7, 13), ['.', '', '%', ''], [(6, 9), (16, 3), (13, 8)], [False, False, True, False], 40, False, [True, False, False, False], 2630, 'West', (6, 13))
Element 31: (1, (6, 13), ['.', '.', '%', ''], [(6, 10), (16, 2), (13, 7)], [False, False, True, False], 38, False, [True, True, False, False], 3659, 'South', (6, 12))
Element 32: (1, (6, 12), ['.', 'G', '', ''], [(6, 11), (16, 1), (14, 7)], [False, False, False, False], 36, False, [True, False, False, False], 3698, 'West', (5, 12))
Element 33: (1, (5, 12), ['.', 'G', '.', ''], [(5, 11), (17, 1), (14, 6)], [False, False, False, False], 34, False, [True, False, True, False], 3737, 'North', (5, 13))
Element 34: (1, (5, 13), ['.', '', '%', ''], [(5, 10), (16, 1), (14, 5)], [False, False, True, False], 32, False, [True, False, False, False], 3766, 'West', (4, 13))
Element 35: (1, (4, 13), ['.', '.', '%', ''], [(5, 9), (15, 1), (14, 4)], [False, False, True, False], 30, False, [True, True, False, False], 3805, 'South', (4, 12))
Element 36: (1, (4, 12), ['.', '.', '', ''], [(5, 8), (14, 1), (13, 4)], [False, False, False, False], 28, False, [True, True, False, False], 3844, 'South', (4, 11))
Element 37: (1, (4, 11), ['.', '.', '', ''], [(4, 8), (13, 1), (13, 5)], [False, False, False, False], 26, False, [True, True, False, False], 3883, 'South', (4, 10))
Element 38: (1, (4, 10), ['.', 'G', '', ''], [(4, 9), (12, 1), (12, 5)], [False, False, False, False], 24, False, [True, False, False, False], 3922, 'West', (3, 10))
Element 39: (1, (3, 10), ['.', 'G', '.', ''], [(3, 9), (11, 1), (11, 5)], [False, False, False, False], 22, False, [True, False, True, False], 4951, 'North', (3, 11))
Element 40: (1, (3, 11), ['%', 'G', '.', ''], [(3, 10), (10, 1), (11, 6)], [True, False, False, False], 20, False, [False, False, True, False], 4980, 'North', (3, 12))
Element 41: (1, (3, 12), ['.', '', '.', ''], [(2, 10), (9, 1), (12, 6)], [False, False, False, False], 18, False, [True, False, True, False], 5019, 'North', (3, 13))
Element 42: #1#
