Element 1: (1, (10, 9), ['.', '%', 'G', '.'], [(8, 12), (10, 10), (14, 8)], [False, True, False, False], 98, False, [True, False, False, True], 9, 'East', (11, 9))
Element 2: (1, (11, 9), ['', '%', 'G', '.'], [(9, 12), (11, 10), (15, 8)], [False, True, False, False], 96, False, [False, False, False, True], 48, 'East', (12, 9))
Element 3: (1, (12, 9), ['', '.', 'G', '.'], [(10, 12), (12, 10), (16, 8)], [False, False, False, False], 94, False, [False, True, False, True], 87, 'East', (13, 9))
Element 4: (1, (13, 9), ['', '.', 'G', '.'], [(10, 13), (13, 10), (16, 9)], [False, False, False, False], 92, False, [False, True, False, True], 1116, 'East', (14, 9))
Element 5: (1, (14, 9), ['', '', 'G', '.'], [(11, 13), (14, 10), (16, 10)], [False, False, False, False], 90, False, [False, False, False, True], 1155, 'East', (15, 9))
Element 6: (1, (15, 9), ['', '', 'G', ''], [(12, 13), (15, 10), (16, 11)], [False, False, False, False], 88, False, [False, False, False, False], 1194, 'East', (16, 9))
Element 7: (1, (16, 9), ['', '', '', '%'], [(13, 13), (15, 11), (16, 12)], [False, False, False, True], 86, False, [False, False, False, False], 1223, 'North', (16, 10))
Element 8: (1, (16, 10), ['', '', '', '%'], [(14, 13), (15, 12), (17, 12)], [False, False, False, True], 84, False, [False, False, False, False], 1252, 'North', (16, 11))
Element 9: (1, (16, 11), ['', '', '', '%'], [(14, 12), (15, 13), (17, 13)], [False, False, False, True], 82, False, [False, False, False, False], 1281, 'North', (16, 12))
Element 10: (1, (16, 12), ['', '', 'G', ''], [(14, 11), (16, 13), (18, 13)], [False, False, False, False], 80, False, [False, False, False, False], 1310, 'East', (17, 12))
Element 11: (1, (17, 12), ['', '%', 'G', '%'], [(13, 11), (17, 13), (18, 13)], [False, True, False, True], 78, False, [False, False, False, False], 1319, 'West', (16, 12))
Element 12: (1, (16, 12), ['', '', '', 'G'], [(13, 12), (17, 12), (17, 13)], [False, False, False, False], 76, False, [False, False, False, False], 1328, 'West', (15, 12))
Element 13: (1, (15, 12), ['', '', '', 'G'], [(13, 11), (16, 12), (16, 13)], [False, False, False, False], 74, False, [False, False, False, False], 1327, 'North', (15, 13))
Element 14: (1, (15, 13), ['', '', '%', 'G'], [(12, 11), (16, 11), (16, 13)], [False, False, True, False], 72, False, [False, False, False, False], 1336, 'West', (14, 13))
Element 15: (1, (14, 13), ['', '', '%', ''], [(11, 11), (16, 10), (16, 12)], [False, False, True, False], 70, False, [False, False, False, False], 1345, 'South', (14, 12))
Element 16: (1, (14, 12), ['', '', '', ''], [(10, 11), (16, 9), (16, 11)], [False, False, False, False], 68, False, [False, False, False, False], 1354, 'South', (14, 11))
Element 17: (1, (14, 11), ['', '', '', ''], [(9, 11), (16, 8), (16, 10)], [False, False, False, False], 66, False, [False, False, False, False], 1363, 'East', (15, 11))
Element 18: (1, (15, 11), ['', '', '', ''], [(9, 10), (17, 8), (16, 9)], [False, False, False, False], 64, False, [False, False, False, False], 1382, 'South', (15, 10))
Element 19: (1, (15, 10), ['', 'G', '', ''], [(9, 9), (18, 8), (15, 9)], [False, False, False, False], 62, False, [False, False, False, False], 1401, 'West', (14, 10))
Element 20: (1, (14, 10), ['', '', '', 'G'], [(8, 9), (18, 7), (15, 10)], [False, False, False, False], 60, False, [False, False, False, False], 2410, 'West', (13, 10))
Element 21: (1, (13, 10), ['', '', '', ''], [(8, 10), (18, 6), (15, 11)], [False, False, False, False], 58, False, [False, False, False, False], 2429, 'North', (13, 11))
Element 22: (1, (13, 11), ['', '', '', ''], [(8, 11), (17, 6), (15, 12)], [False, False, False, False], 56, False, [False, False, False, False], 2448, 'North', (13, 12))
Element 23: (1, (13, 12), ['%', '', '', ''], [(7, 11), (17, 7), (15, 13)], [True, False, False, False], 54, False, [False, False, False, False], 2467, 'North', (13, 13))
Element 24: (1, (13, 13), ['', '', '%', 'G'], [(7, 10), (16, 7), (14, 13)], [False, False, True, False], 52, False, [False, False, False, False], 2486, 'West', (12, 13))
Element 25: (1, (12, 13), ['', '%', '%', ''], [(7, 9), (16, 6), (14, 12)], [False, True, True, False], 50, False, [False, False, False, False], 2505, 'West', (11, 13))
Element 26: (1, (11, 13), ['', '%', '%', ''], [(7, 8), (15, 6), (14, 11)], [False, True, True, False], 48, False, [False, False, False, False], 2524, 'West', (10, 13))
Element 27: (1, (10, 13), ['.', '', '%', ''], [(8, 8), (15, 5), (14, 10)], [False, False, True, False], 46, False, [True, False, False, False], 2543, 'West', (9, 13))
