Element 1: (0, (9, 9), ['F', '%', '.', '.'], [(8, 1), (9, 12), (11, 11)], [False, True, False, False], 98, False, [False, False, True, True], 0, 'West', (8, 9))
Element 2: (0, (8, 9), ['.', '.', '.', ''], [(9, 1), (10, 12), (12, 11)], [False, False, False, False], 96, False, [True, True, True, False], 1029, 'North', (8, 10))
Element 3: (0, (8, 10), ['.', '', '.', '.'], [(10, 1), (10, 13), (13, 11)], [False, False, False, False], 94, False, [True, False, True, True], 1068, 'East', (9, 10))
Element 4: (0, (9, 10), ['', '', '.', '.'], [(11, 1), (11, 13), (14, 11)], [False, False, False, False], 92, False, [False, False, True, True], 1107, 'East', (10, 10))
Element 5: (0, (10, 10), ['', '.', '.', '.'], [(12, 1), (12, 13), (15, 11)], [False, False, False, False], 90, False, [False, True, True, True], 1146, 'East', (11, 10))
Element 6: (0, (11, 10), ['', '.', '', '.'], [(13, 1), (13, 13), (16, 11)], [False, False, False, False], 88, False, [False, True, False, True], 1185, 'East', (12, 10))
Element 7: (0, (12, 10), ['', '.', '', '.'], [(14, 1), (14, 13), (16, 12)], [False, False, False, False], 86, False, [False, True, False, True], 1224, 'East', (13, 10))
Element 8: (0, (13, 10), ['', '.', '', '.'], [(15, 1), (15, 13), (17, 12)], [False, False, False, False], 84, False, [False, True, False, True], 1263, 'East', (14, 10))
Element 9: (0, (14, 10), ['', '.', '', '.'], [(16, 1), (16, 13), (17, 13)], [False, False, False, False], 82, False, [False, True, False, True], 1302, 'East', (15, 10))
Element 10: (0, (15, 10), ['', '.', '', '.'], [(16, 2), (16, 12), (18, 13)], [False, False, False, False], 80, False, [False, True, False, True], 2321, 'East', (16, 10))
Element 11: (0, (16, 10), ['', 'F', '', '%'], [(16, 3), (15, 12), (17, 13)], [False, False, False, True], 78, False, [False, False, False, False], 2350, 'South', (16, 9))
Element 12: (0, (16, 9), ['.', '.', '', '%'], [(17, 3), (14, 12), (16, 13)], [False, False, False, True], 76, False, [True, True, False, False], 3369, 'South', (16, 8))
Element 13: (0, (16, 8), ['.', '.', '', '.'], [(18, 3), (13, 12), (15, 13)], [False, False, False, False], 74, False, [True, True, False, True], 3398, 'East', (17, 8))
Element 14: (0, (17, 8), ['', '.', '%', '.'], [(17, 3), (13, 11), (15, 12)], [False, False, True, False], 72, False, [False, True, False, True], 3407, 'East', (18, 8))
Element 15: (0, (18, 8), ['', '.', '%', '%'], [(16, 3), (14, 11), (14, 12)], [False, False, True, True], 70, False, [False, True, False, False], 3416, 'South', (18, 7))
Element 16: (0, (18, 7), ['.', '.', '', '%'], [(15, 3), (15, 11), (14, 13)], [False, False, False, True], 68, False, [True, True, False, False], 3435, 'South', (18, 6))
Element 17: (0, (18, 6), ['.', '%', '', '%'], [(15, 4), (16, 11), (13, 13)], [False, True, False, True], 66, False, [True, False, False, False], 3454, 'West', (17, 6))
Element 18: (0, (17, 6), ['.', '%', '.', ''], [(15, 5), (16, 10), (13, 12)], [False, True, False, False], 64, False, [True, False, True, False], 3473, 'North', (17, 7))
Element 19: (0, (17, 7), ['.', '', '', ''], [(15, 6), (16, 9), (13, 13)], [False, False, False, False], 62, False, [True, False, False, False], 3492, 'West', (16, 7))
Element 20: (0, (16, 7), ['%', 'G', '', ''], [(16, 6), (15, 9), (12, 13)], [True, False, False, False], 60, False, [False, False, False, False], 3521, 'East', (17, 7))
Element 21: (0, (17, 7), ['', 'G', '', ''], [(17, 6), (15, 8), (11, 13)], [False, False, False, False], 58, False, [False, False, False, False], 3530, 'West', (16, 7))
Element 22: (0, (16, 7), ['%', '', '', ''], [(18, 6), (14, 8), (10, 13)], [True, False, False, False], 56, False, [False, False, False, False], 3539, 'South', (16, 6))
Element 23: (0, (16, 6), ['', '%', '', ''], [(18, 7), (14, 9), (9, 13)], [False, True, False, False], 54, False, [False, False, False, False], 3558, 'West', (15, 6))
Element 24: (0, (15, 6), ['.', '', '%', ''], [(18, 8), (13, 9), (8, 13)], [False, False, True, False], 52, False, [True, False, False, False], 3577, 'West', (14, 6))
Element 25: (0, (14, 6), ['%', '.', '.', ''], [(17, 8), (13, 8), (8, 12)], [True, False, False, False], 50, False, [False, True, True, False], 3606, 'North', (14, 7))
Element 26: (0, (14, 7), ['G', '', '', '%'], [(17, 7), (13, 7), (8, 11)], [False, False, False, True], 48, False, [False, False, False, False], 3635, 'North', (14, 8))
Element 27: (0, (14, 8), ['', '', '', ''], [(16, 7), (12, 7), (9, 11)], [False, False, False, False], 46, False, [False, False, False, False], 3654, 'East', (15, 8))
Element 28: (0, (15, 8), ['', '%', '', 'G'], [(16, 8), (12, 8), (10, 11)], [False, True, False, False], 44, False, [False, False, False, False], 3673, 'North', (15, 9))
Element 29: (0, (15, 9), ['', '', '', 'G'], [(16, 9), (12, 9), (10, 12)], [False, False, False, False], 42, False, [False, False, False, False], 3682, 'West', (14, 9))
Element 30: (0, (14, 9), ['', '', '', ''], [(16, 10), (11, 9), (9, 12)], [False, False, False, False], 40, False, [False, False, False, False], 3691, 'West', (13, 9))
Element 31: (0, (13, 9), ['', '', '', ''], [(16, 11), (10, 9), (10, 12)], [False, False, False, False], 38, False, [False, False, False, False], 3700, 'South', (13, 8))
Element 32: (0, (13, 8), ['', '', '', ''], [(16, 12), (10, 10), (10, 11)], [False, False, False, False], 36, False, [False, False, False, False], 3699, 'South', (13, 7))
Element 33: (0, (13, 7), ['', '%', '', ''], [(17, 12), (11, 10), (10, 10)], [False, True, False, False], 34, False, [False, False, False, False], 3698, 'West', (12, 7))
Element 34: (0, (12, 7), ['.', '.', '', ''], [(17, 13), (12, 10), (11, 10)], [False, False, False, False], 32, False, [True, True, False, False], 3697, 'South', (12, 6))
Element 35: (0, (12, 6), ['.', '.', '', '%'], [(18, 13), (13, 10), (12, 10)], [False, False, False, True], 30, False, [True, True, False, False], 3706, 'South', (12, 5))
Element 36: (0, (12, 5), ['F', '.', '', '.'], [(17, 13), (14, 10), (13, 10)], [False, False, False, False], 28, False, [False, True, False, True], 3715, 'West', (11, 5))
Element 37: (0, (11, 5), ['.', '.', '.', ''], [(16, 13), (15, 10), (14, 10)], [False, False, False, False], 26, False, [True, True, True, False], 4714, 'North', (11, 6))
Element 38: (0, (11, 6), ['.', '', '.', ''], [(15, 13), (15, 9), (15, 10)], [False, False, False, False], 24, False, [True, False, True, False], 4723, 'North', (11, 7))
Element 39: (0, (11, 7), ['%', '', '%', ''], [(15, 12), (15, 10), (16, 10)], [True, False, True, False], 22, False, [False, False, False, False], 4732, 'South', (11, 6))
Element 40: (0, (11, 6), ['.', '', '', ''], [(15, 11), (14, 10), (16, 9)], [False, False, False, False], 20, False, [True, False, False, False], 4731, 'West', (10, 6))
Element 41: (0, (10, 6), ['.', '.', '%', ''], [(15, 10), (14, 11), (16, 8)], [False, False, True, False], 18, False, [True, True, False, False], 4740, 'South', (10, 5))
Element 42: (0, (10, 5), ['.', '%', '', ''], [(15, 9), (14, 10), (17, 8)], [False, True, False, False], 16, False, [True, False, False, False], 4749, 'West', (9, 5))
Element 43: (0, (9, 5), ['.', '.', '.', ''], [(15, 8), (13, 10), (18, 8)], [False, False, False, False], 14, False, [True, True, True, False], 4758, 'North', (9, 6))
Element 44: (0, (9, 6), ['.', '', '%', ''], [(14, 8), (13, 11), (18, 7)], [False, False, True, False], 12, False, [True, False, False, False], 4767, 'West', (8, 6))
Element 45: (0, (8, 6), ['.', '.', '%', ''], [(14, 9), (13, 10), (18, 6)], [False, False, True, False], 10, False, [True, True, False, False], 4776, 'South', (8, 5))
Element 46: (0, (8, 5), ['.', '.', '', ''], [(14, 10), (12, 10), (17, 6)], [False, False, False, False], 8, False, [True, True, False, False], 4785, 'South', (8, 4))
Element 47: (0, (8, 4), ['.', '.', '', '.'], [(14, 11), (11, 10), (17, 7)], [False, False, False, False], 6, False, [True, True, False, True], 4794, 'East', (9, 4))
Element 48: (0, (9, 4), ['', '.', '', '%'], [(14, 12), (10, 10), (16, 7)], [False, False, False, True], 4, False, [False, True, False, False], 4803, 'South', (9, 3))
Element 49: (0, (9, 3), ['.', '%', '', '.'], [(14, 13), (10, 9), (16, 6)], [False, True, False, False], 2, False, [True, False, False, True], 4812, 'East', (10, 3))
Element 50: (0, (10, 3), ['', '%', '%', '.'], [(13, 13), (9, 9), (15, 6)], [False, True, True, False], 0, False, [False, False, False, True], 4821, 'Stop', (10, 3))
Element 51: #0#
