Element 1: (3, (7, 12), ['', '.', '.', '.'], [(6, 13), (4, 13), (5, 10)], [False, False, False, False], 98, False, [False, True, True, True], 29, 'East', (8, 12))
Element 2: (3, (8, 12), ['', '.', '.', '.'], [(7, 13), (5, 13), (6, 10)], [False, False, False, False], 96, False, [False, True, True, True], 68, 'East', (9, 12))
Element 3: (3, (9, 12), ['', '.', '.', '.'], [(8, 13), (5, 12), (7, 10)], [False, False, False, False], 94, False, [False, True, True, True], 107, 'East', (10, 12))
Element 4: (3, (10, 12), ['', '.', '.', '%'], [(9, 13), (5, 11), (8, 10)], [False, False, False, True], 92, False, [False, True, True, False], 146, 'North', (10, 13))
Element 5: (3, (10, 13), ['', '', '%', '.'], [(9, 12), (6, 11), (8, 9)], [False, False, True, False], 90, False, [False, False, False, True], 1165, 'East', (11, 13))
Element 6: (3, (11, 13), ['', '%', '%', '.'], [(9, 11), (7, 11), (9, 9)], [False, True, True, False], 88, False, [False, False, False, True], 1204, 'East', (12, 13))
Element 7: (3, (12, 13), ['', '%', '%', '.'], [(10, 11), (8, 11), (10, 9)], [False, True, True, False], 86, False, [False, False, False, True], 1243, 'East', (13, 13))
Element 8: (3, (13, 13), ['', '.', '%', '.'], [(11, 11), (9, 11), (11, 9)], [False, False, True, False], 84, False, [False, True, False, True], 1272, 'East', (14, 13))
Element 9: (3, (14, 13), ['', '.', '%', '.'], [(12, 11), (9, 10), (12, 9)], [False, False, True, False], 82, False, [False, True, False, True], 1311, 'East', (15, 13))
Element 10: (3, (15, 13), ['', '.', '%', '.'], [(13, 11), (10, 10), (13, 9)], [False, False, True, False], 80, False, [False, True, False, True], 1350, 'East', (16, 13))
Element 11: (3, (16, 13), ['', '.', '%', '.'], [(14, 11), (11, 10), (14, 9)], [False, False, True, False], 78, False, [False, True, False, True], 1389, 'East', (17, 13))
Element 12: (3, (17, 13), ['', '.', '%', '.'], [(15, 11), (12, 10), (15, 9)], [False, False, True, False], 76, False, [False, True, False, True], 1428, 'East', (18, 13))
Element 13: (3, (18, 13), ['', '%', '%', '%'], [(16, 11), (13, 10), (16, 9)], [False, True, True, True], 74, False, [False, False, False, False], 2457, 'West', (17, 13))
Element 14: (3, (17, 13), ['', '.', '%', ''], [(16, 12), (14, 10), (16, 10)], [False, False, True, False], 72, False, [False, True, False, False], 2486, 'South', (17, 12))
Element 15: (3, (17, 12), ['', '%', '', '%'], [(15, 12), (15, 10), (16, 11)], [False, True, False, True], 70, False, [False, False, False, False], 2515, 'West', (16, 12))
Element 16: (3, (16, 12), ['', '', '', ''], [(14, 12), (16, 10), (15, 11)], [False, False, False, False], 68, False, [False, False, False, False], 2524, 'South', (16, 11))
Element 17: (3, (16, 11), ['', '', '', '%'], [(13, 12), (16, 9), (15, 12)], [False, False, False, True], 66, False, [False, False, False, False], 2533, 'South', (16, 10))
Element 18: (3, (16, 10), ['', '', '', '%'], [(13, 13), (16, 8), (16, 12)], [False, False, False, True], 64, False, [False, False, False, False], 2542, 'South', (16, 9))
Element 19: (3, (16, 9), ['', '', '', '%'], [(14, 13), (17, 8), (17, 12)], [False, False, False, True], 62, False, [False, False, False, False], 2551, 'South', (16, 8))
Element 20: (3, (16, 8), ['.', '.', '', ''], [(15, 13), (18, 8), (17, 13)], [False, False, False, False], 60, False, [True, True, False, False], 2560, 'South', (16, 7))
Element 21: (3, (16, 7), ['%', '.', '', '.'], [(16, 13), (18, 7), (18, 13)], [True, False, False, False], 58, False, [False, True, False, True], 2579, 'East', (17, 7))
Element 22: (3, (17, 7), ['', '.', '', ''], [(17, 13), (18, 6), (18, 13)], [False, False, False, False], 56, False, [False, True, False, False], 2598, 'South', (17, 6))
Element 23: (3, (17, 6), ['.', '%', '', ''], [(17, 12), (18, 7), (17, 13)], [False, True, False, False], 54, False, [True, False, False, False], 2607, 'West', (16, 6))
Element 24: (3, (16, 6), ['.', '%', '', ''], [(16, 12), (18, 8), (16, 13)], [False, True, False, False], 52, False, [True, False, False, False], 2616, 'West', (15, 6))
Element 25: (3, (15, 6), ['.', '.', '%', ''], [(15, 12), (17, 8), (15, 13)], [False, False, True, False], 50, False, [True, True, False, False], 2625, 'South', (15, 5))
Element 26: (3, (15, 5), ['.', '.', '', '%'], [(14, 12), (17, 7), (14, 13)], [False, False, False, True], 48, False, [True, True, False, False], 2634, 'South', (15, 4))
Element 27: (3, (15, 4), ['.', '.', '', '%'], [(13, 12), (17, 6), (14, 12)], [False, False, False, True], 46, False, [True, True, False, False], 2643, 'South', (15, 3))
Element 28: (3, (15, 3), ['%', '%', '', '.'], [(13, 13), (16, 6), (14, 11)], [True, True, False, False], 44, False, [False, False, False, True], 2652, 'East', (16, 3))
Element 29: (3, (16, 3), ['', 'F', '%', '.'], [(12, 13), (16, 7), (14, 10)], [False, False, True, False], 42, False, [False, False, False, True], 2661, 'South', (16, 2))
Element 30: (3, (16, 2), ['%', '.', '', '%'], [(11, 13), (16, 6), (15, 10)], [True, False, False, True], 40, False, [False, True, False, False], 3660, 'South', (16, 1))
