Element 1: (0, (7, 2), ['.', 'G', '.', '.'], [(5, 1), (7, 1), (10, 6)], [False, False, False, False], 98, False, [True, False, True, True], 0, 'East', (8, 2))
Element 2: (0, (8, 2), ['', 'G', '.', '%'], [(6, 1), (8, 1), (11, 6)], [False, False, False, True], 96, False, [False, False, True, False], 39, 'North', (8, 3))
Element 3: (0, (8, 3), ['.', '', '.', '.'], [(6, 2), (9, 1), (11, 5)], [False, False, False, False], 94, False, [True, False, True, True], 1068, 'East', (9, 3))
Element 4: (0, (9, 3), ['', '%', '.', '.'], [(6, 3), (10, 1), (12, 5)], [False, True, False, False], 92, False, [False, False, True, True], 1107, 'East', (10, 3))
Element 5: (0, (10, 3), ['', '%', '%', '.'], [(7, 3), (11, 1), (13, 5)], [False, True, True, False], 90, False, [False, False, False, True], 1146, 'East', (11, 3))
Element 6: (0, (11, 3), ['', '%', '.', '.'], [(7, 4), (12, 1), (14, 5)], [False, True, False, False], 88, False, [False, False, True, True], 1185, 'East', (12, 3))
Element 7: (0, (12, 3), ['', '%', '.', '.'], [(8, 4), (13, 1), (15, 5)], [False, True, False, False], 86, False, [False, False, True, True], 1224, 'East', (13, 3))
Element 8: (0, (13, 3), ['', '%', '.', '%'], [(9, 4), (14, 1), (15, 6)], [False, True, False, True], 84, False, [False, False, True, False], 1263, 'North', (13, 4))
Element 9: (0, (13, 4), ['.', '', '', '.'], [(9, 5), (15, 1), (16, 6)], [False, False, False, False], 82, False, [True, False, False, True], 1302, 'East', (14, 4))
Element 10: (0, (14, 4), ['', '%', '', '.'], [(10, 5), (16, 1), (17, 6)], [False, True, False, False], 80, False, [False, False, False, True], 1341, 'East', (15, 4))
Element 11: (0, (15, 4), ['', '.', '', '%'], [(11, 5), (16, 2), (18, 6)], [False, False, False, True], 78, False, [False, True, False, False], 2360, 'South', (15, 3))
Element 12: (0, (15, 3), ['%', '%', '', 'G'], [(11, 4), (16, 3), (18, 7)], [True, True, False, False], 76, False, [False, False, False, False], 2399, 'North', (15, 4))
Element 13: (0, (15, 4), ['', '', '', '%'], [(12, 4), (17, 3), (18, 8)], [False, False, False, True], 74, False, [False, False, False, False], 2428, 'North', (15, 5))
Element 14: (0, (15, 5), ['', '', '', '%'], [(13, 4), (18, 3), (17, 8)], [False, False, False, True], 72, False, [False, False, False, False], 2447, 'North', (15, 6))
Element 15: (0, (15, 6), ['.', '', '%', ''], [(14, 4), (17, 3), (17, 7)], [False, False, True, False], 70, False, [True, False, False, False], 2456, 'West', (14, 6))
Element 16: (0, (14, 6), ['%', '', '.', ''], [(15, 4), (16, 3), (16, 7)], [True, False, False, False], 68, False, [False, False, True, False], 2475, 'North', (14, 7))
Element 17: (0, (14, 7), ['.', '', '.', '%'], [(15, 5), (15, 3), (16, 8)], [False, False, False, True], 66, False, [True, False, True, False], 2494, 'North', (14, 8))
Element 18: (0, (14, 8), ['.', '', '.', '.'], [(15, 6), (15, 4), (16, 9)], [False, False, False, False], 64, False, [True, False, True, True], 3503, 'East', (15, 8))
Element 19: (0, (15, 8), ['', '%', '.', ''], [(16, 6), (15, 5), (16, 10)], [False, True, False, False], 62, False, [False, False, True, False], 3522, 'North', (15, 9))
Element 20: (0, (15, 9), ['.', '', '.', ''], [(17, 6), (15, 6), (16, 11)], [False, False, False, False], 60, False, [True, False, True, False], 3541, 'North', (15, 10))
Element 21: (0, (15, 10), ['.', '', '.', ''], [(18, 6), (16, 6), (16, 12)], [False, False, False, False], 58, False, [True, False, True, False], 3560, 'North', (15, 11))
Element 22: (0, (15, 11), ['.', '', '.', ''], [(18, 7), (17, 6), (17, 12)], [False, False, False, False], 56, False, [True, False, True, False], 3579, 'North', (15, 12))
Element 23: (0, (15, 12), ['.', '', '.', ''], [(18, 8), (18, 6), (17, 13)], [False, False, False, False], 54, False, [True, False, True, False], 3598, 'North', (15, 13))
Element 24: (0, (15, 13), ['.', '', '%', '.'], [(17, 8), (18, 7), (18, 13)], [False, False, True, False], 52, False, [True, False, False, True], 3617, 'East', (16, 13))
Element 25: (0, (16, 13), ['', '', '%', 'G'], [(17, 7), (18, 8), (17, 13)], [False, False, True, False], 50, False, [False, False, False, False], 3626, 'South', (16, 12))
Element 26: (0, (16, 12), ['', '', 'G', ''], [(16, 7), (17, 8), (16, 13)], [False, False, False, False], 48, False, [False, False, False, False], 3625, 'East', (17, 12))
Element 27: (0, (17, 12), ['', '%', '', '%'], [(16, 8), (17, 7), (15, 13)], [False, True, False, True], 46, False, [False, False, False, False], 3624, 'North', (17, 13))
Element 28: (0, (17, 13), ['', '', '%', ''], [(16, 9), (16, 7), (14, 13)], [False, False, True, False], 44, False, [False, False, False, False], 3633, 'East', (18, 13))
Element 29: (0, (18, 13), ['', '%', '%', '%'], [(16, 10), (16, 8), (14, 12)], [False, True, True, True], 42, False, [False, False, False, False], 3642, 'West', (17, 13))
Element 30: (0, (17, 13), ['', '', '%', ''], [(16, 11), (16, 9), (14, 11)], [False, False, True, False], 40, False, [False, False, False, False], 3651, 'South', (17, 12))
Element 31: (0, (17, 12), ['G', '%', '', '%'], [(16, 12), (16, 10), (14, 10)], [False, True, False, True], 38, False, [False, False, False, False], 3660, 'North', (17, 13))
Element 32: (0, (17, 13), ['', 'G', '%', ''], [(17, 12), (16, 11), (14, 9)], [False, False, True, False], 36, False, [False, False, False, False], 3669, 'West', (16, 13))
Element 33: (0, (16, 13), ['', 'G', '%', 'G'], [(17, 13), (16, 12), (13, 9)], [False, False, True, False], 34, False, [False, False, False, False], 3678, 'West', (15, 13))
Element 34: (0, (15, 13), ['', '', '%', ''], [(18, 13), (17, 12), (13, 10)], [False, False, True, False], 32, False, [False, False, False, False], 3687, 'East', (16, 13))
Element 35: (0, (16, 13), ['', 'G', '%', 'G'], [(17, 13), (16, 12), (13, 11)], [False, False, True, False], 30, False, [False, False, False, False], 3696, 'West', (15, 13))
Element 36: (0, (15, 13), ['', 'G', '%', 'G'], [(16, 13), (15, 12), (13, 12)], [False, False, True, False], 28, False, [False, False, False, False], 3705, 'West', (14, 13))
Element 37: (0, (14, 13), ['G', '', '%', 'G'], [(15, 13), (15, 11), (13, 13)], [False, False, True, False], 26, False, [False, False, False, False], 3714, 'South', (14, 12))
Element 38: (0, (14, 12), ['', '', '', 'G'], [(15, 12), (15, 10), (12, 13)], [False, False, False, False], 24, False, [False, False, False, False], 3723, 'South', (14, 11))
Element 39: (0, (14, 11), ['', '', '', 'G'], [(15, 11), (15, 9), (11, 13)], [False, False, False, False], 22, False, [False, False, False, False], 3732, 'South', (14, 10))
Element 40: (0, (14, 10), ['', '', '', 'G'], [(15, 10), (15, 8), (10, 13)], [False, False, False, False], 20, False, [False, False, False, False], 3741, 'South', (14, 9))
Element 41: (0, (14, 9), ['', 'G', '', 'G'], [(15, 9), (14, 8), (10, 12)], [False, False, False, False], 18, False, [False, False, False, False], 3750, 'West', (13, 9))
Element 42: (0, (13, 9), ['.', 'G', '', ''], [(15, 8), (13, 8), (10, 11)], [False, False, False, False], 16, False, [True, False, False, False], 3769, 'West', (12, 9))
Element 43: (0, (12, 9), ['.', '.', '.', ''], [(14, 8), (13, 7), (11, 11)], [False, False, False, False], 14, False, [True, True, True, False], 3798, 'North', (12, 10))
Element 44: (0, (12, 10), ['.', '', 'G', ''], [(14, 9), (12, 7), (12, 11)], [False, False, False, False], 12, False, [True, False, False, False], 3827, 'West', (11, 10))
