Element 1: (2, (7, 3), ['', '.', '.', '.'], [(6, 4), (6, 5), (8, 6)], [False, False, False, False], 98, False, [False, True, True, True], 19, 'East', (8, 3))
Element 2: (2, (8, 3), ['', '.', '.', '.'], [(7, 4), (7, 5), (9, 6)], [False, False, False, False], 96, False, [False, True, True, True], 58, 'East', (9, 3))
Element 3: (2, (9, 3), ['', '%', '.', '.'], [(8, 4), (8, 5), (10, 6)], [False, True, False, False], 94, False, [False, False, True, True], 97, 'East', (10, 3))
Element 4: (2, (10, 3), ['', '%', '%', '.'], [(9, 4), (9, 5), (11, 6)], [False, True, True, False], 92, False, [False, False, False, True], 136, 'East', (11, 3))
Element 5: (2, (11, 3), ['', '%', '.', '.'], [(9, 3), (10, 5), (11, 5)], [False, True, False, False], 90, False, [False, False, True, True], 1155, 'East', (12, 3))
Element 6: (2, (12, 3), ['', '%', '.', '.'], [(10, 3), (11, 5), (12, 5)], [False, True, False, False], 88, False, [False, False, True, True], 1174, 'East', (13, 3))
Element 7: (2, (13, 3), ['', '%', '.', '%'], [(11, 3), (11, 4), (13, 5)], [False, True, False, True], 86, False, [False, False, True, False], 1203, 'North', (13, 4))
Element 8: (2, (13, 4), ['G', '', '', '.'], [(12, 3), (12, 4), (14, 5)], [False, False, False, False], 84, False, [False, False, False, True], 1232, 'East', (14, 4))
Element 9: (2, (14, 4), ['G', '%', '', '.'], [(13, 3), (13, 4), (15, 5)], [False, True, False, False], 82, False, [False, False, False, True], 1251, 'East', (15, 4))
Element 10: (2, (15, 4), ['G', '.', '', '%'], [(12, 3), (14, 4), (15, 6)], [False, False, False, True], 80, False, [False, True, False, False], 1270, 'South', (15, 3))
Element 11: (2, (15, 3), ['%', '%', 'G', '.'], [(11, 3), (15, 4), (16, 6)], [True, True, False, False], 78, False, [False, False, False, True], 1289, 'East', (16, 3))
Element 12: (2, (16, 3), ['', 'F', '%', '.'], [(10, 3), (15, 5), (17, 6)], [False, False, True, False], 76, False, [False, False, False, True], 1308, 'South', (16, 2))
Element 13: (2, (16, 2), ['%', '.', '', '%'], [(9, 3), (15, 6), (18, 6)], [True, False, False, True], 74, False, [False, True, False, False], 2317, 'South', (16, 1))
Element 14: (2, (16, 1), ['.', '%', '', '.'], [(8, 3), (14, 6), (18, 7)], [False, True, False, False], 72, False, [True, False, False, True], 2346, 'East', (17, 1))
Element 15: (2, (17, 1), ['', '%', '%', '%'], [(8, 2), (14, 7), (18, 8)], [False, True, True, True], 70, False, [False, False, False, False], 2385, 'West', (16, 1))
Element 16: (2, (16, 1), ['.', '%', '', ''], [(8, 1), (14, 8), (17, 8)], [False, True, False, False], 68, False, [True, False, False, False], 2414, 'West', (15, 1))
Element 17: (2, (15, 1), ['.', '%', '%', ''], [(9, 1), (15, 8), (17, 7)], [False, True, True, False], 66, False, [True, False, False, False], 2453, 'West', (14, 1))
Element 18: (2, (14, 1), ['.', '%', '%', ''], [(10, 1), (16, 8), (16, 7)], [False, True, True, False], 64, False, [True, False, False, False], 2492, 'West', (13, 1))
Element 19: (2, (13, 1), ['.', '%', '%', ''], [(11, 1), (16, 9), (17, 7)], [False, True, True, False], 62, False, [True, False, False, False], 3511, 'West', (12, 1))
Element 20: (2, (12, 1), ['', '%', '%', ''], [(10, 1), (16, 10), (17, 8)], [False, True, True, False], 60, False, [False, False, False, False], 3530, 'West', (11, 1))
Element 21: (2, (11, 1), ['', '%', '%', ''], [(9, 1), (16, 11), (16, 8)], [False, True, True, False], 58, False, [False, False, False, False], 3539, 'West', (10, 1))
Element 22: (2, (10, 1), ['', '%', '%', ''], [(8, 1), (16, 12), (16, 9)], [False, True, True, False], 56, False, [False, False, False, False], 3548, 'West', (9, 1))
Element 23: (2, (9, 1), ['', '%', '%', ''], [(7, 1), (17, 12), (15, 9)], [False, True, True, False], 54, False, [False, False, False, False], 3577, 'West', (8, 1))
Element 24: (2, (8, 1), ['', '%', '', ''], [(7, 2), (17, 13), (15, 10)], [False, True, False, False], 52, False, [False, False, False, False], 3606, 'North', (8, 2))
Element 25: (2, (8, 2), ['', '', '', '%'], [(6, 2), (18, 13), (15, 11)], [False, False, False, True], 50, False, [False, False, False, False], 3635, 'West', (7, 2))
Element 26: (2, (7, 2), ['', '', '', ''], [(6, 1), (17, 13), (15, 12)], [False, False, False, False], 48, False, [False, False, False, False], 3654, 'South', (7, 1))
Element 27: (2, (7, 1), ['', '%', '', ''], [(5, 1), (16, 13), (15, 13)], [False, True, False, False], 46, False, [False, False, False, False], 3683, 'West', (6, 1))
Element 28: (2, (6, 1), ['', '%', '', ''], [(5, 2), (15, 13), (14, 13)], [False, True, False, False], 44, False, [False, False, False, False], 3702, 'North', (6, 2))
Element 29: (2, (6, 2), ['', '', '', ''], [(5, 3), (15, 12), (14, 12)], [False, False, False, False], 42, False, [False, False, False, False], 3721, 'North', (6, 3))
Element 30: (2, (6, 3), ['', '', '', ''], [(5, 4), (15, 11), (14, 11)], [False, False, False, False], 40, False, [False, False, False, False], 3740, 'North', (6, 4))
Element 31: (2, (6, 4), ['', '', '', ''], [(4, 4), (15, 10), (14, 10)], [False, False, False, False], 38, False, [False, False, False, False], 3759, 'East', (7, 4))
Element 32: (2, (7, 4), ['', '', '', ''], [(4, 5), (15, 9), (14, 9)], [False, False, False, False], 36, False, [False, False, False, False], 3778, 'East', (8, 4))
Element 33: (2, (8, 4), ['', '', '', ''], [(3, 5), (14, 9), (13, 9)], [False, False, False, False], 34, False, [False, False, False, False], 3797, 'East', (9, 4))
Element 34: (2, (9, 4), ['', '', '', '%'], [(3, 4), (14, 10), (13, 10)], [False, False, False, True], 32, False, [False, False, False, False], 3816, 'North', (9, 5))
Element 35: (2, (9, 5), ['', '', '', ''], [(3, 3), (14, 11), (13, 11)], [False, False, False, False], 30, False, [False, False, False, False], 3835, 'East', (10, 5))
Element 36: (2, (10, 5), ['', '%', '', ''], [(4, 3), (14, 12), (13, 12)], [False, True, False, False], 28, False, [False, False, False, False], 3854, 'East', (11, 5))
Element 37: (2, (11, 5), ['', '', '', ''], [(4, 2), (14, 13), (13, 13)], [False, False, False, False], 26, False, [False, False, False, False], 3873, 'East', (12, 5))
Element 38: (2, (12, 5), ['', '', '.', ''], [(3, 2), (13, 13), (12, 13)], [False, False, False, False], 24, False, [False, False, True, False], 3892, 'North', (12, 6))
Element 39: (2, (12, 6), ['', '', '.', '%'], [(4, 2), (13, 12), (11, 13)], [False, False, False, True], 22, False, [False, False, True, False], 3911, 'North', (12, 7))
Element 40: (2, (12, 7), ['.', '', '.', '.'], [(4, 3), (13, 11), (10, 13)], [False, False, False, False], 20, False, [True, False, True, True], 3930, 'East', (13, 7))
Element 41: (2, (13, 7), ['', '%', '.', ''], [(3, 3), (12, 11), (10, 12)], [False, True, False, False], 18, False, [False, False, True, False], 3959, 'North', (13, 8))
Element 42: (2, (13, 8), ['.', '', '', ''], [(3, 2), (12, 10), (10, 11)], [False, False, False, False], 16, False, [True, False, False, False], 3988, 'West', (12, 8))
Element 43: (2, (12, 8), ['%', '', 'G', ''], [(3, 3), (12, 9), (11, 11)], [True, False, False, False], 14, False, [False, False, False, False], 4017, 'East', (13, 8))
Element 44: (2, (13, 8), ['', '', '', ''], [(2, 3), (11, 9), (11, 10)], [False, False, False, False], 12, False, [False, False, False, False], 4046, 'East', (14, 8))
Element 45: (2, (14, 8), ['', '', '', ''], [(2, 4), (10, 9), (10, 10)], [False, False, False, False], 10, False, [False, False, False, False], 4075, 'East', (15, 8))
Element 46: (2, (15, 8), ['', '%', '', ''], [(2, 5), (9, 9), (9, 10)], [False, True, False, False], 8, False, [False, False, False, False], 4104, 'East', (16, 8))
Element 47: (2, (16, 8), ['', '', '', ''], [(2, 6), (8, 9), (9, 11)], [False, False, False, False], 6, False, [False, False, False, False], 5123, 'East', (17, 8))
Element 48: (2, (17, 8), ['', '', '%', ''], [(2, 7), (8, 10), (9, 12)], [False, False, True, False], 4, False, [False, False, False, False], 5152, 'East', (18, 8))
Element 49: (2, (18, 8), ['', '', '%', '%'], [(1, 7), (8, 11), (9, 13)], [False, False, True, True], 2, False, [False, False, False, False], 5181, 'South', (18, 7))
Element 50: (2, (18, 7), ['', '', '', '%'], [(1, 7), (8, 11), (8, 13)], [False, False, False, True], 0, False, [False, False, False, False], 5190, 'Stop', (18, 7))
Element 51: #0#
